type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,ln_fixed acidity,ln_volatile acidity,ln_citric acid,ln_residual sugar,ln_chlorides,ln_free sulfur dioxide,ln_total sulfur dioxide,ln_density,ln_pH,ln_sulphates,ln_alcohol,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,ln_fixed acidity,ln_volatile acidity,ln_citric acid,ln_residual sugar,ln_chlorides,ln_free sulfur dioxide,ln_total sulfur dioxide,ln_density,ln_pH,ln_sulphates,ln_alcohol,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,0,1.840549633,-1.347073648,-0.713349888,0.405465108,-2.95651156,3.526360525,4.8978398,-0.007629027,1.095273387,-0.494296322,2.282382386,0,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,0,1.840549633,-1.347073648,-0.713349888,0.405465108,-2.95651156,3.526360525,4.8978398,-0.007629027,1.095273387,-0.494296322,2.282382386,0,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6
0,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,0,1.987874348,-1.386294361,-1.237874356,2.014903021,-3.015934981,3.63758616,5.062595033,-0.003506139,1.232560261,-0.967584026,2.261763098,0,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,0,1.987874348,-1.386294361,-1.237874356,2.014903021,-3.015934981,3.63758616,5.062595033,-0.003506139,1.232560261,-0.967584026,2.261763098,0,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5
0,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,0,1.987874348,-1.386294361,-1.237874356,2.014903021,-3.015934981,3.63758616,5.062595033,-0.003506139,1.232560261,-0.967584026,2.261763098,0,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,0,1.987874348,-1.386294361,-1.237874356,2.014903021,-3.015934981,3.63758616,5.062595033,-0.003506139,1.232560261,-0.967584026,2.261763098,0,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5
0,6.1,0.28,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5,0,1.808288771,-1.272965676,-1.386294361,2.876385516,-3.123565645,3.871201011,5.081404365,-0.000700245,1.205970807,-0.733969175,2.251291799,0,6.1,0.28,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5,0,1.808288771,-1.272965676,-1.386294361,2.876385516,-3.123565645,3.871201011,5.081404365,-0.000700245,1.205970807,-0.733969175,2.251291799,0,6.1,0.28,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5,5
0,7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,0,2.00148,-0.994252273,-1.049822124,1.740466175,-2.796881415,2.48490665,4.543294782,-0.003506139,1.247032294,-0.371063681,2.370243741,0,7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,0,2.00148,-0.994252273,-1.049822124,1.740466175,-2.796881415,2.48490665,4.543294782,-0.003506139,1.247032294,-0.371063681,2.370243741,0,7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,6
0,6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,0,1.871802177,-1.021651248,-1.272965676,1.16315081,-3.296837366,3.36729583,4.779123493,-0.009242581,1.178654996,-0.430782916,2.517696473,0,6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,0,1.871802177,-1.021651248,-1.272965676,1.16315081,-3.296837366,3.36729583,4.779123493,-0.009242581,1.178654996,-0.430782916,2.517696473,0,6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8
0,7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,0,2.00148,-1.427116356,-0.916290732,1.458615023,-3.442019376,2.197224577,4.553876892,-0.008032172,1.128171091,-0.94160854,2.406945108,0,7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,0,2.00148,-1.427116356,-0.916290732,1.458615023,-3.442019376,2.197224577,4.553876892,-0.008032172,1.128171091,-0.94160854,2.406945108,0,7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6
0,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,0,2.014903021,-1.46967597,-0.385662481,2.397895273,-3.057607677,3.610917913,4.890349128,-0.002202424,1.095273387,-0.967584026,2.174751721,0,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,0,2.014903021,-1.46967597,-0.385662481,2.397895273,-3.057607677,3.610917913,4.890349128,-0.002202424,1.095273387,-0.967584026,2.174751721,0,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5
0,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,0,2.014903021,-1.560647748,-0.385662481,2.388762789,-3.101092789,3.63758616,4.890349128,-0.002202424,1.098612289,-1.021651248,2.163323026,0,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,0,2.014903021,-1.560647748,-0.385662481,2.388762789,-3.101092789,3.63758616,4.890349128,-0.002202424,1.098612289,-1.021651248,2.163323026,0,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5
0,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,0,2.014903021,-1.560647748,-0.385662481,2.388762789,-3.101092789,3.63758616,4.890349128,-0.002202424,1.098612289,-1.021651248,2.163323026,0,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,0,2.014903021,-1.560647748,-0.385662481,2.388762789,-3.101092789,3.63758616,4.890349128,-0.002202424,1.098612289,-1.021651248,2.163323026,0,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5
0,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,0,2.014903021,-1.46967597,-0.385662481,2.397895273,-3.057607677,3.610917913,4.890349128,-0.002202424,1.095273387,-0.967584026,2.174751721,0,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,0,2.014903021,-1.46967597,-0.385662481,2.397895273,-3.057607677,3.610917913,4.890349128,-0.002202424,1.095273387,-0.967584026,2.174751721,0,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5
0,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,0,2.054123734,-1.139434283,-1.108662625,0.875468737,-3.296837366,2.890371758,4.615120517,-0.008838949,1.166270937,-0.430782916,2.459588842,0,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,0,2.054123734,-1.139434283,-1.108662625,0.875468737,-3.296837366,2.890371758,4.615120517,-0.008838949,1.166270937,-0.430782916,2.459588842,0,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7
0,7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,0,2.054123734,-1.347073648,-1.30933332,0.641853886,-2.975929646,3.951243719,5.272999559,-0.007226045,1.172482137,-0.693147181,2.388762789,0,7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,0,2.054123734,-1.347073648,-1.30933332,0.641853886,-2.975929646,3.951243719,5.272999559,-0.007226045,1.172482137,-0.693147181,2.388762789,0,7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,6
0,7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,0,2.041220329,-1.427116356,-1.30933332,0.587786665,-2.975929646,3.951243719,5.247024072,-0.007226045,1.172482137,-0.693147181,2.379546134,0,7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,0,2.041220329,-1.427116356,-1.30933332,0.587786665,-2.975929646,3.951243719,5.247024072,-0.007226045,1.172482137,-0.693147181,2.379546134,0,7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,6
0,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,0,2.00148,-1.660731207,-1.203972804,0.336472237,-2.864704011,3.496507561,4.905274778,-0.007024615,1.137833002,-0.693147181,2.261763098,0,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,0,2.00148,-1.660731207,-1.203972804,0.336472237,-2.864704011,3.496507561,4.905274778,-0.007024615,1.137833002,-0.693147181,2.261763098,0,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6
0,6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,0,1.871802177,-0.776528789,-0.891598119,2.821378886,-2.47693848,4.077537444,5.402677382,-0.000700245,1.156881197,-0.544727175,2.197224577,0,6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,0,1.871802177,-0.776528789,-0.891598119,2.821378886,-2.47693848,4.077537444,5.402677382,-0.000700245,1.156881197,-0.544727175,2.197224577,0,6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,5
0,6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,0,1.871802177,-1.347073648,-0.84397007,2.186051277,-2.488914671,3.912023005,5.141663557,-0.003506139,1.047318994,-0.693147181,2.197224577,0,6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,0,1.871802177,-1.347073648,-0.84397007,2.186051277,-2.488914671,3.912023005,5.141663557,-0.003506139,1.047318994,-0.693147181,2.197224577,0,6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,5
0,5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,0,1.667706821,-1.139434283,-2.120263536,1.887069649,-3.146555163,3.091042453,4.94875989,-0.006319929,1.211940974,-0.510825624,2.341805806,0,5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,0,1.667706821,-1.139434283,-2.120263536,1.887069649,-3.146555163,3.091042453,4.94875989,-0.006319929,1.211940974,-0.510825624,2.341805806,0,5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,6
0,7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,0,1.974081026,-1.427116356,-1.078809661,0.09531018,-3.101092789,1.098612289,4.158883083,-0.008738066,1.172482137,-0.673344553,2.433613355,0,7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,0,1.974081026,-1.427116356,-1.078809661,0.09531018,-3.101092789,1.098612289,4.158883083,-0.008738066,1.172482137,-0.673344553,2.433613355,0,7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,5
0,6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,0,1.791759469,-1.021651248,-2.813410717,0.336472237,-2.718100537,3.295836866,4.852030264,-0.006621876,1.181727195,-0.597837001,2.2300144,0,6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,0,1.791759469,-1.021651248,-2.813410717,0.336472237,-2.718100537,3.295836866,4.852030264,-0.006621876,1.181727195,-0.597837001,2.2300144,0,6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5
0,6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11,0,1.824549292,-1.427116356,-1.237874356,2.587764035,-3.244193633,3.891820298,4.86753445,-0.004811557,1.202972304,-0.776528789,2.397895273,0,6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11,0,1.824549292,-1.427116356,-1.237874356,2.587764035,-3.244193633,3.891820298,4.86753445,-0.004811557,1.202972304,-0.776528789,2.397895273,0,6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11,8
0,7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,0,2.028148247,-0.579818495,-2.120263536,2.341805806,-2.343407088,3.091042453,5.176149733,-0.001701447,1.199964783,-0.798507696,2.208274414,0,7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,0,2.028148247,-0.579818495,-2.120263536,2.341805806,-2.343407088,3.091042453,5.176149733,-0.001701447,1.199964783,-0.798507696,2.208274414,0,7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4
0,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,0,1.945910149,-1.139434283,-1.427116356,1.824549292,-3.036554268,3.433987204,5.429345629,-0.004309272,1.172482137,-0.478035801,2.240709689,0,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,0,1.945910149,-1.139434283,-1.427116356,1.824549292,-3.036554268,3.433987204,5.429345629,-0.004309272,1.172482137,-0.478035801,2.240709689,0,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6
0,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,0,1.945910149,-1.139434283,-1.427116356,1.824549292,-3.036554268,3.433987204,5.429345629,-0.004309272,1.172482137,-0.478035801,2.240709689,0,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,0,1.945910149,-1.139434283,-1.427116356,1.824549292,-3.036554268,3.433987204,5.429345629,-0.004309272,1.172482137,-0.478035801,2.240709689,0,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6
0,5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,0,1.757857918,-1.171182982,-1.108662625,0.182321557,-3.324236341,3.135494216,4.59511985,-0.008435479,1.156881197,-0.510825624,2.351375257,0,5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,0,1.757857918,-1.171182982,-1.108662625,0.182321557,-3.324236341,3.135494216,4.59511985,-0.008435479,1.156881197,-0.510825624,2.351375257,0,5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,6
0,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,0,1.945910149,-1.46967597,-0.867500568,2.893145685,-2.995732274,3.555348061,4.9698133,-0.000100005,1.16938136,-0.867500568,2.174751721,0,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,0,1.945910149,-1.46967597,-0.867500568,2.893145685,-2.995732274,3.555348061,4.9698133,-0.000100005,1.16938136,-0.867500568,2.174751721,0,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5
0,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,0,1.945910149,-1.46967597,-0.867500568,2.893145685,-2.995732274,3.555348061,4.9698133,-0.000100005,1.16938136,-0.867500568,2.174751721,0,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,0,1.945910149,-1.46967597,-0.867500568,2.893145685,-2.995732274,3.555348061,4.9698133,-0.000100005,1.16938136,-0.867500568,2.174751721,0,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5
0,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,0,1.931521412,-1.427116356,-1.108662625,1.568615918,-3.218875825,2.772588722,4.875197323,-0.006420568,1.181727195,-0.446287103,2.370243741,0,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,0,1.931521412,-1.427116356,-1.108662625,1.568615918,-3.218875825,2.772588722,4.875197323,-0.006420568,1.181727195,-0.446287103,2.370243741,0,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6
0,6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,0,1.791759469,-1.237874356,-1.609437912,2.533696814,-3.101092789,3.80666249,5.231108617,-0.002803927,1.202972304,-0.867500568,2.251291799,0,6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,0,1.791759469,-1.237874356,-1.609437912,2.533696814,-3.101092789,3.80666249,5.231108617,-0.002803927,1.202972304,-0.867500568,2.251291799,0,6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5
0,6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,0,1.808288771,-1.771956842,-1.272965676,1.504077397,-3.411247718,3.828641396,5.010635294,-0.006722546,1.232560261,-0.713349888,2.388762789,0,6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,0,1.808288771,-1.771956842,-1.272965676,1.504077397,-3.411247718,3.828641396,5.010635294,-0.006722546,1.232560261,-0.713349888,2.388762789,0,6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,6
0,5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,0,1.774952351,-1.966112856,-1.386294361,1.504077397,-3.611918413,3.526360525,4.941642423,-0.006621876,1.249901736,-0.673344553,2.379546134,0,5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,0,1.774952351,-1.966112856,-1.386294361,1.504077397,-3.611918413,3.526360525,4.941642423,-0.006621876,1.249901736,-0.673344553,2.379546134,0,5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,6
0,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,0,1.824549292,-1.771956842,-1.272965676,1.547562509,-3.296837366,3.663561646,4.890349128,-0.006923915,1.226712291,-0.776528789,2.379546134,0,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,0,1.824549292,-1.771956842,-1.272965676,1.547562509,-3.296837366,3.663561646,4.890349128,-0.006923915,1.226712291,-0.776528789,2.379546134,0,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7
0,7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,0,2.00148,-1.272965676,-1.386294361,2.4765384,-2.937463365,3.218875825,4.997212274,-0.002402885,1.131402111,-0.478035801,2.219203484,0,7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,0,2.00148,-1.272965676,-1.386294361,2.4765384,-2.937463365,3.218875825,4.997212274,-0.002402885,1.131402111,-0.478035801,2.219203484,0,7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,5
0,5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,0,1.722766598,-1.049822124,-1.966112856,1.609437912,-3.079113882,3.871201011,5.288267031,-0.006319929,1.193922468,-0.342490309,2.332143895,0,5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,0,1.722766598,-1.049822124,-1.966112856,1.609437912,-3.079113882,3.871201011,5.288267031,-0.006319929,1.193922468,-0.342490309,2.332143895,0,5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,5
0,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,0,1.757857918,-1.093624747,-1.966112856,1.757857918,-3.079113882,3.891820298,5.283203729,-0.006319929,1.193922468,-0.342490309,2.332143895,0,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,0,1.757857918,-1.093624747,-1.966112856,1.757857918,-3.079113882,3.891820298,5.283203729,-0.006319929,1.193922468,-0.342490309,2.332143895,0,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,5
0,5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,0,1.722766598,-1.448169765,-1.237874356,0.182321557,-3.057607677,3.496507561,4.844187086,-0.009040745,1.205970807,-0.693147181,2.397895273,0,5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,0,1.722766598,-1.448169765,-1.237874356,0.182321557,-3.057607677,3.496507561,4.844187086,-0.009040745,1.205970807,-0.693147181,2.397895273,0,5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,7
0,6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,0,1.808288771,-1.272965676,-1.386294361,2.557227311,-2.918771232,3.526360525,5.241747015,-0.002102208,1.178654996,-0.84397007,2.197224577,0,6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,0,1.808288771,-1.272965676,-1.386294361,2.557227311,-2.918771232,3.526360525,5.241747015,-0.002102208,1.178654996,-0.84397007,2.197224577,0,6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,4
0,6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,0,1.840549633,-1.560647748,-1.108662625,2.63188884,-3.079113882,4.219507705,5.187385806,-0.002904213,1.211940974,-0.693147181,2.341805806,0,6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,0,1.840549633,-1.560647748,-1.108662625,2.63188884,-3.079113882,4.219507705,5.187385806,-0.002904213,1.211940974,-0.693147181,2.341805806,0,6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6
0,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,0,1.85629799,-1.427116356,-1.272965676,2.442347035,-2.995732274,3.526360525,5.093750201,-0.003104815,1.196948189,-0.798507696,2.251291799,0,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,0,1.85629799,-1.427116356,-1.272965676,2.442347035,-2.995732274,3.526360525,5.093750201,-0.003104815,1.196948189,-0.798507696,2.251291799,0,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,5
0,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,0,1.85629799,-1.427116356,-1.237874356,2.433613355,-2.975929646,3.465735903,5.111987788,-0.003205131,1.196948189,-0.798507696,2.251291799,0,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,0,1.85629799,-1.427116356,-1.237874356,2.433613355,-2.975929646,3.465735903,5.111987788,-0.003205131,1.196948189,-0.798507696,2.251291799,0,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,5
0,6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,0,1.840549633,-1.347073648,-1.386294361,2.054123734,-2.847312268,3.784189634,5.111987788,-0.003907625,1.17557333,-0.891598119,2.197224577,0,6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,0,1.840549633,-1.347073648,-1.386294361,2.054123734,-2.847312268,3.784189634,5.111987788,-0.003907625,1.17557333,-0.891598119,2.197224577,0,6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,5
0,6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,0,1.871802177,-1.108662625,-0.328504067,0.09531018,-2.796881415,1.945910149,5.017279837,-0.007024615,1.128171091,-0.562118918,2.251291799,0,6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,0,1.871802177,-1.108662625,-0.328504067,0.09531018,-2.796881415,1.945910149,5.017279837,-0.007024615,1.128171091,-0.562118918,2.251291799,0,6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,4
0,7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,0,2.00148,-2.253794929,-1.078809661,2.501435952,-2.995732274,4.043051268,4.983606622,-0.002703652,1.150572028,-0.994252273,2.197224577,0,7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,0,2.00148,-2.253794929,-1.078809661,2.501435952,-2.995732274,4.043051268,4.983606622,-0.002703652,1.150572028,-0.994252273,2.197224577,0,7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,6
0,6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,0,1.791759469,-1.139434283,-2.120263536,1.774952351,-3.194183212,3.526360525,5.247024072,-0.005615739,1.150572028,-0.328504067,2.302585093,0,6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,0,1.791759469,-1.139434283,-2.120263536,1.774952351,-3.194183212,3.526360525,5.247024072,-0.005615739,1.150572028,-0.328504067,2.302585093,0,6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,5
0,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,0,1.960094784,-1.347073648,-1.078809661,2.667228207,-2.70306266,3.555348061,5.241747015,-0.001400981,1.121677562,-0.634878272,2.208274414,0,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,0,1.960094784,-1.347073648,-1.078809661,2.667228207,-2.70306266,3.555348061,5.241747015,-0.001400981,1.121677562,-0.634878272,2.208274414,0,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
0,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,0,1.960094784,-1.347073648,-1.078809661,2.667228207,-2.70306266,3.555348061,5.241747015,-0.001400981,1.121677562,-0.634878272,2.208274414,0,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,0,1.960094784,-1.347073648,-1.078809661,2.667228207,-2.70306266,3.555348061,5.241747015,-0.001400981,1.121677562,-0.634878272,2.208274414,0,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
0,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,0,1.960094784,-1.347073648,-1.078809661,2.667228207,-2.70306266,3.555348061,5.241747015,-0.001400981,1.121677562,-0.634878272,2.208274414,0,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,0,1.960094784,-1.347073648,-1.078809661,2.667228207,-2.70306266,3.555348061,5.241747015,-0.001400981,1.121677562,-0.634878272,2.208274414,0,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
0,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,0,1.960094784,-1.347073648,-1.078809661,2.667228207,-2.70306266,3.555348061,5.241747015,-0.001400981,1.121677562,-0.634878272,2.208274414,0,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,0,1.960094784,-1.347073648,-1.078809661,2.667228207,-2.70306266,3.555348061,5.241747015,-0.001400981,1.121677562,-0.634878272,2.208274414,0,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
0,5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,0,1.774952351,-1.427116356,-1.347073648,2.509599262,-2.937463365,3.526360525,4.8978398,-0.002803927,1.205970807,-0.798507696,2.251291799,0,5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,0,1.774952351,-1.427116356,-1.347073648,2.509599262,-2.937463365,3.526360525,4.8978398,-0.002803927,1.205970807,-0.798507696,2.251291799,0,5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,6
