CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,ln_CRIM,ln_ZN,ln_INDUS,ln_CHAS,ln_NOX,ln_RM,ln_AGE,ln_DIS,ln_RAD,ln_TAX,ln_PTRATIO,ln_B,ln_LSTAT,MEDV
0.12329,0,10.01,0,0.547,5.913,92.9,2.3534,6,432,17.8,394.95,16.21,-2.093215975,0,2.303584593,0,-0.603306477,1.777153317,4.531523646,0.855861091,1.791759469,6.068425588,2.879198457,5.978759175,2.785628336,18.8
0.22212,0,10.01,0,0.547,6.092,95.4,2.548,6,432,17.8,396.9,17.09,-1.504537503,0,2.303584593,0,-0.603306477,1.806976435,4.558078578,0.935308738,1.791759469,6.068425588,2.879198457,5.98368436,2.838493497,18.7
0.14231,0,10.01,0,0.547,6.254,84.2,2.2565,6,432,17.8,388.74,10.45,-1.949747502,0,2.303584593,0,-0.603306477,1.833221259,4.433194921,0.81381494,1.791759469,6.068425588,2.879198457,5.96291074,2.346601978,18.5
0.17134,0,10.01,0,0.547,5.928,88.2,2.4631,6,432,17.8,344.91,15.76,-1.764105392,0,2.303584593,0,-0.603306477,1.779686888,4.479606963,0.901420719,1.791759469,6.068425588,2.879198457,5.843283513,2.757475084,18.3
0.13158,0,10.01,0,0.547,6.176,72.5,2.7301,6,432,17.8,393.3,12.04,-2.028140247,0,2.303584593,0,-0.603306477,1.820670813,4.283586562,1.004338239,1.791759469,6.068425588,2.879198457,5.974572679,2.48823444,21.2
0.15098,0,10.01,0,0.547,6.021,82.6,2.7474,6,432,17.8,394.51,10.3,-1.890607901,0,2.303584593,0,-0.603306477,1.795253358,4.414009681,1.01065501,1.791759469,6.068425588,2.879198457,5.977644489,2.332143895,19.2
0.13058,0,10.01,0,0.547,5.872,73.1,2.4775,6,432,17.8,338.63,15.37,-2.035769213,0,2.303584593,0,-0.603306477,1.770195291,4.291828367,0.907249987,1.791759469,6.068425588,2.879198457,5.824908066,2.732417558,20.4
0.14476,0,10.01,0,0.547,5.731,65.2,2.7592,6,432,17.8,391.5,13.61,-1.93267808,0,2.303584593,0,-0.603306477,1.745890036,4.177459469,1.014940783,1.791759469,6.068425588,2.879198457,5.969985515,2.610804817,19.3
0.06899,0,25.65,0,0.581,5.87,69.7,2.2577,2,188,19.1,389.15,14.37,-2.673793712,0,3.244543572,0,-0.543004522,1.769854634,4.244200318,0.814346596,0.693147181,5.236441963,2.949688335,5.963964873,2.6651427,22
0.07165,0,25.65,0,0.581,6.004,84.1,2.1974,2,188,19.1,377.67,14.27,-2.635962125,0,3.244543572,0,-0.543004522,1.792425914,4.432006567,0.787274843,0.693147181,5.236441963,2.949688335,5.934020798,2.658159431,20.3
0.09299,0,25.65,0,0.581,5.961,92.9,2.0869,2,188,19.1,378.09,17.93,-2.375263318,0,3.244543572,0,-0.543004522,1.785238252,4.531523646,0.735679711,0.693147181,5.236441963,2.949688335,5.935132263,2.886475288,20.5
0.15038,0,25.65,0,0.581,5.856,97,1.9444,2,188,19.1,370.31,25.41,-1.894589855,0,3.244543572,0,-0.543004522,1.767466777,4.574710979,0.664953446,0.693147181,5.236441963,2.949688335,5.914340493,3.235142797,17.3
0.09849,0,25.65,0,0.581,5.879,95.8,2.0063,2,188,19.1,379.38,17.58,-2.317800259,0,3.244543572,0,-0.543004522,1.771386679,4.562262685,0.69629223,0.693147181,5.236441963,2.949688335,5.938538341,2.866761892,18.8
0.16902,0,25.65,0,0.581,5.986,88.4,1.9929,2,188,19.1,385.02,14.81,-1.777738228,0,3.244543572,0,-0.543004522,1.789423409,4.48187197,0.689590864,0.693147181,5.236441963,2.949688335,5.953295281,2.695302628,21.4
0.38735,0,25.65,0,0.581,5.613,95.6,1.7572,2,188,19.1,359.29,27.26,-0.948426602,0,3.244543572,0,-0.543004522,1.725085336,4.56017282,0.563721633,0.693147181,5.236441963,2.949688335,5.884129862,3.305420426,15.7
0.25915,0,21.89,0,0.624,5.693,96,1.7883,4,437,21.2,392.11,17.19,-1.350348234,0,3.086029912,0,-0.471604911,1.73923735,4.564348191,0.581265448,1.386294361,6.079933195,3.054001182,5.971542413,2.844327819,16.2
0.32543,0,21.89,0,0.624,6.431,98.8,1.8125,4,437,21.2,396.9,15.39,-1.122607894,0,3.086029912,0,-0.471604911,1.861130047,4.593097605,0.594707108,1.386294361,6.079933195,3.054001182,5.98368436,2.733717948,18
0.88125,0,21.89,0,0.624,5.637,94.7,1.9799,4,437,21.2,396.9,18.34,-0.126413925,0,3.086029912,0,-0.471604911,1.729352009,4.550714,0.683046338,1.386294361,6.079933195,3.054001182,5.98368436,2.909084467,14.3
0.34006,0,21.89,0,0.624,6.458,98.9,2.1185,4,437,21.2,395.04,12.6,-1.078633206,0,3.086029912,0,-0.471604911,1.865319672,4.594109239,0.750708291,1.386294361,6.079933195,3.054001182,5.978987026,2.533696814,19.2
1.19294,0,21.89,0,0.624,6.326,97.7,2.271,4,437,21.2,396.9,12.26,0.176420848,0,3.086029912,0,-0.471604911,1.844668125,4.581901559,0.820220263,1.386294361,6.079933195,3.054001182,5.98368436,2.506341931,19.6
0.59005,0,21.89,0,0.624,6.372,97.9,2.3274,4,437,21.2,385.76,11.12,-0.527548,0,3.086029912,0,-0.471604911,1.851913392,4.58394655,0.844751765,1.386294361,6.079933195,3.054001182,5.955215414,2.408745289,23
0.32982,0,21.89,0,0.624,5.822,95.4,2.4699,4,437,21.2,388.69,15.03,-1.109208228,0,3.086029912,0,-0.471604911,1.761643845,4.558078578,0.904177664,1.386294361,6.079933195,3.054001182,5.962782111,2.710048204,18.4
0.97617,0,21.89,0,0.624,5.757,98.4,2.346,4,437,21.2,262.76,17.31,-0.024118527,0,3.086029912,0,-0.471604911,1.750416506,4.589040804,0.85271175,1.386294361,6.079933195,3.054001182,5.571241068,2.851284369,15.6
0.55778,0,21.89,0,0.624,6.335,98.2,2.1107,4,437,21.2,394.67,16.96,-0.58379066,0,3.086029912,0,-0.471604911,1.846089814,4.587006215,0.747019646,1.386294361,6.079933195,3.054001182,5.978049973,2.83085763,18.1
0.32264,0,21.89,0,0.624,5.942,93.5,1.9669,4,437,21.2,378.25,16.9,-1.131218128,0,3.086029912,0,-0.471604911,1.782045777,4.537961436,0.676458699,1.386294361,6.079933195,3.054001182,5.935555353,2.827313622,17.4
0.35233,0,21.89,0,0.624,6.454,98.4,1.8498,4,437,21.2,394.08,14.59,-1.043187043,0,3.086029912,0,-0.471604911,1.864700094,4.589040804,0.615077525,1.386294361,6.079933195,3.054001182,5.976553934,2.680336363,17.1
0.2498,0,21.89,0,0.624,5.857,98.2,1.6686,4,437,21.2,392.04,21.32,-1.387094681,0,3.086029912,0,-0.471604911,1.767637527,4.587006215,0.511984951,1.386294361,6.079933195,3.054001182,5.971363875,3.059645599,13.3
0.54452,0,21.89,0,0.624,6.151,97.9,1.6687,4,437,21.2,396.9,18.46,-0.607850606,0,3.086029912,0,-0.471604911,1.81661467,4.58394655,0.51204488,1.386294361,6.079933195,3.054001182,5.98368436,2.915606229,17.8
0.2909,0,21.89,0,0.624,6.174,93.6,1.6119,4,437,21.2,388.08,24.16,-1.234775713,0,3.086029912,0,-0.471604911,1.820346926,4.539030383,0.477413607,1.386294361,6.079933195,3.054001182,5.961211504,3.184698373,14
1.62864,0,21.89,0,0.624,5.019,100,1.4394,4,437,21.2,396.9,34.41,0.487745311,0,3.086029912,0,-0.471604911,1.613230711,4.605170186,0.36422636,1.386294361,6.079933195,3.054001182,5.98368436,3.53834722,14.4
3.32105,0,19.58,1,0.871,5.403,100,1.3216,5,403,14.7,396.9,26.82,1.200280998,0,2.974508637,1,-0.138113302,1.686954355,4.605170186,0.278843124,1.609437912,5.998936562,2.687847494,5.98368436,3.289147878,13.4
4.0974,0,19.58,0,0.871,5.468,100,1.4118,5,403,14.7,396.9,26.42,1.410352626,0,2.974508637,0,-0.138113302,1.698912919,4.605170186,0.344865486,1.609437912,5.998936562,2.687847494,5.98368436,3.274121299,15.6
2.77974,0,19.58,0,0.871,4.903,97.8,1.3459,5,403,14.7,396.9,29.29,1.022357398,0,2.974508637,0,-0.138113302,1.589847263,4.582924577,0.297062934,1.609437912,5.998936562,2.687847494,5.98368436,3.377246161,11.8
2.37934,0,19.58,0,0.871,6.13,100,1.4191,5,403,14.7,172.91,27.8,0.866823138,0,2.974508637,0,-0.138113302,1.81319475,4.605170186,0.350022868,1.609437912,5.998936562,2.687847494,5.152771228,3.325036021,13.8
2.15505,0,19.58,0,0.871,5.628,100,1.5166,5,403,14.7,169.27,16.65,0.767813925,0,2.974508637,0,-0.138113302,1.727754139,4.605170186,0.416470987,1.609437912,5.998936562,2.687847494,5.131495073,2.812410216,15.6
2.36862,0,19.58,0,0.871,4.926,95.7,1.4608,5,403,14.7,391.71,29.53,0.862307507,0,2.974508637,0,-0.138113302,1.5945273,4.561218298,0.378984231,1.609437912,5.998936562,2.687847494,5.97052177,3.385406696,14.6
2.33099,0,19.58,0,0.871,5.186,93.8,1.5296,5,403,14.7,356.99,28.32,0.84629307,0,2.974508637,0,-0.138113302,1.645962687,4.541164856,0.425006263,1.609437912,5.998936562,2.687847494,5.87770777,3.343568269,17.8
2.73397,0,19.58,0,0.871,5.597,94.9,1.5257,5,403,14.7,351.85,21.45,1.005754765,0,2.974508637,0,-0.138113302,1.72223074,4.552823706,0.422453321,1.609437912,5.998936562,2.687847494,5.863204948,3.065724645,15.4
1.6566,0,19.58,0,0.871,6.122,97.3,1.618,5,403,14.7,372.8,14.1,0.504767309,0,2.974508637,0,-0.138113302,1.811888841,4.577798989,0.481190819,1.609437912,5.998936562,2.687847494,5.921042083,2.646174797,21.5
1.49632,0,19.58,0,0.871,5.404,100,1.5916,5,403,14.7,341.6,13.28,0.40300876,0,2.974508637,0,-0.138113302,1.68713942,4.605170186,0.4647398,1.609437912,5.998936562,2.687847494,5.833640462,2.586259144,19.6
1.12658,0,19.58,1,0.871,5.012,88,1.6102,5,403,14.7,343.28,12.12,0.119186495,0,2.974508637,1,-0.138113302,1.611835037,4.477336814,0.476358395,1.609437912,5.998936562,2.687847494,5.838546441,2.494856981,15.3
2.14918,0,19.58,0,0.871,5.709,98.5,1.6232,5,403,14.7,261.95,15.79,0.765086374,0,2.974508637,0,-0.138113302,1.742043877,4.590056548,0.48439951,1.609437912,5.998936562,2.687847494,5.568153646,2.759376828,19.4
1.41385,0,19.58,1,0.871,6.129,96,1.7494,5,403,14.7,321.02,15.12,0.34631648,0,2.974508637,1,-0.138113302,1.813031605,4.564348191,0.559272872,1.609437912,5.998936562,2.687847494,5.771503426,2.716018371,17
3.53501,0,19.58,1,0.871,6.152,82.6,1.7455,5,403,14.7,88.01,15.02,1.262716128,0,2.974508637,1,-0.138113302,1.816777232,4.414009681,0.557041048,1.609437912,5.998936562,2.687847494,4.477450444,2.709382646,15.6
2.44668,0,19.58,0,0.871,5.272,94,1.7364,5,403,14.7,88.63,16.14,0.894732004,0,2.974508637,0,-0.138113302,1.662409797,4.543294782,0.551814004,1.609437912,5.998936562,2.687847494,4.484470401,2.781300663,13.1
1.22358,0,19.58,0,0.605,6.943,97.4,1.8773,5,403,14.7,363.43,4.59,0.201780988,0,2.974508637,0,-0.502526821,1.937733958,4.578826211,0.629834574,1.609437912,5.998936562,2.687847494,5.895586706,1.523880024,41.3
1.34284,0,19.58,0,0.605,6.066,100,1.7573,5,403,14.7,353.89,6.43,0.294786774,0,2.974508637,0,-0.502526821,1.802699409,4.605170186,0.56377854,1.609437912,5.998936562,2.687847494,5.86898613,1.860974538,24.3
1.42502,0,19.58,0,0.871,6.51,100,1.7659,5,403,14.7,364.31,7.39,0.354185849,0,2.974508637,0,-0.138113302,1.873339456,4.605170186,0.568660475,1.609437912,5.998936562,2.687847494,5.898005154,2.000127735,23.3
1.27346,0,19.58,1,0.605,6.25,92.6,1.7984,5,403,14.7,338.92,5.5,0.241737605,0,2.974508637,1,-0.502526821,1.832581464,4.528289142,0.586897381,1.609437912,5.998936562,2.687847494,5.825764091,1.704748092,27
1.46336,0,19.58,0,0.605,7.489,90.8,1.9709,5,403,14.7,374.43,1.73,0.380735161,0,2.974508637,0,-0.502526821,2.013435277,4.508659286,0.678490291,1.609437912,5.998936562,2.687847494,5.92540487,0.548121409,50
1.83377,0,19.58,1,0.605,7.802,98.2,2.0407,5,403,14.7,389.61,1.92,0.606373957,0,2.974508637,1,-0.502526821,2.054380111,4.587006215,0.713292886,1.609437912,5.998936562,2.687847494,5.965146239,0.652325186,50
1.51902,0,19.58,1,0.605,8.375,93.9,2.162,5,403,14.7,388.45,3.32,0.41806539,0,2.974508637,1,-0.502526821,2.125251078,4.542230386,0.771033719,1.609437912,5.998936562,2.687847494,5.962164461,1.199964783,50
2.24236,0,19.58,0,0.605,5.854,91.8,2.422,5,403,14.7,395.11,11.64,0.807528883,0,2.974508637,0,-0.502526821,1.767125188,4.519612298,0.884593645,1.609437912,5.998936562,2.687847494,5.979164207,2.454447442,22.7
2.924,0,19.58,0,0.605,6.101,93,2.2834,5,403,14.7,240.16,9.81,1.072952542,0,2.974508637,0,-0.502526821,1.808452692,4.532599493,0.82566556,1.609437912,5.998936562,2.687847494,5.481305368,2.283402274,25
2.01019,0,19.58,0,0.605,7.929,96.2,2.0459,5,403,14.7,369.3,3.7,0.698229245,0,2.974508637,0,-0.502526821,2.070526924,4.566429358,0.71583779,1.609437912,5.998936562,2.687847494,5.911609322,1.30833282,50
1.80028,0,19.58,0,0.605,5.877,79.2,2.4259,5,403,14.7,227.61,12.14,0.587942208,0,2.974508637,0,-0.502526821,1.771046428,4.371976299,0.88620259,1.609437912,5.998936562,2.687847494,5.427633638,2.496505786,23.8
2.3004,0,19.58,0,0.605,6.319,96.1,2.1,5,403,14.7,297.09,11.1,0.833083021,0,2.974508637,0,-0.502526821,1.843560968,4.565389316,0.741937345,1.609437912,5.998936562,2.687847494,5.694035123,2.406945108,23.8
2.44953,0,19.58,0,0.605,6.402,95.2,2.2625,5,403,14.7,330.04,11.32,0.895896169,0,2.974508637,0,-0.502526821,1.856610442,4.555979942,0.816470397,1.609437912,5.998936562,2.687847494,5.799213859,2.426571073,22.3
1.20742,0,19.58,0,0.605,5.875,94.6,2.4259,5,403,14.7,292.29,14.43,0.188485852,0,2.974508637,0,-0.502526821,1.77070606,4.549657476,0.88620259,1.609437912,5.998936562,2.687847494,5.67774646,2.669309373,17.4
2.3139,0,19.58,0,0.605,5.88,97.3,2.3887,5,403,14.7,348.13,12.03,0.838934413,0,2.974508637,0,-0.502526821,1.771556762,4.577798989,0.870749285,1.609437912,5.998936562,2.687847494,5.852575973,2.48740353,19.1
0.13914,0,4.05,0,0.51,5.572,88.5,2.5961,5,296,16.6,396.9,14.69,-1.972274658,0,1.398716881,0,-0.673344553,1.717754056,4.483002552,0.954010319,1.609437912,5.690359454,2.809402695,5.98368436,2.68716699,23.1
0.09178,0,4.05,0,0.51,6.416,84.1,2.6463,5,296,16.6,395.5,9.04,-2.38836087,0,1.398716881,0,-0.673344553,1.858794871,4.432006567,0.973162438,1.609437912,5.690359454,2.809402695,5.980150787,2.201659174,23.6
0.08447,0,4.05,0,0.51,5.859,68.7,2.7019,5,296,16.6,393.23,9.64,-2.471358837,0,1.398716881,0,-0.673344553,1.767978941,4.229749199,0.993955229,1.609437912,5.690359454,2.809402695,5.974394682,2.265921109,22.6
0.06664,0,4.05,0,0.51,6.546,33.1,3.1323,5,296,16.6,390.96,5.33,-2.708450281,0,1.398716881,0,-0.673344553,1.878854176,3.499533282,1.141767559,1.609437912,5.690359454,2.809402695,5.968605253,1.673351238,29.4
0.07022,0,4.05,0,0.51,6.02,47.2,3.5549,5,296,16.6,393.23,10.11,-2.656122108,0,1.398716881,0,-0.673344553,1.795087259,3.854393893,1.268326933,1.609437912,5.690359454,2.809402695,5.974394682,2.313525033,23.2
0.05425,0,4.05,0,0.51,6.315,73.4,3.3175,5,296,16.6,395.6,6.29,-2.914152287,0,1.398716881,0,-0.673344553,1.842927756,4.295923936,1.199211487,1.609437912,5.690359454,2.809402695,5.9804036,1.838961071,24.6
0.06642,0,4.05,0,0.51,6.86,74.4,2.9153,5,296,16.6,391.27,6.92,-2.711757063,0,1.398716881,0,-0.673344553,1.925707442,4.309455942,1.06997273,1.609437912,5.690359454,2.809402695,5.969397859,1.93441577,29.9
0.0578,0,2.46,0,0.488,6.98,58.4,2.829,3,193,17.8,396.9,5.04,-2.850766503,0,0.90016135,0,-0.717439873,1.943048917,4.06731589,1.039923292,1.098612289,5.262690189,2.879198457,5.98368436,1.617406082,37.2
0.06588,0,2.46,0,0.488,7.765,83.3,2.741,3,193,17.8,395.56,7.56,-2.719920374,0,0.90016135,0,-0.717439873,2.049626457,4.422448549,1.008322817,1.098612289,5.262690189,2.879198457,5.980302482,2.02287119,39.8
0.06888,0,2.46,0,0.488,6.144,62.2,2.5979,3,193,17.8,396.9,9.45,-2.675389419,0,0.90016135,0,-0.717439873,1.815475996,4.130355,0.954703426,1.098612289,5.262690189,2.879198457,5.98368436,2.246014742,36.2
0.09103,0,2.46,0,0.488,7.155,92.2,2.7006,3,193,17.8,394.12,4.82,-2.396566156,0,0.90016135,0,-0.717439873,1.967811413,4.523960131,0.993473971,1.098612289,5.262690189,2.879198457,5.976655431,1.572773928,37.9
0.10008,0,2.46,0,0.488,6.563,95.6,2.847,3,193,17.8,396.9,5.68,-2.301785413,0,0.90016135,0,-0.717439873,1.881447815,4.56017282,1.046265808,1.098612289,5.262690189,2.879198457,5.98368436,1.736951233,32.5
0.08308,0,2.46,0,0.488,5.604,89.8,2.9879,3,193,17.8,391,13.98,-2.48795128,0,0.90016135,0,-0.717439873,1.723480628,4.497584975,1.0945708,1.098612289,5.262690189,2.879198457,5.96870756,2.637627737,26.4
0.06047,0,2.46,0,0.488,6.153,68.8,3.2797,3,193,17.8,387.11,13.15,-2.805607905,0,0.90016135,0,-0.717439873,1.816939768,4.231203745,1.187751955,1.098612289,5.262690189,2.879198457,5.95870889,2.576421759,29.6
0.05602,0,2.46,0,0.488,7.831,53.6,3.1992,3,193,17.8,392.63,4.45,-2.882046509,0,0.90016135,0,-0.717439873,2.058090216,3.981549068,1.162900779,1.098612289,5.262690189,2.879198457,5.972867693,1.492904096,50
0.07875,45,3.44,0,0.437,6.782,41.1,3.7886,5,398,15.2,393.87,6.68,-2.541477001,3.80666249,1.235471471,0,-0.827822084,1.914272044,3.716008122,1.331996558,1.609437912,5.986452005,2.721295428,5.976020906,1.899117988,32
0.12579,45,3.44,0,0.437,6.556,29.1,4.5667,5,398,15.2,382.84,4.56,-2.073141429,3.80666249,1.235471471,0,-0.827822084,1.880380661,3.370738174,1.518790843,1.609437912,5.986452005,2.721295428,5.947617147,1.517322624,29.8
0.0837,45,3.44,0,0.437,7.185,38.9,4.5667,5,398,15.2,396.9,5.39,-2.480516301,3.80666249,1.235471471,0,-0.827822084,1.97199552,3.660994251,1.518790843,1.609437912,5.986452005,2.721295428,5.98368436,1.684545385,34.9
0.09068,45,3.44,0,0.437,6.951,21.5,6.4798,5,398,15.2,377.68,5.1,-2.400418453,3.80666249,1.235471471,0,-0.827822084,1.938885534,3.068052935,1.868689646,1.609437912,5.986452005,2.721295428,5.934047276,1.62924054,37
0.06911,45,3.44,0,0.437,6.739,30.8,6.4798,5,398,15.2,389.71,4.69,-2.672055841,3.80666249,1.235471471,0,-0.827822084,1.907911546,3.42751469,1.868689646,1.609437912,5.986452005,2.721295428,5.965402873,1.545432582,30.5
0.08664,45,3.44,0,0.437,7.178,26.3,6.4798,5,398,15.2,390.49,2.87,-2.445993676,3.80666249,1.235471471,0,-0.827822084,1.971020793,3.269568939,1.868689646,1.609437912,5.986452005,2.721295428,5.967402361,1.05431203,36.4
0.02187,60,2.93,0,0.401,6.8,9.9,6.2196,1,265,15.6,393.37,5.03,-3.822639444,4.094344562,1.075002423,0,-0.913793852,1.916922612,2.292534757,1.827705596,0,5.579729826,2.747270914,5.974750645,1.615419984,31.1
0.01439,60,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,376.7,4.38,-4.241221758,4.094344562,1.075002423,0,-0.913793852,1.887675526,2.93385687,1.827705596,0,5.579729826,2.747270914,5.931449115,1.477048724,29.1
0.01381,80,0.46,0,0.422,7.875,32,5.6484,4,255,14.4,394.23,2.97,-4.282362312,4.382026635,-0.776528789,0,-0.862749965,2.063693185,3.465735903,1.731372319,1.386294361,5.541263545,2.667228207,5.976934495,1.088561953,50
0.04011,80,1.52,0,0.404,7.287,34.1,7.309,2,329,12.6,396.9,4.08,-3.216129599,4.382026635,0.418710335,0,-0.906340401,1.986091939,3.529297384,1.989106465,0.693147181,5.796057751,2.533696814,5.98368436,1.406096988,33.3
0.04666,80,1.52,0,0.404,7.107,36.6,7.309,2,329,12.6,354.31,8.61,-3.064868012,4.382026635,0.418710335,0,-0.906340401,1.961080214,3.60004824,1.989106465,0.693147181,5.796057751,2.533696814,5.870172236,2.152924318,30.3
0.03768,80,1.52,0,0.404,7.274,38.3,7.309,2,329,12.6,392.2,6.62,-3.278625829,4.382026635,0.418710335,0,-0.906340401,1.984306347,3.645449896,1.989106465,0.693147181,5.796057751,2.533696814,5.971771914,1.89009537,34.6
0.0315,95,1.47,0,0.403,6.975,15.3,7.6534,3,402,17,396.9,4.56,-3.457767733,4.553876892,0.385262401,0,-0.908818717,1.942332328,2.727852828,2.035149994,1.098612289,5.996452089,2.833213344,5.98368436,1.517322624,34.9
0.01778,95,1.47,0,0.403,7.135,13.9,7.6534,3,402,17,384.3,4.45,-4.029681049,4.553876892,0.385262401,0,-0.908818717,1.965012251,2.63188884,2.035149994,1.098612289,5.996452089,2.833213344,5.951423498,1.492904096,32.9
0.03445,82.5,2.03,0,0.415,6.162,38.4,6.27,2,348,14.7,393.77,7.43,-3.368246282,4.412798293,0.708035793,0,-0.879476759,1.8184014,3.64805746,1.835776355,0.693147181,5.85220248,2.687847494,5.975766983,2.005525859,24.1
0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,3.11,-3.827222404,4.412798293,0.708035793,0,-0.879476759,2.029463172,2.753660712,1.835776355,0.693147181,5.85220248,2.687847494,5.979847328,1.134622726,42.3
0.0351,95,2.68,0,0.4161,7.853,33.2,5.118,4,224,14.7,392.78,3.81,-3.349554149,4.553876892,0.985816795,0,-0.876829663,2.060895624,3.502549876,1.632763738,1.386294361,5.411646052,2.687847494,5.973249659,1.337629189,48.5
0.02009,95,2.68,0,0.4161,8.034,31.9,5.118,4,224,14.7,390.55,2.88,-3.9075331,4.553876892,0.985816795,0,-0.876829663,2.083682536,3.46260601,1.632763738,1.386294361,5.411646052,2.687847494,5.967556002,1.057790294,50
0.13642,0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,396.9,10.87,-1.992016917,0,2.35991016,0,-0.71539279,1.773425763,3.104586678,1.372550343,1.386294361,5.624017506,2.923161581,5.98368436,2.386006701,22.6
0.22969,0,10.59,0,0.489,6.326,52.5,4.3549,4,277,18.6,394.87,10.97,-1.471024705,0,2.35991016,0,-0.71539279,1.844668125,3.96081317,1.471301648,1.386294361,5.624017506,2.923161581,5.978556597,2.395164274,24.4
0.25199,0,10.59,0,0.489,5.783,72.7,4.3549,4,277,18.6,389.43,18.06,-1.378365875,0,2.35991016,0,-0.71539279,1.754922579,4.286341385,1.471301648,1.386294361,5.624017506,2.923161581,5.964684132,2.893699548,22.5
0.13587,0,10.59,1,0.489,6.064,59.1,4.2392,4,277,18.6,381.32,14.66,-1.996056733,0,2.35991016,1,-0.71539279,1.802369648,4.079230924,1.444374572,1.386294361,5.624017506,2.923161581,5.943638918,2.685122696,24.4
0.43571,0,10.59,1,0.489,5.344,100,3.875,4,277,18.6,396.9,23.09,-0.830778395,0,2.35991016,1,-0.71539279,1.675974436,4.605170186,1.354545663,1.386294361,5.624017506,2.923161581,5.98368436,3.139399623,20
0.17446,0,10.59,1,0.489,5.96,92.1,3.8771,4,277,18.6,393.25,17.27,-1.74605979,0,2.35991016,1,-0.71539279,1.785070481,4.522874943,1.355087451,1.386294361,5.624017506,2.923161581,5.974445542,2.848970892,21.7
0.37578,0,10.59,1,0.489,5.404,88.6,3.665,4,277,18.6,395.24,23.98,-0.978751413,0,2.35991016,1,-0.71539279,1.68713942,4.484131858,1.298828335,1.386294361,5.624017506,2.923161581,5.979493175,3.17722015,19.3
0.21719,0,10.59,1,0.489,5.807,53.8,3.6526,4,277,18.6,390.94,16.03,-1.526982732,0,2.35991016,1,-0.71539279,1.759064086,3.985273467,1.295439243,1.386294361,5.624017506,2.923161581,5.968554096,2.774461967,22.4
0.14052,0,10.59,0,0.489,6.375,32.3,3.9454,4,277,18.6,385.81,9.38,-1.962405452,0,2.35991016,0,-0.71539279,1.852384091,3.47506723,1.372550343,1.386294361,5.624017506,2.923161581,5.95534502,2.238579763,28.1
0.28955,0,10.59,0,0.489,5.412,9.8,3.5875,4,277,18.6,348.93,29.55,-1.239427285,0,2.35991016,0,-0.71539279,1.68861871,2.282382386,1.277455581,1.386294361,5.624017506,2.923161581,5.854871329,3.386083744,23.7
0.19802,0,10.59,0,0.489,6.182,42.4,3.9454,4,277,18.6,393.63,9.47,-1.619387243,0,2.35991016,0,-0.71539279,1.821641844,3.747148362,1.372550343,1.386294361,5.624017506,2.923161581,5.975411382,2.248128907,25
0.0456,0,13.89,1,0.55,5.888,56,3.1121,5,276,16.4,392.8,13.51,-3.087847562,0,2.631169157,1,-0.597837001,1.772916381,4.025351691,1.135297739,1.609437912,5.620400866,2.797281335,5.973300576,2.603430152,23.3
0.07013,0,13.89,0,0.55,6.642,85.1,3.4211,5,276,16.4,392.78,9.69,-2.657404616,0,2.631169157,0,-0.597837001,1.893413123,4.443827036,1.229962137,1.609437912,5.620400866,2.797281335,5.973249659,2.271094426,28.7
0.11069,0,13.89,1,0.55,5.951,93.8,2.8893,5,276,16.4,396.9,17.92,-2.201021778,0,2.631169157,1,-0.597837001,1.783559273,4.541164856,1.061014258,1.609437912,5.620400866,2.797281335,5.98368436,2.885917408,21.5
0.11425,0,13.89,1,0.55,6.373,92.4,3.3633,5,276,16.4,393.74,10.5,-2.169366249,0,2.631169157,1,-0.597837001,1.852070316,4.526126979,1.212922635,1.609437912,5.620400866,2.797281335,5.975690793,2.351375257,23
0.35809,0,6.2,1,0.507,6.951,88.5,2.8617,8,307,17.4,391.7,9.71,-1.026970928,0,1.824549292,1,-0.679244275,1.938885534,4.483002552,1.051415854,2.079441542,5.726847748,2.856470206,5.970496241,2.273156282,26.7
0.40771,0,6.2,1,0.507,6.164,91.3,3.048,8,307,17.4,395.24,21.46,-0.897199142,0,1.824549292,1,-0.679244275,1.818725917,4.514150788,1.114485638,2.079441542,5.726847748,2.856470206,5.979493175,3.066190737,21.7
0.62356,0,6.2,1,0.507,6.879,77.7,3.2721,8,307,17.4,390.39,9.93,-0.472310288,0,1.824549292,1,-0.679244275,1.928473293,4.352855257,1.185431981,2.079441542,5.726847748,2.856470206,5.967146239,2.295560478,27.5
0.6147,0,6.2,0,0.507,6.618,80.8,3.2721,8,307,17.4,396.9,7.6,-0.486620935,0,1.824549292,0,-0.679244275,1.889793209,4.391976966,1.185431981,2.079441542,5.726847748,2.856470206,5.98368436,2.028148247,30.1
0.31533,0,6.2,0,0.504,8.266,78.3,2.8944,8,307,17.4,385.05,4.14,-1.154135569,0,1.824549292,0,-0.685179011,2.112150716,4.360547603,1.062777836,2.079441542,5.726847748,2.856470206,5.953373196,1.420695788,44.8
0.52693,0,6.2,0,0.504,8.725,83,2.8944,8,307,17.4,382,4.63,-0.640687567,0,1.824549292,0,-0.685179011,2.166192468,4.418840608,1.062777836,2.079441542,5.726847748,2.856470206,5.945420609,1.532556868,50
