cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,ln_cement,ln_blast_furnace_slag,ln_fly_ash,ln_water,ln_superplasticizer,ln_coarse_aggregate,ln_fine_aggregate ,ln_age,concrete_compressive_strength
194.7,0,100.5,165.6,7.5,1006.4,905.9,56,5.271459912,0,4.610157727,5.109575242,2.014903021,6.914134886,6.808928925,4.025351691,33.96
194.7,0,100.5,165.6,7.5,1006.4,905.9,100,5.271459912,0,4.610157727,5.109575242,2.014903021,6.914134886,6.808928925,4.605170186,37.34
190.7,0,125.4,162.1,7.8,1090,804,3,5.250701513,0,4.831508628,5.088213429,2.054123734,6.993932975,6.689599269,1.098612289,15.04
190.7,0,125.4,162.1,7.8,1090,804,14,5.250701513,0,4.831508628,5.088213429,2.054123734,6.993932975,6.689599269,2.63905733,21.06
190.7,0,125.4,162.1,7.8,1090,804,28,5.250701513,0,4.831508628,5.088213429,2.054123734,6.993932975,6.689599269,3.33220451,26.4
190.7,0,125.4,162.1,7.8,1090,804,56,5.250701513,0,4.831508628,5.088213429,2.054123734,6.993932975,6.689599269,4.025351691,35.34
190.7,0,125.4,162.1,7.8,1090,804,100,5.250701513,0,4.831508628,5.088213429,2.054123734,6.993932975,6.689599269,4.605170186,40.57
212.1,0,121.6,180.3,5.7,1057.6,779.3,3,5.357057862,0,4.80073697,5.19462213,1.740466175,6.963757469,6.658396081,1.098612289,12.47
212.1,0,121.6,180.3,5.7,1057.6,779.3,14,5.357057862,0,4.80073697,5.19462213,1.740466175,6.963757469,6.658396081,2.63905733,20.92
212.1,0,121.6,180.3,5.7,1057.6,779.3,28,5.357057862,0,4.80073697,5.19462213,1.740466175,6.963757469,6.658396081,3.33220451,24.9
212.1,0,121.6,180.3,5.7,1057.6,779.3,56,5.357057862,0,4.80073697,5.19462213,1.740466175,6.963757469,6.658396081,4.025351691,34.2
212.1,0,121.6,180.3,5.7,1057.6,779.3,100,5.357057862,0,4.80073697,5.19462213,1.740466175,6.963757469,6.658396081,4.605170186,39.61
230,0,118.3,195.5,4.6,1029.4,758.6,3,5.438079309,0,4.773223771,5.275560379,1.526056303,6.936731387,6.631474629,1.098612289,10.03
230,0,118.3,195.5,4.6,1029.4,758.6,14,5.438079309,0,4.773223771,5.275560379,1.526056303,6.936731387,6.631474629,2.63905733,20.08
230,0,118.3,195.5,4.6,1029.4,758.6,28,5.438079309,0,4.773223771,5.275560379,1.526056303,6.936731387,6.631474629,3.33220451,24.48
230,0,118.3,195.5,4.6,1029.4,758.6,56,5.438079309,0,4.773223771,5.275560379,1.526056303,6.936731387,6.631474629,4.025351691,31.54
230,0,118.3,195.5,4.6,1029.4,758.6,100,5.438079309,0,4.773223771,5.275560379,1.526056303,6.936731387,6.631474629,4.605170186,35.34
190.3,0,125.2,161.9,9.9,1088.1,802.6,3,5.248601774,0,4.829912459,5.086978861,2.292534757,6.992188335,6.687856458,1.098612289,9.45
190.3,0,125.2,161.9,9.9,1088.1,802.6,14,5.248601774,0,4.829912459,5.086978861,2.292534757,6.992188335,6.687856458,2.63905733,22.72
190.3,0,125.2,161.9,9.9,1088.1,802.6,28,5.248601774,0,4.829912459,5.086978861,2.292534757,6.992188335,6.687856458,3.33220451,28.47
190.3,0,125.2,161.9,9.9,1088.1,802.6,56,5.248601774,0,4.829912459,5.086978861,2.292534757,6.992188335,6.687856458,4.025351691,38.56
190.3,0,125.2,161.9,9.9,1088.1,802.6,100,5.248601774,0,4.829912459,5.086978861,2.292534757,6.992188335,6.687856458,4.605170186,40.39
166.1,0,163.3,176.5,4.5,1058.6,780.1,3,5.112590017,0,5.095589,5.173320876,1.504077397,6.964702559,6.659422117,1.098612289,10.76
166.1,0,163.3,176.5,4.5,1058.6,780.1,14,5.112590017,0,5.095589,5.173320876,1.504077397,6.964702559,6.659422117,2.63905733,25.48
166.1,0,163.3,176.5,4.5,1058.6,780.1,28,5.112590017,0,5.095589,5.173320876,1.504077397,6.964702559,6.659422117,3.33220451,21.54
166.1,0,163.3,176.5,4.5,1058.6,780.1,56,5.112590017,0,5.095589,5.173320876,1.504077397,6.964702559,6.659422117,4.025351691,28.63
166.1,0,163.3,176.5,4.5,1058.6,780.1,100,5.112590017,0,5.095589,5.173320876,1.504077397,6.964702559,6.659422117,4.605170186,33.54
168,42.1,163.8,121.8,5.7,1058.7,780.1,3,5.123963979,3.740047741,5.098646171,4.802380355,1.740466175,6.964797019,6.659422117,1.098612289,7.75
168,42.1,163.8,121.8,5.7,1058.7,780.1,14,5.123963979,3.740047741,5.098646171,4.802380355,1.740466175,6.964797019,6.659422117,2.63905733,17.82
168,42.1,163.8,121.8,5.7,1058.7,780.1,28,5.123963979,3.740047741,5.098646171,4.802380355,1.740466175,6.964797019,6.659422117,3.33220451,24.24
168,42.1,163.8,121.8,5.7,1058.7,780.1,56,5.123963979,3.740047741,5.098646171,4.802380355,1.740466175,6.964797019,6.659422117,4.025351691,32.85
168,42.1,163.8,121.8,5.7,1058.7,780.1,100,5.123963979,3.740047741,5.098646171,4.802380355,1.740466175,6.964797019,6.659422117,4.605170186,39.23
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,5.364573162,4.585987367,3.198673118,5.202356975,1.931521412,6.97148097,6.666193142,1.098612289,18
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,5.364573162,4.585987367,3.198673118,5.202356975,1.931521412,6.97148097,6.666193142,2.63905733,30.39
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,5.364573162,4.585987367,3.198673118,5.202356975,1.931521412,6.97148097,6.666193142,3.33220451,45.71
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,5.364573162,4.585987367,3.198673118,5.202356975,1.931521412,6.97148097,6.666193142,4.025351691,50.77
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,5.364573162,4.585987367,3.198673118,5.202356975,1.931521412,6.97148097,6.666193142,4.605170186,53.9
213.8,98.1,24.5,181.7,6.7,1066,785.5,3,5.365040999,4.585987367,3.198673118,5.202356975,1.902107526,6.971668605,6.666320458,1.098612289,13.18
213.8,98.1,24.5,181.7,6.7,1066,785.5,14,5.365040999,4.585987367,3.198673118,5.202356975,1.902107526,6.971668605,6.666320458,2.63905733,17.84
213.8,98.1,24.5,181.7,6.7,1066,785.5,28,5.365040999,4.585987367,3.198673118,5.202356975,1.902107526,6.971668605,6.666320458,3.33220451,40.23
213.8,98.1,24.5,181.7,6.7,1066,785.5,56,5.365040999,4.585987367,3.198673118,5.202356975,1.902107526,6.971668605,6.666320458,4.025351691,47.13
213.8,98.1,24.5,181.7,6.7,1066,785.5,100,5.365040999,4.585987367,3.198673118,5.202356975,1.902107526,6.971668605,6.666320458,4.605170186,49.97
229.7,0,118.2,195.2,6.1,1028.1,757.6,3,5.43677411,0,4.772378105,5.274024674,1.808288771,6.935467718,6.630155542,1.098612289,13.36
229.7,0,118.2,195.2,6.1,1028.1,757.6,14,5.43677411,0,4.772378105,5.274024674,1.808288771,6.935467718,6.630155542,2.63905733,22.32
229.7,0,118.2,195.2,6.1,1028.1,757.6,28,5.43677411,0,4.772378105,5.274024674,1.808288771,6.935467718,6.630155542,3.33220451,24.54
229.7,0,118.2,195.2,6.1,1028.1,757.6,56,5.43677411,0,4.772378105,5.274024674,1.808288771,6.935467718,6.630155542,4.025351691,31.35
229.7,0,118.2,195.2,6.1,1028.1,757.6,100,5.43677411,0,4.772378105,5.274024674,1.808288771,6.935467718,6.630155542,4.605170186,40.86
238.1,0,94.1,186.7,7,949.9,847,3,5.472690753,0,4.544358047,5.229503051,1.945910149,6.856356716,6.741700695,1.098612289,19.93
238.1,0,94.1,186.7,7,949.9,847,14,5.472690753,0,4.544358047,5.229503051,1.945910149,6.856356716,6.741700695,2.63905733,25.69
238.1,0,94.1,186.7,7,949.9,847,28,5.472690753,0,4.544358047,5.229503051,1.945910149,6.856356716,6.741700695,3.33220451,30.23
238.1,0,94.1,186.7,7,949.9,847,56,5.472690753,0,4.544358047,5.229503051,1.945910149,6.856356716,6.741700695,4.025351691,39.59
238.1,0,94.1,186.7,7,949.9,847,100,5.472690753,0,4.544358047,5.229503051,1.945910149,6.856356716,6.741700695,4.605170186,44.3
250,0,95.7,187.4,5.5,956.9,861.2,3,5.521460918,0,4.561218298,5.23324537,1.704748092,6.863698893,6.758326765,1.098612289,13.82
250,0,95.7,187.4,5.5,956.9,861.2,14,5.521460918,0,4.561218298,5.23324537,1.704748092,6.863698893,6.758326765,2.63905733,24.92
250,0,95.7,187.4,5.5,956.9,861.2,28,5.521460918,0,4.561218298,5.23324537,1.704748092,6.863698893,6.758326765,3.33220451,29.22
250,0,95.7,187.4,5.5,956.9,861.2,56,5.521460918,0,4.561218298,5.23324537,1.704748092,6.863698893,6.758326765,4.025351691,38.33
250,0,95.7,187.4,5.5,956.9,861.2,100,5.521460918,0,4.561218298,5.23324537,1.704748092,6.863698893,6.758326765,4.605170186,42.35
212.5,0,100.4,159.3,8.7,1007.8,903.6,3,5.358941988,0,4.609162207,5.070789217,2.163323026,6.915525016,6.806386785,1.098612289,13.54
212.5,0,100.4,159.3,8.7,1007.8,903.6,14,5.358941988,0,4.609162207,5.070789217,2.163323026,6.915525016,6.806386785,2.63905733,26.31
212.5,0,100.4,159.3,8.7,1007.8,903.6,28,5.358941988,0,4.609162207,5.070789217,2.163323026,6.915525016,6.806386785,3.33220451,31.64
212.5,0,100.4,159.3,8.7,1007.8,903.6,56,5.358941988,0,4.609162207,5.070789217,2.163323026,6.915525016,6.806386785,4.025351691,42.55
212.5,0,100.4,159.3,8.7,1007.8,903.6,100,5.358941988,0,4.609162207,5.070789217,2.163323026,6.915525016,6.806386785,4.605170186,42.92
212.6,0,100.4,159.4,10.4,1003.8,903.8,3,5.359412466,0,4.609162207,5.071416766,2.341805806,6.911548077,6.806608097,1.098612289,13.33
212.6,0,100.4,159.4,10.4,1003.8,903.8,14,5.359412466,0,4.609162207,5.071416766,2.341805806,6.911548077,6.806608097,2.63905733,25.37
212.6,0,100.4,159.4,10.4,1003.8,903.8,28,5.359412466,0,4.609162207,5.071416766,2.341805806,6.911548077,6.806608097,3.33220451,37.4
212.6,0,100.4,159.4,10.4,1003.8,903.8,56,5.359412466,0,4.609162207,5.071416766,2.341805806,6.911548077,6.806608097,4.025351691,44.4
212.6,0,100.4,159.4,10.4,1003.8,903.8,100,5.359412466,0,4.609162207,5.071416766,2.341805806,6.911548077,6.806608097,4.605170186,47.74
212,0,124.8,159,7.8,1085.4,799.5,3,5.356586275,0,4.826712456,5.068904202,2.054123734,6.989703862,6.683986532,1.098612289,19.52
212,0,124.8,159,7.8,1085.4,799.5,14,5.356586275,0,4.826712456,5.068904202,2.054123734,6.989703862,6.683986532,2.63905733,31.35
212,0,124.8,159,7.8,1085.4,799.5,28,5.356586275,0,4.826712456,5.068904202,2.054123734,6.989703862,6.683986532,3.33220451,38.5
212,0,124.8,159,7.8,1085.4,799.5,56,5.356586275,0,4.826712456,5.068904202,2.054123734,6.989703862,6.683986532,4.025351691,45.08
212,0,124.8,159,7.8,1085.4,799.5,100,5.356586275,0,4.826712456,5.068904202,2.054123734,6.989703862,6.683986532,4.605170186,47.82
231.8,0,121.6,174,6.7,1056.4,778.5,3,5.445874931,0,4.80073697,5.159055299,1.902107526,6.96262218,6.657368991,1.098612289,15.44
231.8,0,121.6,174,6.7,1056.4,778.5,14,5.445874931,0,4.80073697,5.159055299,1.902107526,6.96262218,6.657368991,2.63905733,26.77
231.8,0,121.6,174,6.7,1056.4,778.5,28,5.445874931,0,4.80073697,5.159055299,1.902107526,6.96262218,6.657368991,3.33220451,33.73
231.8,0,121.6,174,6.7,1056.4,778.5,56,5.445874931,0,4.80073697,5.159055299,1.902107526,6.96262218,6.657368991,4.025351691,42.7
231.8,0,121.6,174,6.7,1056.4,778.5,100,5.445874931,0,4.80073697,5.159055299,1.902107526,6.96262218,6.657368991,4.605170186,45.84
251.4,0,118.3,188.5,5.8,1028.4,757.7,3,5.527045296,0,4.773223771,5.239098007,1.757857918,6.935759475,6.630287529,1.098612289,17.22
251.4,0,118.3,188.5,5.8,1028.4,757.7,14,5.527045296,0,4.773223771,5.239098007,1.757857918,6.935759475,6.630287529,2.63905733,29.93
251.4,0,118.3,188.5,5.8,1028.4,757.7,28,5.527045296,0,4.773223771,5.239098007,1.757857918,6.935759475,6.630287529,3.33220451,29.65
251.4,0,118.3,188.5,5.8,1028.4,757.7,56,5.527045296,0,4.773223771,5.239098007,1.757857918,6.935759475,6.630287529,4.025351691,36.97
251.4,0,118.3,188.5,5.8,1028.4,757.7,100,5.527045296,0,4.773223771,5.239098007,1.757857918,6.935759475,6.630287529,4.605170186,43.58
251.4,0,118.3,188.5,6.4,1028.4,757.7,3,5.527045296,0,4.773223771,5.239098007,1.85629799,6.935759475,6.630287529,1.098612289,13.12
251.4,0,118.3,188.5,6.4,1028.4,757.7,14,5.527045296,0,4.773223771,5.239098007,1.85629799,6.935759475,6.630287529,2.63905733,24.43
251.4,0,118.3,188.5,6.4,1028.4,757.7,28,5.527045296,0,4.773223771,5.239098007,1.85629799,6.935759475,6.630287529,3.33220451,32.66
251.4,0,118.3,188.5,6.4,1028.4,757.7,56,5.527045296,0,4.773223771,5.239098007,1.85629799,6.935759475,6.630287529,4.025351691,36.64
251.4,0,118.3,188.5,6.4,1028.4,757.7,100,5.527045296,0,4.773223771,5.239098007,1.85629799,6.935759475,6.630287529,4.605170186,44.21
181.4,0,167,169.6,7.6,1055.6,777.8,3,5.200704538,0,5.117993812,5.133442723,2.028148247,6.961864605,6.656469422,1.098612289,13.62
181.4,0,167,169.6,7.6,1055.6,777.8,14,5.200704538,0,5.117993812,5.133442723,2.028148247,6.961864605,6.656469422,2.63905733,21.6
181.4,0,167,169.6,7.6,1055.6,777.8,28,5.200704538,0,5.117993812,5.133442723,2.028148247,6.961864605,6.656469422,3.33220451,27.77
181.4,0,167,169.6,7.6,1055.6,777.8,56,5.200704538,0,5.117993812,5.133442723,2.028148247,6.961864605,6.656469422,4.025351691,35.57
181.4,0,167,169.6,7.6,1055.6,777.8,100,5.200704538,0,5.117993812,5.133442723,2.028148247,6.961864605,6.656469422,4.605170186,45.37
182,45.2,122,170.2,8.2,1059.4,780.7,3,5.204006687,3.811097087,4.804021045,5.136974216,2.104134154,6.965457989,6.660190953,1.098612289,7.32
182,45.2,122,170.2,8.2,1059.4,780.7,14,5.204006687,3.811097087,4.804021045,5.136974216,2.104134154,6.965457989,6.660190953,2.63905733,21.5
182,45.2,122,170.2,8.2,1059.4,780.7,28,5.204006687,3.811097087,4.804021045,5.136974216,2.104134154,6.965457989,6.660190953,3.33220451,31.27
182,45.2,122,170.2,8.2,1059.4,780.7,56,5.204006687,3.811097087,4.804021045,5.136974216,2.104134154,6.965457989,6.660190953,4.025351691,43.5
182,45.2,122,170.2,8.2,1059.4,780.7,100,5.204006687,3.811097087,4.804021045,5.136974216,2.104134154,6.965457989,6.660190953,4.605170186,48.67
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,5.129306824,3.742420221,4.822697999,5.064491967,2.379546134,6.985456787,6.679850411,1.098612289,7.4
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,5.129306824,3.742420221,4.822697999,5.064491967,2.379546134,6.985456787,6.679850411,2.63905733,23.51
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,5.129306824,3.742420221,4.822697999,5.064491967,2.379546134,6.985456787,6.679850411,3.33220451,31.12
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,5.129306824,3.742420221,4.822697999,5.064491967,2.379546134,6.985456787,6.679850411,4.025351691,39.15
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,5.129306824,3.742420221,4.822697999,5.064491967,2.379546134,6.985456787,6.679850411,4.605170186,48.15
290.4,0,96.2,168.1,9.4,961.2,865,3,5.671259283,0,4.566429358,5.12455904,2.240709689,6.868182504,6.762729507,1.098612289,22.5
290.4,0,96.2,168.1,9.4,961.2,865,14,5.671259283,0,4.566429358,5.12455904,2.240709689,6.868182504,6.762729507,2.63905733,34.67
290.4,0,96.2,168.1,9.4,961.2,865,28,5.671259283,0,4.566429358,5.12455904,2.240709689,6.868182504,6.762729507,3.33220451,34.74
290.4,0,96.2,168.1,9.4,961.2,865,56,5.671259283,0,4.566429358,5.12455904,2.240709689,6.868182504,6.762729507,4.025351691,45.08
290.4,0,96.2,168.1,9.4,961.2,865,100,5.671259283,0,4.566429358,5.12455904,2.240709689,6.868182504,6.762729507,4.605170186,48.97
277.1,0,97.4,160.6,11.8,973.9,875.6,3,5.624378452,0,4.578826211,5.078916802,2.468099531,6.881308629,6.774909366,1.098612289,23.14
277.1,0,97.4,160.6,11.8,973.9,875.6,14,5.624378452,0,4.578826211,5.078916802,2.468099531,6.881308629,6.774909366,2.63905733,41.89
277.1,0,97.4,160.6,11.8,973.9,875.6,28,5.624378452,0,4.578826211,5.078916802,2.468099531,6.881308629,6.774909366,3.33220451,48.28
277.1,0,97.4,160.6,11.8,973.9,875.6,56,5.624378452,0,4.578826211,5.078916802,2.468099531,6.881308629,6.774909366,4.025351691,51.04
277.1,0,97.4,160.6,11.8,973.9,875.6,100,5.624378452,0,4.578826211,5.078916802,2.468099531,6.881308629,6.774909366,4.605170186,55.64
295.7,0,95.6,171.5,8.9,955.1,859.2,3,5.689345427,0,4.56017282,5.144583267,2.186051277,6.861816047,6.756001724,1.098612289,22.95
295.7,0,95.6,171.5,8.9,955.1,859.2,14,5.689345427,0,4.56017282,5.144583267,2.186051277,6.861816047,6.756001724,2.63905733,35.23
295.7,0,95.6,171.5,8.9,955.1,859.2,28,5.689345427,0,4.56017282,5.144583267,2.186051277,6.861816047,6.756001724,3.33220451,39.94
295.7,0,95.6,171.5,8.9,955.1,859.2,56,5.689345427,0,4.56017282,5.144583267,2.186051277,6.861816047,6.756001724,4.025351691,48.72
295.7,0,95.6,171.5,8.9,955.1,859.2,100,5.689345427,0,4.56017282,5.144583267,2.186051277,6.861816047,6.756001724,4.605170186,52.04
251.8,0,99.9,146.1,12.4,1006,899.8,3,5.528635122,0,4.604169686,4.984291319,2.517696473,6.913737351,6.802172516,1.098612289,21.02
251.8,0,99.9,146.1,12.4,1006,899.8,14,5.528635122,0,4.604169686,4.984291319,2.517696473,6.913737351,6.802172516,2.63905733,33.36
251.8,0,99.9,146.1,12.4,1006,899.8,28,5.528635122,0,4.604169686,4.984291319,2.517696473,6.913737351,6.802172516,3.33220451,33.94
251.8,0,99.9,146.1,12.4,1006,899.8,56,5.528635122,0,4.604169686,4.984291319,2.517696473,6.913737351,6.802172516,4.025351691,44.14
251.8,0,99.9,146.1,12.4,1006,899.8,100,5.528635122,0,4.604169686,4.984291319,2.517696473,6.913737351,6.802172516,4.605170186,45.37
249.1,0,98.8,158.1,12.8,987.8,889,3,5.517854422,0,4.593097605,5.063227744,2.549445171,6.895480248,6.790097236,1.098612289,15.36
249.1,0,98.8,158.1,12.8,987.8,889,14,5.517854422,0,4.593097605,5.063227744,2.549445171,6.895480248,6.790097236,2.63905733,28.68
249.1,0,98.8,158.1,12.8,987.8,889,28,5.517854422,0,4.593097605,5.063227744,2.549445171,6.895480248,6.790097236,3.33220451,30.85
249.1,0,98.8,158.1,12.8,987.8,889,56,5.517854422,0,4.593097605,5.063227744,2.549445171,6.895480248,6.790097236,4.025351691,42.03
249.1,0,98.8,158.1,12.8,987.8,889,100,5.517854422,0,4.593097605,5.063227744,2.549445171,6.895480248,6.790097236,4.605170186,51.06
252.3,0,98.8,146.3,14.2,987.8,889,3,5.530618856,0,4.593097605,4.985659308,2.653241965,6.895480248,6.790097236,1.098612289,21.78
252.3,0,98.8,146.3,14.2,987.8,889,14,5.530618856,0,4.593097605,4.985659308,2.653241965,6.895480248,6.790097236,2.63905733,42.29
252.3,0,98.8,146.3,14.2,987.8,889,28,5.530618856,0,4.593097605,4.985659308,2.653241965,6.895480248,6.790097236,3.33220451,50.6
252.3,0,98.8,146.3,14.2,987.8,889,56,5.530618856,0,4.593097605,4.985659308,2.653241965,6.895480248,6.790097236,4.025351691,55.83
252.3,0,98.8,146.3,14.2,987.8,889,100,5.530618856,0,4.593097605,4.985659308,2.653241965,6.895480248,6.790097236,4.605170186,60.95
246.8,0,125.1,143.3,12,1086.8,800.9,3,5.508578292,0,4.829113417,4.964940335,2.48490665,6.990992878,6.685736095,1.098612289,23.52
246.8,0,125.1,143.3,12,1086.8,800.9,14,5.508578292,0,4.829113417,4.964940335,2.48490665,6.990992878,6.685736095,2.63905733,42.22
246.8,0,125.1,143.3,12,1086.8,800.9,28,5.508578292,0,4.829113417,4.964940335,2.48490665,6.990992878,6.685736095,3.33220451,52.5
246.8,0,125.1,143.3,12,1086.8,800.9,56,5.508578292,0,4.829113417,4.964940335,2.48490665,6.990992878,6.685736095,4.025351691,60.32
246.8,0,125.1,143.3,12,1086.8,800.9,100,5.508578292,0,4.829113417,4.964940335,2.48490665,6.990992878,6.685736095,4.605170186,66.42
275.1,0,121.4,159.5,9.9,1053.6,777.5,3,5.617134668,0,4.799090879,5.072043922,2.292534757,6.95996815,6.656083644,1.098612289,23.8
275.1,0,121.4,159.5,9.9,1053.6,777.5,14,5.617134668,0,4.799090879,5.072043922,2.292534757,6.95996815,6.656083644,2.63905733,38.77
275.1,0,121.4,159.5,9.9,1053.6,777.5,28,5.617134668,0,4.799090879,5.072043922,2.292534757,6.95996815,6.656083644,3.33220451,51.33
275.1,0,121.4,159.5,9.9,1053.6,777.5,56,5.617134668,0,4.799090879,5.072043922,2.292534757,6.95996815,6.656083644,4.025351691,56.85
275.1,0,121.4,159.5,9.9,1053.6,777.5,100,5.617134668,0,4.799090879,5.072043922,2.292534757,6.95996815,6.656083644,4.605170186,58.61
297.2,0,117.5,174.8,9.5,1022.8,753.5,3,5.694405313,0,4.766438334,5.163642463,2.251291799,6.930299243,6.624729018,1.098612289,21.91
297.2,0,117.5,174.8,9.5,1022.8,753.5,14,5.694405313,0,4.766438334,5.163642463,2.251291799,6.930299243,6.624729018,2.63905733,36.99
297.2,0,117.5,174.8,9.5,1022.8,753.5,28,5.694405313,0,4.766438334,5.163642463,2.251291799,6.930299243,6.624729018,3.33220451,47.4
297.2,0,117.5,174.8,9.5,1022.8,753.5,56,5.694405313,0,4.766438334,5.163642463,2.251291799,6.930299243,6.624729018,4.025351691,51.96
297.2,0,117.5,174.8,9.5,1022.8,753.5,100,5.694405313,0,4.766438334,5.163642463,2.251291799,6.930299243,6.624729018,4.605170186,56.74
213.7,0,174.7,154.8,10.2,1053.5,776.4,3,5.364573162,0,5.163070217,5.042133961,2.32238772,6.959873233,6.654667851,1.098612289,17.57
213.7,0,174.7,154.8,10.2,1053.5,776.4,14,5.364573162,0,5.163070217,5.042133961,2.32238772,6.959873233,6.654667851,2.63905733,33.73
213.7,0,174.7,154.8,10.2,1053.5,776.4,28,5.364573162,0,5.163070217,5.042133961,2.32238772,6.959873233,6.654667851,3.33220451,40.15
213.7,0,174.7,154.8,10.2,1053.5,776.4,56,5.364573162,0,5.163070217,5.042133961,2.32238772,6.959873233,6.654667851,4.025351691,46.64
213.7,0,174.7,154.8,10.2,1053.5,776.4,100,5.364573162,0,5.163070217,5.042133961,2.32238772,6.959873233,6.654667851,4.605170186,50.08
213.5,0,174.2,154.6,11.7,1052.3,775.5,3,5.363636833,0,5.160204064,5.040841136,2.459588842,6.958733524,6.653507983,1.098612289,17.37
213.5,0,174.2,154.6,11.7,1052.3,775.5,14,5.363636833,0,5.160204064,5.040841136,2.459588842,6.958733524,6.653507983,2.63905733,33.7
213.5,0,174.2,154.6,11.7,1052.3,775.5,28,5.363636833,0,5.160204064,5.040841136,2.459588842,6.958733524,6.653507983,3.33220451,45.94
213.5,0,174.2,154.6,11.7,1052.3,775.5,56,5.363636833,0,5.160204064,5.040841136,2.459588842,6.958733524,6.653507983,4.025351691,51.43
213.5,0,174.2,154.6,11.7,1052.3,775.5,100,5.363636833,0,5.160204064,5.040841136,2.459588842,6.958733524,6.653507983,4.605170186,59.3
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,5.624739267,4.582924577,3.198673118,5.079539273,2.415913778,6.967626676,6.662493922,1.098612289,30.45
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,5.624739267,4.582924577,3.198673118,5.079539273,2.415913778,6.967626676,6.662493922,2.63905733,47.71
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,5.624739267,4.582924577,3.198673118,5.079539273,2.415913778,6.967626676,6.662493922,3.33220451,63.14
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,5.624739267,4.582924577,3.198673118,5.079539273,2.415913778,6.967626676,6.662493922,4.025351691,66.82
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,5.624739267,4.582924577,3.198673118,5.079539273,2.415913778,6.967626676,6.662493922,4.605170186,66.95
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,5.385412073,4.000033883,4.81866736,4.947340444,2.4765384,6.980726891,6.67544484,1.098612289,27.42
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,5.385412073,4.000033883,4.81866736,4.947340444,2.4765384,6.980726891,6.67544484,2.63905733,35.96
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,5.385412073,4.000033883,4.81866736,4.947340444,2.4765384,6.980726891,6.67544484,3.33220451,55.51
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,5.385412073,4.000033883,4.81866736,4.947340444,2.4765384,6.980726891,6.67544484,4.025351691,61.99
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,5.385412073,4.000033883,4.81866736,4.947340444,2.4765384,6.980726891,6.67544484,4.605170186,63.53
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,5.370172804,3.985273467,4.803201036,5.047288612,2.261763098,6.921953998,6.660062855,1.098612289,18.02
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,5.370172804,3.985273467,4.803201036,5.047288612,2.261763098,6.921953998,6.660062855,2.63905733,38.6
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,5.370172804,3.985273467,4.803201036,5.047288612,2.261763098,6.921953998,6.660062855,3.33220451,52.2
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,5.370172804,3.985273467,4.803201036,5.047288612,2.261763098,6.921953998,6.660062855,4.025351691,53.96
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,5.370172804,3.985273467,4.803201036,5.047288612,2.261763098,6.921953998,6.660062855,4.605170186,56.63
218.9,0,124.1,158.5,11.3,1078.7,794.9,3,5.388615005,0,4.821087692,5.065754593,2.424802726,6.983511891,6.678216321,1.098612289,15.34
218.9,0,124.1,158.5,11.3,1078.7,794.9,14,5.388615005,0,4.821087692,5.065754593,2.424802726,6.983511891,6.678216321,2.63905733,26.05
218.9,0,124.1,158.5,11.3,1078.7,794.9,28,5.388615005,0,4.821087692,5.065754593,2.424802726,6.983511891,6.678216321,3.33220451,30.22
218.9,0,124.1,158.5,11.3,1078.7,794.9,56,5.388615005,0,4.821087692,5.065754593,2.424802726,6.983511891,6.678216321,4.025351691,37.27
218.9,0,124.1,158.5,11.3,1078.7,794.9,100,5.388615005,0,4.821087692,5.065754593,2.424802726,6.983511891,6.678216321,4.605170186,46.23
376,0,0,214.6,0,1003.5,762.4,3,5.929589143,0,0,5.36877583,0,6.911249168,6.636471352,1.098612289,16.28
376,0,0,214.6,0,1003.5,762.4,14,5.929589143,0,0,5.36877583,0,6.911249168,6.636471352,2.63905733,25.62
376,0,0,214.6,0,1003.5,762.4,28,5.929589143,0,0,5.36877583,0,6.911249168,6.636471352,3.33220451,31.97
