cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,ln_cement,ln_blast_furnace_slag,ln_fly_ash,ln_water,ln_superplasticizer,ln_coarse_aggregate,ln_fine_aggregate ,ln_age,log10_ln_cement,log10_ln_blast_furnace_slag,log10_ln_fly_ash,log10_ln_water,log10_ln_superplasticizer,log10_ln_coarse_aggregate,log10_ln_fine_aggregate ,log10_ln_age,concrete_compressive_strength
238.1,0,94.1,186.7,7,949.9,847,3,5.472690753,0,4.544358047,5.229503051,1.945910149,6.856356716,6.741700695,1.098612289,2.376759395,0,1.973589623,2.271144318,0.84509804,2.977677888,2.92788341,0.477121255,19.93
238.1,0,94.1,186.7,7,949.9,847,14,5.472690753,0,4.544358047,5.229503051,1.945910149,6.856356716,6.741700695,2.63905733,2.376759395,0,1.973589623,2.271144318,0.84509804,2.977677888,2.92788341,1.146128036,25.69
238.1,0,94.1,186.7,7,949.9,847,28,5.472690753,0,4.544358047,5.229503051,1.945910149,6.856356716,6.741700695,3.33220451,2.376759395,0,1.973589623,2.271144318,0.84509804,2.977677888,2.92788341,1.447158031,30.23
238.1,0,94.1,186.7,7,949.9,847,56,5.472690753,0,4.544358047,5.229503051,1.945910149,6.856356716,6.741700695,4.025351691,2.376759395,0,1.973589623,2.271144318,0.84509804,2.977677888,2.92788341,1.748188027,39.59
238.1,0,94.1,186.7,7,949.9,847,100,5.472690753,0,4.544358047,5.229503051,1.945910149,6.856356716,6.741700695,4.605170186,2.376759395,0,1.973589623,2.271144318,0.84509804,2.977677888,2.92788341,2,44.3
250,0,95.7,187.4,5.5,956.9,861.2,3,5.521460918,0,4.561218298,5.23324537,1.704748092,6.863698893,6.758326765,1.098612289,2.397940009,0,1.980911938,2.272769587,0.740362689,2.980866555,2.935104021,0.477121255,13.82
250,0,95.7,187.4,5.5,956.9,861.2,14,5.521460918,0,4.561218298,5.23324537,1.704748092,6.863698893,6.758326765,2.63905733,2.397940009,0,1.980911938,2.272769587,0.740362689,2.980866555,2.935104021,1.146128036,24.92
250,0,95.7,187.4,5.5,956.9,861.2,28,5.521460918,0,4.561218298,5.23324537,1.704748092,6.863698893,6.758326765,3.33220451,2.397940009,0,1.980911938,2.272769587,0.740362689,2.980866555,2.935104021,1.447158031,29.22
250,0,95.7,187.4,5.5,956.9,861.2,56,5.521460918,0,4.561218298,5.23324537,1.704748092,6.863698893,6.758326765,4.025351691,2.397940009,0,1.980911938,2.272769587,0.740362689,2.980866555,2.935104021,1.748188027,38.33
250,0,95.7,187.4,5.5,956.9,861.2,100,5.521460918,0,4.561218298,5.23324537,1.704748092,6.863698893,6.758326765,4.605170186,2.397940009,0,1.980911938,2.272769587,0.740362689,2.980866555,2.935104021,2,42.35
212.5,0,100.4,159.3,8.7,1007.8,903.6,3,5.358941988,0,4.609162207,5.070789217,2.163323026,6.915525016,6.806386785,1.098612289,2.327358934,0,2.001733713,2.202215776,0.939519253,3.003374354,2.955976222,0.477121255,13.54
212.5,0,100.4,159.3,8.7,1007.8,903.6,14,5.358941988,0,4.609162207,5.070789217,2.163323026,6.915525016,6.806386785,2.63905733,2.327358934,0,2.001733713,2.202215776,0.939519253,3.003374354,2.955976222,1.146128036,26.31
212.5,0,100.4,159.3,8.7,1007.8,903.6,28,5.358941988,0,4.609162207,5.070789217,2.163323026,6.915525016,6.806386785,3.33220451,2.327358934,0,2.001733713,2.202215776,0.939519253,3.003374354,2.955976222,1.447158031,31.64
212.5,0,100.4,159.3,8.7,1007.8,903.6,56,5.358941988,0,4.609162207,5.070789217,2.163323026,6.915525016,6.806386785,4.025351691,2.327358934,0,2.001733713,2.202215776,0.939519253,3.003374354,2.955976222,1.748188027,42.55
212.5,0,100.4,159.3,8.7,1007.8,903.6,100,5.358941988,0,4.609162207,5.070789217,2.163323026,6.915525016,6.806386785,4.605170186,2.327358934,0,2.001733713,2.202215776,0.939519253,3.003374354,2.955976222,2,42.92
212.6,0,100.4,159.4,10.4,1003.8,903.8,3,5.359412466,0,4.609162207,5.071416766,2.341805806,6.911548077,6.806608097,1.098612289,2.32756326,0,2.001733713,2.202488317,1.017033339,3.001647191,2.956072337,0.477121255,13.33
212.6,0,100.4,159.4,10.4,1003.8,903.8,14,5.359412466,0,4.609162207,5.071416766,2.341805806,6.911548077,6.806608097,2.63905733,2.32756326,0,2.001733713,2.202488317,1.017033339,3.001647191,2.956072337,1.146128036,25.37
212.6,0,100.4,159.4,10.4,1003.8,903.8,28,5.359412466,0,4.609162207,5.071416766,2.341805806,6.911548077,6.806608097,3.33220451,2.32756326,0,2.001733713,2.202488317,1.017033339,3.001647191,2.956072337,1.447158031,37.4
212.6,0,100.4,159.4,10.4,1003.8,903.8,56,5.359412466,0,4.609162207,5.071416766,2.341805806,6.911548077,6.806608097,4.025351691,2.32756326,0,2.001733713,2.202488317,1.017033339,3.001647191,2.956072337,1.748188027,44.4
212.6,0,100.4,159.4,10.4,1003.8,903.8,100,5.359412466,0,4.609162207,5.071416766,2.341805806,6.911548077,6.806608097,4.605170186,2.32756326,0,2.001733713,2.202488317,1.017033339,3.001647191,2.956072337,2,47.74
212,0,124.8,159,7.8,1085.4,799.5,3,5.356586275,0,4.826712456,5.068904202,2.054123734,6.989703862,6.683986532,1.098612289,2.326335861,0,2.096214585,2.201397124,0.892094603,3.035589817,2.902818468,0.477121255,19.52
212,0,124.8,159,7.8,1085.4,799.5,14,5.356586275,0,4.826712456,5.068904202,2.054123734,6.989703862,6.683986532,2.63905733,2.326335861,0,2.096214585,2.201397124,0.892094603,3.035589817,2.902818468,1.146128036,31.35
212,0,124.8,159,7.8,1085.4,799.5,28,5.356586275,0,4.826712456,5.068904202,2.054123734,6.989703862,6.683986532,3.33220451,2.326335861,0,2.096214585,2.201397124,0.892094603,3.035589817,2.902818468,1.447158031,38.5
212,0,124.8,159,7.8,1085.4,799.5,56,5.356586275,0,4.826712456,5.068904202,2.054123734,6.989703862,6.683986532,4.025351691,2.326335861,0,2.096214585,2.201397124,0.892094603,3.035589817,2.902818468,1.748188027,45.08
212,0,124.8,159,7.8,1085.4,799.5,100,5.356586275,0,4.826712456,5.068904202,2.054123734,6.989703862,6.683986532,4.605170186,2.326335861,0,2.096214585,2.201397124,0.892094603,3.035589817,2.902818468,2,47.82
231.8,0,121.6,174,6.7,1056.4,778.5,3,5.445874931,0,4.80073697,5.159055299,1.902107526,6.96262218,6.657368991,1.098612289,2.365113432,0,2.084933575,2.240549248,0.826074803,3.023828393,2.891258617,0.477121255,15.44
231.8,0,121.6,174,6.7,1056.4,778.5,14,5.445874931,0,4.80073697,5.159055299,1.902107526,6.96262218,6.657368991,2.63905733,2.365113432,0,2.084933575,2.240549248,0.826074803,3.023828393,2.891258617,1.146128036,26.77
231.8,0,121.6,174,6.7,1056.4,778.5,28,5.445874931,0,4.80073697,5.159055299,1.902107526,6.96262218,6.657368991,3.33220451,2.365113432,0,2.084933575,2.240549248,0.826074803,3.023828393,2.891258617,1.447158031,33.73
231.8,0,121.6,174,6.7,1056.4,778.5,56,5.445874931,0,4.80073697,5.159055299,1.902107526,6.96262218,6.657368991,4.025351691,2.365113432,0,2.084933575,2.240549248,0.826074803,3.023828393,2.891258617,1.748188027,42.7
231.8,0,121.6,174,6.7,1056.4,778.5,100,5.445874931,0,4.80073697,5.159055299,1.902107526,6.96262218,6.657368991,4.605170186,2.365113432,0,2.084933575,2.240549248,0.826074803,3.023828393,2.891258617,2,45.84
251.4,0,118.3,188.5,5.8,1028.4,757.7,3,5.527045296,0,4.773223771,5.239098007,1.757857918,6.935759475,6.630287529,1.098612289,2.400365273,0,2.072984745,2.275311355,0.763427994,3.012162068,2.879497287,0.477121255,17.22
251.4,0,118.3,188.5,5.8,1028.4,757.7,14,5.527045296,0,4.773223771,5.239098007,1.757857918,6.935759475,6.630287529,2.63905733,2.400365273,0,2.072984745,2.275311355,0.763427994,3.012162068,2.879497287,1.146128036,29.93
251.4,0,118.3,188.5,5.8,1028.4,757.7,28,5.527045296,0,4.773223771,5.239098007,1.757857918,6.935759475,6.630287529,3.33220451,2.400365273,0,2.072984745,2.275311355,0.763427994,3.012162068,2.879497287,1.447158031,29.65
251.4,0,118.3,188.5,5.8,1028.4,757.7,56,5.527045296,0,4.773223771,5.239098007,1.757857918,6.935759475,6.630287529,4.025351691,2.400365273,0,2.072984745,2.275311355,0.763427994,3.012162068,2.879497287,1.748188027,36.97
251.4,0,118.3,188.5,5.8,1028.4,757.7,100,5.527045296,0,4.773223771,5.239098007,1.757857918,6.935759475,6.630287529,4.605170186,2.400365273,0,2.072984745,2.275311355,0.763427994,3.012162068,2.879497287,2,43.58
251.4,0,118.3,188.5,6.4,1028.4,757.7,3,5.527045296,0,4.773223771,5.239098007,1.85629799,6.935759475,6.630287529,1.098612289,2.400365273,0,2.072984745,2.275311355,0.806179974,3.012162068,2.879497287,0.477121255,13.12
251.4,0,118.3,188.5,6.4,1028.4,757.7,14,5.527045296,0,4.773223771,5.239098007,1.85629799,6.935759475,6.630287529,2.63905733,2.400365273,0,2.072984745,2.275311355,0.806179974,3.012162068,2.879497287,1.146128036,24.43
251.4,0,118.3,188.5,6.4,1028.4,757.7,28,5.527045296,0,4.773223771,5.239098007,1.85629799,6.935759475,6.630287529,3.33220451,2.400365273,0,2.072984745,2.275311355,0.806179974,3.012162068,2.879497287,1.447158031,32.66
251.4,0,118.3,188.5,6.4,1028.4,757.7,56,5.527045296,0,4.773223771,5.239098007,1.85629799,6.935759475,6.630287529,4.025351691,2.400365273,0,2.072984745,2.275311355,0.806179974,3.012162068,2.879497287,1.748188027,36.64
251.4,0,118.3,188.5,6.4,1028.4,757.7,100,5.527045296,0,4.773223771,5.239098007,1.85629799,6.935759475,6.630287529,4.605170186,2.400365273,0,2.072984745,2.275311355,0.806179974,3.012162068,2.879497287,2,44.21
181.4,0,167,169.6,7.6,1055.6,777.8,3,5.200704538,0,5.117993812,5.133442723,2.028148247,6.961864605,6.656469422,1.098612289,2.258637283,0,2.222716471,2.229425848,0.880813592,3.023499382,2.890867939,0.477121255,13.62
181.4,0,167,169.6,7.6,1055.6,777.8,14,5.200704538,0,5.117993812,5.133442723,2.028148247,6.961864605,6.656469422,2.63905733,2.258637283,0,2.222716471,2.229425848,0.880813592,3.023499382,2.890867939,1.146128036,21.6
181.4,0,167,169.6,7.6,1055.6,777.8,28,5.200704538,0,5.117993812,5.133442723,2.028148247,6.961864605,6.656469422,3.33220451,2.258637283,0,2.222716471,2.229425848,0.880813592,3.023499382,2.890867939,1.447158031,27.77
181.4,0,167,169.6,7.6,1055.6,777.8,56,5.200704538,0,5.117993812,5.133442723,2.028148247,6.961864605,6.656469422,4.025351691,2.258637283,0,2.222716471,2.229425848,0.880813592,3.023499382,2.890867939,1.748188027,35.57
181.4,0,167,169.6,7.6,1055.6,777.8,100,5.200704538,0,5.117993812,5.133442723,2.028148247,6.961864605,6.656469422,4.605170186,2.258637283,0,2.222716471,2.229425848,0.880813592,3.023499382,2.890867939,2,45.37
182,45.2,122,170.2,8.2,1059.4,780.7,3,5.204006687,3.811097087,4.804021045,5.136974216,2.104134154,6.965457989,6.660190953,1.098612289,2.260071388,1.655138435,2.086359831,2.230959556,0.913813852,3.025059969,2.892484179,0.477121255,7.32
182,45.2,122,170.2,8.2,1059.4,780.7,14,5.204006687,3.811097087,4.804021045,5.136974216,2.104134154,6.965457989,6.660190953,2.63905733,2.260071388,1.655138435,2.086359831,2.230959556,0.913813852,3.025059969,2.892484179,1.146128036,21.5
182,45.2,122,170.2,8.2,1059.4,780.7,28,5.204006687,3.811097087,4.804021045,5.136974216,2.104134154,6.965457989,6.660190953,3.33220451,2.260071388,1.655138435,2.086359831,2.230959556,0.913813852,3.025059969,2.892484179,1.447158031,31.27
182,45.2,122,170.2,8.2,1059.4,780.7,56,5.204006687,3.811097087,4.804021045,5.136974216,2.104134154,6.965457989,6.660190953,4.025351691,2.260071388,1.655138435,2.086359831,2.230959556,0.913813852,3.025059969,2.892484179,1.748188027,43.5
182,45.2,122,170.2,8.2,1059.4,780.7,100,5.204006687,3.811097087,4.804021045,5.136974216,2.104134154,6.965457989,6.660190953,4.605170186,2.260071388,1.655138435,2.086359831,2.230959556,0.913813852,3.025059969,2.892484179,2,48.67
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,5.129306824,3.742420221,4.822697999,5.064491967,2.379546134,6.985456787,6.679850411,1.098612289,2.22762965,1.625312451,2.094471129,2.199480915,1.033423755,3.033745336,2.901022173,0.477121255,7.4
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,5.129306824,3.742420221,4.822697999,5.064491967,2.379546134,6.985456787,6.679850411,2.63905733,2.22762965,1.625312451,2.094471129,2.199480915,1.033423755,3.033745336,2.901022173,1.146128036,23.51
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,5.129306824,3.742420221,4.822697999,5.064491967,2.379546134,6.985456787,6.679850411,3.33220451,2.22762965,1.625312451,2.094471129,2.199480915,1.033423755,3.033745336,2.901022173,1.447158031,31.12
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,5.129306824,3.742420221,4.822697999,5.064491967,2.379546134,6.985456787,6.679850411,4.025351691,2.22762965,1.625312451,2.094471129,2.199480915,1.033423755,3.033745336,2.901022173,1.748188027,39.15
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,5.129306824,3.742420221,4.822697999,5.064491967,2.379546134,6.985456787,6.679850411,4.605170186,2.22762965,1.625312451,2.094471129,2.199480915,1.033423755,3.033745336,2.901022173,2,48.15
290.4,0,96.2,168.1,9.4,961.2,865,3,5.671259283,0,4.566429358,5.12455904,2.240709689,6.868182504,6.762729507,1.098612289,2.462996612,0,1.983175072,2.225567713,0.973127854,2.982813762,2.937016107,0.477121255,22.5
290.4,0,96.2,168.1,9.4,961.2,865,14,5.671259283,0,4.566429358,5.12455904,2.240709689,6.868182504,6.762729507,2.63905733,2.462996612,0,1.983175072,2.225567713,0.973127854,2.982813762,2.937016107,1.146128036,34.67
290.4,0,96.2,168.1,9.4,961.2,865,28,5.671259283,0,4.566429358,5.12455904,2.240709689,6.868182504,6.762729507,3.33220451,2.462996612,0,1.983175072,2.225567713,0.973127854,2.982813762,2.937016107,1.447158031,34.74
290.4,0,96.2,168.1,9.4,961.2,865,56,5.671259283,0,4.566429358,5.12455904,2.240709689,6.868182504,6.762729507,4.025351691,2.462996612,0,1.983175072,2.225567713,0.973127854,2.982813762,2.937016107,1.748188027,45.08
290.4,0,96.2,168.1,9.4,961.2,865,100,5.671259283,0,4.566429358,5.12455904,2.240709689,6.868182504,6.762729507,4.605170186,2.462996612,0,1.983175072,2.225567713,0.973127854,2.982813762,2.937016107,2,48.97
277.1,0,97.4,160.6,11.8,973.9,875.6,3,5.624378452,0,4.578826211,5.078916802,2.468099531,6.881308629,6.774909366,1.098612289,2.442636526,0,1.988558957,2.205745541,1.071882007,2.988514366,2.942305753,0.477121255,23.14
277.1,0,97.4,160.6,11.8,973.9,875.6,14,5.624378452,0,4.578826211,5.078916802,2.468099531,6.881308629,6.774909366,2.63905733,2.442636526,0,1.988558957,2.205745541,1.071882007,2.988514366,2.942305753,1.146128036,41.89
277.1,0,97.4,160.6,11.8,973.9,875.6,28,5.624378452,0,4.578826211,5.078916802,2.468099531,6.881308629,6.774909366,3.33220451,2.442636526,0,1.988558957,2.205745541,1.071882007,2.988514366,2.942305753,1.447158031,48.28
277.1,0,97.4,160.6,11.8,973.9,875.6,56,5.624378452,0,4.578826211,5.078916802,2.468099531,6.881308629,6.774909366,4.025351691,2.442636526,0,1.988558957,2.205745541,1.071882007,2.988514366,2.942305753,1.748188027,51.04
277.1,0,97.4,160.6,11.8,973.9,875.6,100,5.624378452,0,4.578826211,5.078916802,2.468099531,6.881308629,6.774909366,4.605170186,2.442636526,0,1.988558957,2.205745541,1.071882007,2.988514366,2.942305753,2,55.64
295.7,0,95.6,171.5,8.9,955.1,859.2,3,5.689345427,0,4.56017282,5.144583267,2.186051277,6.861816047,6.756001724,1.098612289,2.470851325,0,1.980457892,2.234264124,0.949390007,2.980048845,2.934094268,0.477121255,22.95
295.7,0,95.6,171.5,8.9,955.1,859.2,14,5.689345427,0,4.56017282,5.144583267,2.186051277,6.861816047,6.756001724,2.63905733,2.470851325,0,1.980457892,2.234264124,0.949390007,2.980048845,2.934094268,1.146128036,35.23
295.7,0,95.6,171.5,8.9,955.1,859.2,28,5.689345427,0,4.56017282,5.144583267,2.186051277,6.861816047,6.756001724,3.33220451,2.470851325,0,1.980457892,2.234264124,0.949390007,2.980048845,2.934094268,1.447158031,39.94
295.7,0,95.6,171.5,8.9,955.1,859.2,56,5.689345427,0,4.56017282,5.144583267,2.186051277,6.861816047,6.756001724,4.025351691,2.470851325,0,1.980457892,2.234264124,0.949390007,2.980048845,2.934094268,1.748188027,48.72
295.7,0,95.6,171.5,8.9,955.1,859.2,100,5.689345427,0,4.56017282,5.144583267,2.186051277,6.861816047,6.756001724,4.605170186,2.470851325,0,1.980457892,2.234264124,0.949390007,2.980048845,2.934094268,2,52.04
251.8,0,99.9,146.1,12.4,1006,899.8,3,5.528635122,0,4.604169686,4.984291319,2.517696473,6.913737351,6.802172516,1.098612289,2.401055726,0,1.999565488,2.164650216,1.093421685,3.002597981,2.954145989,0.477121255,21.02
251.8,0,99.9,146.1,12.4,1006,899.8,14,5.528635122,0,4.604169686,4.984291319,2.517696473,6.913737351,6.802172516,2.63905733,2.401055726,0,1.999565488,2.164650216,1.093421685,3.002597981,2.954145989,1.146128036,33.36
251.8,0,99.9,146.1,12.4,1006,899.8,28,5.528635122,0,4.604169686,4.984291319,2.517696473,6.913737351,6.802172516,3.33220451,2.401055726,0,1.999565488,2.164650216,1.093421685,3.002597981,2.954145989,1.447158031,33.94
251.8,0,99.9,146.1,12.4,1006,899.8,56,5.528635122,0,4.604169686,4.984291319,2.517696473,6.913737351,6.802172516,4.025351691,2.401055726,0,1.999565488,2.164650216,1.093421685,3.002597981,2.954145989,1.748188027,44.14
251.8,0,99.9,146.1,12.4,1006,899.8,100,5.528635122,0,4.604169686,4.984291319,2.517696473,6.913737351,6.802172516,4.605170186,2.401055726,0,1.999565488,2.164650216,1.093421685,3.002597981,2.954145989,2,45.37
249.1,0,98.8,158.1,12.8,987.8,889,3,5.517854422,0,4.593097605,5.063227744,2.549445171,6.895480248,6.790097236,1.098612289,2.396373728,0,1.994756945,2.19893187,1.10720997,2.994669022,2.948901761,0.477121255,15.36
249.1,0,98.8,158.1,12.8,987.8,889,14,5.517854422,0,4.593097605,5.063227744,2.549445171,6.895480248,6.790097236,2.63905733,2.396373728,0,1.994756945,2.19893187,1.10720997,2.994669022,2.948901761,1.146128036,28.68
249.1,0,98.8,158.1,12.8,987.8,889,28,5.517854422,0,4.593097605,5.063227744,2.549445171,6.895480248,6.790097236,3.33220451,2.396373728,0,1.994756945,2.19893187,1.10720997,2.994669022,2.948901761,1.447158031,30.85
249.1,0,98.8,158.1,12.8,987.8,889,56,5.517854422,0,4.593097605,5.063227744,2.549445171,6.895480248,6.790097236,4.025351691,2.396373728,0,1.994756945,2.19893187,1.10720997,2.994669022,2.948901761,1.748188027,42.03
249.1,0,98.8,158.1,12.8,987.8,889,100,5.517854422,0,4.593097605,5.063227744,2.549445171,6.895480248,6.790097236,4.605170186,2.396373728,0,1.994756945,2.19893187,1.10720997,2.994669022,2.948901761,2,51.06
252.3,0,98.8,146.3,14.2,987.8,889,3,5.530618856,0,4.593097605,4.985659308,2.653241965,6.895480248,6.790097236,1.098612289,2.401917251,0,1.994756945,2.165244326,1.152288344,2.994669022,2.948901761,0.477121255,21.78
252.3,0,98.8,146.3,14.2,987.8,889,14,5.530618856,0,4.593097605,4.985659308,2.653241965,6.895480248,6.790097236,2.63905733,2.401917251,0,1.994756945,2.165244326,1.152288344,2.994669022,2.948901761,1.146128036,42.29
252.3,0,98.8,146.3,14.2,987.8,889,28,5.530618856,0,4.593097605,4.985659308,2.653241965,6.895480248,6.790097236,3.33220451,2.401917251,0,1.994756945,2.165244326,1.152288344,2.994669022,2.948901761,1.447158031,50.6
252.3,0,98.8,146.3,14.2,987.8,889,56,5.530618856,0,4.593097605,4.985659308,2.653241965,6.895480248,6.790097236,4.025351691,2.401917251,0,1.994756945,2.165244326,1.152288344,2.994669022,2.948901761,1.748188027,55.83
252.3,0,98.8,146.3,14.2,987.8,889,100,5.530618856,0,4.593097605,4.985659308,2.653241965,6.895480248,6.790097236,4.605170186,2.401917251,0,1.994756945,2.165244326,1.152288344,2.994669022,2.948901761,2,60.95
246.8,0,125.1,143.3,12,1086.8,800.9,3,5.508578292,0,4.829113417,4.964940335,2.48490665,6.990992878,6.685736095,1.098612289,2.392345155,0,2.09725731,2.15624619,1.079181246,3.03614963,2.903578294,0.477121255,23.52
246.8,0,125.1,143.3,12,1086.8,800.9,14,5.508578292,0,4.829113417,4.964940335,2.48490665,6.990992878,6.685736095,2.63905733,2.392345155,0,2.09725731,2.15624619,1.079181246,3.03614963,2.903578294,1.146128036,42.22
246.8,0,125.1,143.3,12,1086.8,800.9,28,5.508578292,0,4.829113417,4.964940335,2.48490665,6.990992878,6.685736095,3.33220451,2.392345155,0,2.09725731,2.15624619,1.079181246,3.03614963,2.903578294,1.447158031,52.5
246.8,0,125.1,143.3,12,1086.8,800.9,56,5.508578292,0,4.829113417,4.964940335,2.48490665,6.990992878,6.685736095,4.025351691,2.392345155,0,2.09725731,2.15624619,1.079181246,3.03614963,2.903578294,1.748188027,60.32
246.8,0,125.1,143.3,12,1086.8,800.9,100,5.508578292,0,4.829113417,4.964940335,2.48490665,6.990992878,6.685736095,4.605170186,2.392345155,0,2.09725731,2.15624619,1.079181246,3.03614963,2.903578294,2,66.42
275.1,0,121.4,159.5,9.9,1053.6,777.5,3,5.617134668,0,4.799090879,5.072043922,2.292534757,6.95996815,6.656083644,1.098612289,2.43949059,0,2.084218687,2.202760687,0.995635195,3.022675762,2.890700398,0.477121255,23.8
275.1,0,121.4,159.5,9.9,1053.6,777.5,14,5.617134668,0,4.799090879,5.072043922,2.292534757,6.95996815,6.656083644,2.63905733,2.43949059,0,2.084218687,2.202760687,0.995635195,3.022675762,2.890700398,1.146128036,38.77
275.1,0,121.4,159.5,9.9,1053.6,777.5,28,5.617134668,0,4.799090879,5.072043922,2.292534757,6.95996815,6.656083644,3.33220451,2.43949059,0,2.084218687,2.202760687,0.995635195,3.022675762,2.890700398,1.447158031,51.33
275.1,0,121.4,159.5,9.9,1053.6,777.5,56,5.617134668,0,4.799090879,5.072043922,2.292534757,6.95996815,6.656083644,4.025351691,2.43949059,0,2.084218687,2.202760687,0.995635195,3.022675762,2.890700398,1.748188027,56.85
275.1,0,121.4,159.5,9.9,1053.6,777.5,100,5.617134668,0,4.799090879,5.072043922,2.292534757,6.95996815,6.656083644,4.605170186,2.43949059,0,2.084218687,2.202760687,0.995635195,3.022675762,2.890700398,2,58.61
297.2,0,117.5,174.8,9.5,1022.8,753.5,3,5.694405313,0,4.766438334,5.163642463,2.251291799,6.930299243,6.624729018,1.098612289,2.473048805,0,2.070037867,2.242541428,0.977723605,3.009790719,2.877083257,0.477121255,21.91
297.2,0,117.5,174.8,9.5,1022.8,753.5,14,5.694405313,0,4.766438334,5.163642463,2.251291799,6.930299243,6.624729018,2.63905733,2.473048805,0,2.070037867,2.242541428,0.977723605,3.009790719,2.877083257,1.146128036,36.99
297.2,0,117.5,174.8,9.5,1022.8,753.5,28,5.694405313,0,4.766438334,5.163642463,2.251291799,6.930299243,6.624729018,3.33220451,2.473048805,0,2.070037867,2.242541428,0.977723605,3.009790719,2.877083257,1.447158031,47.4
297.2,0,117.5,174.8,9.5,1022.8,753.5,56,5.694405313,0,4.766438334,5.163642463,2.251291799,6.930299243,6.624729018,4.025351691,2.473048805,0,2.070037867,2.242541428,0.977723605,3.009790719,2.877083257,1.748188027,51.96
297.2,0,117.5,174.8,9.5,1022.8,753.5,100,5.694405313,0,4.766438334,5.163642463,2.251291799,6.930299243,6.624729018,4.605170186,2.473048805,0,2.070037867,2.242541428,0.977723605,3.009790719,2.877083257,2,56.74
213.7,0,174.7,154.8,10.2,1053.5,776.4,3,5.364573162,0,5.163070217,5.042133961,2.32238772,6.959873233,6.654667851,1.098612289,2.329804522,0,2.242292905,2.189770956,1.008600172,3.02263454,2.890085527,0.477121255,17.57
213.7,0,174.7,154.8,10.2,1053.5,776.4,14,5.364573162,0,5.163070217,5.042133961,2.32238772,6.959873233,6.654667851,2.63905733,2.329804522,0,2.242292905,2.189770956,1.008600172,3.02263454,2.890085527,1.146128036,33.73
213.7,0,174.7,154.8,10.2,1053.5,776.4,28,5.364573162,0,5.163070217,5.042133961,2.32238772,6.959873233,6.654667851,3.33220451,2.329804522,0,2.242292905,2.189770956,1.008600172,3.02263454,2.890085527,1.447158031,40.15
213.7,0,174.7,154.8,10.2,1053.5,776.4,56,5.364573162,0,5.163070217,5.042133961,2.32238772,6.959873233,6.654667851,4.025351691,2.329804522,0,2.242292905,2.189770956,1.008600172,3.02263454,2.890085527,1.748188027,46.64
213.7,0,174.7,154.8,10.2,1053.5,776.4,100,5.364573162,0,5.163070217,5.042133961,2.32238772,6.959873233,6.654667851,4.605170186,2.329804522,0,2.242292905,2.189770956,1.008600172,3.02263454,2.890085527,2,50.08
213.5,0,174.2,154.6,11.7,1052.3,775.5,3,5.363636833,0,5.160204064,5.040841136,2.459588842,6.958733524,6.653507983,1.098612289,2.329397879,0,2.241048151,2.18920949,1.068185862,3.02213957,2.889581802,0.477121255,17.37
213.5,0,174.2,154.6,11.7,1052.3,775.5,14,5.363636833,0,5.160204064,5.040841136,2.459588842,6.958733524,6.653507983,2.63905733,2.329397879,0,2.241048151,2.18920949,1.068185862,3.02213957,2.889581802,1.146128036,33.7
213.5,0,174.2,154.6,11.7,1052.3,775.5,28,5.363636833,0,5.160204064,5.040841136,2.459588842,6.958733524,6.653507983,3.33220451,2.329397879,0,2.241048151,2.18920949,1.068185862,3.02213957,2.889581802,1.447158031,45.94
213.5,0,174.2,154.6,11.7,1052.3,775.5,56,5.363636833,0,5.160204064,5.040841136,2.459588842,6.958733524,6.653507983,4.025351691,2.329397879,0,2.241048151,2.18920949,1.068185862,3.02213957,2.889581802,1.748188027,51.43
213.5,0,174.2,154.6,11.7,1052.3,775.5,100,5.363636833,0,5.160204064,5.040841136,2.459588842,6.958733524,6.653507983,4.605170186,2.329397879,0,2.241048151,2.18920949,1.068185862,3.02213957,2.889581802,2,59.3
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,5.624739267,4.582924577,3.198673118,5.079539273,2.415913778,6.967626676,6.662493922,1.098612289,2.442793226,1.990338855,1.389166084,2.206015877,1.049218023,3.026001817,2.893484346,0.477121255,30.45
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,5.624739267,4.582924577,3.198673118,5.079539273,2.415913778,6.967626676,6.662493922,2.63905733,2.442793226,1.990338855,1.389166084,2.206015877,1.049218023,3.026001817,2.893484346,1.146128036,47.71
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,5.624739267,4.582924577,3.198673118,5.079539273,2.415913778,6.967626676,6.662493922,3.33220451,2.442793226,1.990338855,1.389166084,2.206015877,1.049218023,3.026001817,2.893484346,1.447158031,63.14
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,5.624739267,4.582924577,3.198673118,5.079539273,2.415913778,6.967626676,6.662493922,4.025351691,2.442793226,1.990338855,1.389166084,2.206015877,1.049218023,3.026001817,2.893484346,1.748188027,66.82
