cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,ln_cement,ln_blast_furnace_slag,ln_fly_ash,ln_water,ln_superplasticizer,ln_coarse_aggregate,ln_fine_aggregate ,ln_age,sqrt_cement,sqrt_blast_furnace_slag,sqrt_fly_ash,sqrt_water,sqrt_superplasticizer,sqrt_coarse_aggregate,sqrt_fine_aggregate ,sqrt_age,log2_cement,log2_blast_furnace_slag,log2_fly_ash,log2_water,log2_superplasticizer,log2_coarse_aggregate,log2_fine_aggregate ,log2_age,log10_ln_cement,log10_ln_blast_furnace_slag,log10_ln_fly_ash,log10_ln_water,log10_ln_superplasticizer,log10_ln_coarse_aggregate,log10_ln_fine_aggregate ,log10_ln_age,sqrt2_log2_cement,sqrt2_log2_blast_furnace_slag,sqrt2_log2_fly_ash,sqrt2_log2_water,sqrt2_log2_superplasticizer,sqrt2_log2_coarse_aggregate,sqrt2_log2_fine_aggregate ,sqrt2_log2_age,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,concrete_compressive_strength
425,106.3,0,151.4,18.6,936,803.7,28,6.052089169,4.666265285,0,5.019925341,2.923161581,6.841615476,6.689226065,3.33220451,20.61552813,10.31018914,0,12.30447073,4.312771731,30.59411708,28.34960317,5.291502622,8.731319031,6.731997787,0,7.242221395,4.217230716,9.87036472,9.650513272,4.807354922,2.62838893,2.026533265,0,2.180125875,1.269512944,2.971275849,2.905093968,1.447158031,4.540432593,3.210948323,0,3.507772902,2.07672139,5.531194905,5.32443454,2.300326634,425,106.3,0,151.4,18.6,936,803.7,28,61.8
375,93.8,0,126.6,23.4,852.1,992.6,28,5.926926026,4.541164856,0,4.84103251,3.152736022,6.747703891,6.900327763,3.33220451,19.36491673,9.68504001,0,11.25166654,4.837354649,29.19075196,31.50555507,5.291502622,8.550746785,6.551516018,0,6.984133595,4.548436625,9.734878941,9.955068644,4.807354922,2.574031268,1.972202838,0,2.102433706,1.369215857,2.930490565,2.996774271,1.447158031,4.400558684,3.112079692,0,3.354350391,2.199398702,5.402846653,5.612980943,2.300326634,375,93.8,0,126.6,23.4,852.1,992.6,28,56.7
475,118.8,0,181.1,8.9,852.1,781.5,28,6.163314804,4.777441407,0,5.199049365,2.186051277,6.747703891,6.66121515,3.33220451,21.79449472,10.89954127,0,13.45734,2.983286778,29.19075196,27.9553215,5.291502622,8.891783703,6.892391026,0,7.500642736,3.153805336,9.734878941,9.610102063,4.807354922,2.67669361,2.074816441,0,2.25791845,0.949390007,2.930490565,2.892928982,1.447158031,4.668457424,3.301445331,0,3.668424731,1.727219378,5.402846653,5.287279215,2.300326634,475,118.8,0,181.1,8.9,852.1,781.5,28,68.3
469,117.2,0,137.8,32.2,852.1,840.5,28,6.150602768,4.763881877,0,4.925803359,3.471966453,6.747703891,6.733996953,3.33220451,21.65640783,10.82589488,0,11.73882447,5.674504384,29.19075196,28.99137803,5.291502622,8.873444113,6.87282876,0,7.106432078,5.008988783,9.734878941,9.715104009,4.807354922,2.671172843,2.068927612,0,2.139249218,1.507855872,2.930490565,2.924537718,1.447158031,4.653644575,3.290272767,0,3.426196794,2.382121824,5.402846653,5.384364218,2.300326634,469,117.2,0,137.8,32.2,852.1,840.5,28,66.9
425,106.3,0,153.5,16.5,852.1,887.1,28,6.052089169,4.666265285,0,5.033700567,2.803360381,6.747703891,6.787957716,3.33220451,20.61552813,10.31018914,0,12.38951169,4.062019202,29.19075196,29.78422401,5.291502622,8.731319031,6.731997787,0,7.262094845,4.044394119,9.734878941,9.792952934,4.807354922,2.62838893,2.026533265,0,2.18610838,1.217483944,2.930490565,2.947972579,1.447158031,4.540432593,3.210948323,0,3.519873818,2.015445162,5.402846653,5.457492466,2.300326634,425,106.3,0,153.5,16.5,852.1,887.1,28,60.29
388.6,97.1,0,157.9,12.1,852.1,925.7,28,5.962550537,4.575741375,0,5.061961921,2.493205453,6.747703891,6.830550208,3.33220451,19.71293991,9.853933225,0,12.56582667,3.478505426,29.19075196,30.4253184,5.291502622,8.602142091,6.601399391,0,7.302867361,3.596935142,9.734878941,9.854400912,4.807354922,2.589502796,1.98721923,0,2.19838213,1.08278537,2.930490565,2.966470264,1.447158031,4.439925665,3.139097518,0,3.54483098,1.86507518,5.402846653,5.515915011,2.300326634,388.6,97.1,0,157.9,12.1,852.1,925.7,28,50.7
531.3,0,0,141.8,28.2,852.1,893.7,28,6.275326833,0,0,4.954417614,3.339321978,6.747703891,6.795370148,3.33220451,23.04994577,0,0,11.90798052,5.310367219,29.19075196,29.8948156,5.291502622,9.053382903,0,0,7.147713722,4.817623258,9.734878941,9.803646814,4.807354922,2.725339816,0,0,2.151676231,1.450249108,2.930490565,2.951191758,1.447158031,4.801035906,0,0,3.450794186,2.304423403,5.402846653,5.467615166,2.300326634,531.3,0,0,141.8,28.2,852.1,893.7,28,56.4
425,106.3,0,153.5,16.5,852.1,887.1,28,6.052089169,4.666265285,0,5.033700567,2.803360381,6.747703891,6.787957716,3.33220451,20.61552813,10.31018914,0,12.38951169,4.062019202,29.19075196,29.78422401,5.291502622,8.731319031,6.731997787,0,7.262094845,4.044394119,9.734878941,9.792952934,4.807354922,2.62838893,2.026533265,0,2.18610838,1.217483944,2.930490565,2.947972579,1.447158031,4.540432593,3.210948323,0,3.519873818,2.015445162,5.402846653,5.457492466,2.300326634,425,106.3,0,153.5,16.5,852.1,887.1,28,60.29
318.8,212.5,0,155.7,14.3,852.1,880.4,28,5.764563947,5.358941988,0,5.047931079,2.660259537,6.747703891,6.78037635,3.33220451,17.8549713,14.57737974,0,12.47798061,3.78153408,29.19075196,29.67153518,5.291502622,8.316507819,7.731319031,0,7.282625134,3.837943242,9.734878941,9.782015335,4.807354922,2.503518313,2.327358934,0,2.192288613,1.155336037,2.930490565,2.944680034,1.447158031,4.225514323,3.818033491,0,3.532418521,1.944616692,5.402846653,5.44715845,2.300326634,318.8,212.5,0,155.7,14.3,852.1,880.4,28,55.5
401.8,94.7,0,147.4,11.4,946.8,852.1,28,5.995954452,4.550714,0,4.99314998,2.433613355,6.853087878,6.747703891,3.33220451,20.04494949,9.731392501,0,12.14084017,3.376388603,30.77011537,29.19075196,5.291502622,8.650333754,6.565292521,0,7.203592714,3.510961919,9.886915896,9.734878941,4.807354922,2.604009932,1.976349979,0,2.168497484,1.056904851,2.976258249,2.930490565,1.447158031,4.47715864,3.119517992,0,3.484370843,1.837495198,5.547081699,5.402846653,2.300326634,401.8,94.7,0,147.4,11.4,946.8,852.1,28,68.5
362.6,189,0,164.9,11.6,944.7,755.8,28,5.893300298,5.241747015,0,5.10533923,2.451005098,6.850867417,6.627776791,3.33220451,19.04205871,13.74772708,0,12.84133949,3.405877273,30.73597241,27.49181696,5.291502622,8.502235115,7.562242424,0,7.365447589,3.5360529,9.883712448,9.561860708,4.807354922,2.5594278,2.276461804,0,2.217220656,1.064457989,2.975293915,2.878406888,1.447158031,4.363720742,3.707792751,0,3.583481477,1.845501903,5.544003284,5.243263961,2.300326634,362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
323.7,282.8,0,183.8,10.3,942.7,659.9,28,5.779817161,5.644739934,0,5.21384821,2.332143895,6.848748098,6.492088308,3.33220451,17.99166474,16.81665841,0,13.55728586,3.209361307,30.70342,25.68851884,5.291502622,8.338513555,8.14363831,0,7.521992956,3.364572432,9.880654918,9.366103608,4.807354922,2.510142699,2.451479405,0,2.264345507,1.012837225,2.974373507,2.819478128,1.447158031,4.241658253,4.100811921,0,3.68202198,1.791469036,5.541066685,5.068384243,2.300326634,323.7,282.8,0,183.8,10.3,942.7,659.9,28,74.7
379.5,151.2,0,153.9,15.9,1134.3,605,28,5.938854597,5.018603464,0,5.036303041,2.766319109,7.033771,6.405228458,3.33220451,19.48075974,12.29634092,0,12.40564388,3.987480407,33.67937054,24.59674775,5.291502622,8.567956075,7.240314329,0,7.265849421,3.99095486,10.14758654,9.240791332,4.807354922,2.57921178,2.179551791,0,2.18723862,1.201397124,3.054727932,2.781755375,1.447158031,4.413701365,3.506613882,0,3.522164658,1.996867649,5.80339302,4.959510838,2.300326634,379.5,151.2,0,153.9,15.9,1134.3,605,28,52.2
362.6,189,0,164.9,11.6,944.7,755.8,28,5.893300298,5.241747015,0,5.10533923,2.451005098,6.850867417,6.627776791,3.33220451,19.04205871,13.74772708,0,12.84133949,3.405877273,30.73597241,27.49181696,5.291502622,8.502235115,7.562242424,0,7.365447589,3.5360529,9.883712448,9.561860708,4.807354922,2.5594278,2.276461804,0,2.217220656,1.064457989,2.975293915,2.878406888,1.447158031,4.363720742,3.707792751,0,3.583481477,1.845501903,5.544003284,5.243263961,2.300326634,362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
286.3,200.9,0,144.7,11.2,1004.6,803.7,28,5.657040212,5.302807272,0,4.974662634,2.415913778,6.912344731,6.689226065,3.33220451,16.92040189,14.17391971,0,12.02913131,3.346640106,31.69542554,28.34960317,5.291502622,8.16138386,7.650333754,0,7.176921112,3.485426827,9.972405465,9.650513272,4.807354922,2.456821348,2.302979937,0,2.160468531,1.049218023,3.001993174,2.905093968,1.447158031,4.113441611,3.764826651,0,3.468303808,1.829382438,5.629869052,5.32443454,2.300326634,286.3,200.9,0,144.7,11.2,1004.6,803.7,28,67.7
362.6,189,0,164.9,11.6,944.7,755.8,28,5.893300298,5.241747015,0,5.10533923,2.451005098,6.850867417,6.627776791,3.33220451,19.04205871,13.74772708,0,12.84133949,3.405877273,30.73597241,27.49181696,5.291502622,8.502235115,7.562242424,0,7.365447589,3.5360529,9.883712448,9.561860708,4.807354922,2.5594278,2.276461804,0,2.217220656,1.064457989,2.975293915,2.878406888,1.447158031,4.363720742,3.707792751,0,3.583481477,1.845501903,5.544003284,5.243263961,2.300326634,362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
439,177,0,186,11.1,884.9,707.9,28,6.084499413,5.176149733,0,5.225746674,2.406945108,6.785474644,6.562302841,3.33220451,20.95232684,13.3041347,0,13.6381817,3.33166625,29.74726878,26.60639021,5.291502622,8.77807713,7.46760555,0,7.539158811,3.472487771,9.789370619,9.467401765,4.807354922,2.64246452,2.247973266,0,2.269512944,1.045322979,2.946894195,2.849971912,1.447158031,4.577371171,3.647483337,0,3.692990888,1.825285252,5.454105681,5.15813825,2.300326634,439,177,0,186,11.1,884.9,707.9,28,66
389.9,189,0,145.9,22,944.7,755.8,28,5.965890296,5.241747015,0,4.982921456,3.091042453,6.850867417,6.627776791,3.33220451,19.74588565,13.74772708,0,12.07890724,4.69041576,30.73597241,27.49181696,5.291502622,8.606960345,7.562242424,0,7.188836073,4.459431619,9.883712448,9.561860708,4.807354922,2.590953235,2.276461804,0,2.164055292,1.342422681,2.975293915,2.878406888,1.447158031,4.443634284,3.707792751,0,3.475472232,2.165736771,5.544003284,5.243263961,2.300326634,389.9,189,0,145.9,22,944.7,755.8,28,74.5
362.6,189,0,164.9,11.6,944.7,755.8,28,5.893300298,5.241747015,0,5.10533923,2.451005098,6.850867417,6.627776791,3.33220451,19.04205871,13.74772708,0,12.84133949,3.405877273,30.73597241,27.49181696,5.291502622,8.502235115,7.562242424,0,7.365447589,3.5360529,9.883712448,9.561860708,4.807354922,2.5594278,2.276461804,0,2.217220656,1.064457989,2.975293915,2.878406888,1.447158031,4.363720742,3.707792751,0,3.583481477,1.845501903,5.544003284,5.243263961,2.300326634,362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
337.9,189,0,174.9,9.5,944.7,755.8,28,5.822749994,5.241747015,0,5.164214382,2.251291799,6.850867417,6.627776791,3.33220451,18.38205647,13.74772708,0,13.22497637,3.082207001,30.73597241,27.49181696,5.291502622,8.40045254,7.562242424,0,7.450386479,3.247927513,9.883712448,9.561860708,4.807354922,2.528788192,2.276461804,0,2.242789809,0.977723605,2.975293915,2.878406888,1.447158031,4.287430054,3.707792751,0,3.63661606,1.755621543,5.544003284,5.243263961,2.300326634,337.9,189,0,174.9,9.5,944.7,755.8,28,49.9
374,189.2,0,170.1,10.1,926.1,756.7,56,5.924255797,5.242804657,0,5.136386499,2.312535424,6.83098222,6.628966874,4.025351691,19.33907961,13.75499909,0,13.04223907,3.178049716,30.43189117,27.5081806,7.483314774,8.54689446,7.563768278,0,7.410239331,3.336283388,9.855024173,9.563577635,5.807354922,2.572871602,2.276921132,0,2.230704314,1.004321374,2.966657884,2.878923734,1.748188027,4.39762204,3.70877326,0,3.611404031,1.782708534,5.516510778,5.244824173,2.7355648,374,189.2,0,170.1,10.1,926.1,756.7,56,63.4
313.3,262.2,0,175.5,8.6,1046.9,611.8,56,5.747161198,5.569107571,0,5.167639043,2.151762203,6.953588695,6.416405432,4.025351691,17.70028248,16.1925909,0,13.2476413,2.93257566,32.3558341,24.73459116,7.483314774,8.291400959,8.034523875,0,7.45532722,3.10433666,10.03190793,9.256916297,5.807354922,2.495960395,2.418632687,0,2.244277121,0.934498451,3.0199052,2.786609473,1.748188027,4.207170365,4.024001851,0,3.639730938,1.71247647,5.688218886,4.973388298,2.7355648,313.3,262.2,0,175.5,8.6,1046.9,611.8,56,64.9
425,106.3,0,153.5,16.5,852.1,887.1,56,6.052089169,4.666265285,0,5.033700567,2.803360381,6.747703891,6.787957716,4.025351691,20.61552813,10.31018914,0,12.38951169,4.062019202,29.19075196,29.78422401,7.483314774,8.731319031,6.731997787,0,7.262094845,4.044394119,9.734878941,9.792952934,5.807354922,2.62838893,2.026533265,0,2.18610838,1.217483944,2.930490565,2.947972579,1.748188027,4.540432593,3.210948323,0,3.519873818,2.015445162,5.402846653,5.457492466,2.7355648,425,106.3,0,153.5,16.5,852.1,887.1,56,64.3
425,106.3,0,151.4,18.6,936,803.7,56,6.052089169,4.666265285,0,5.019925341,2.923161581,6.841615476,6.689226065,4.025351691,20.61552813,10.31018914,0,12.30447073,4.312771731,30.59411708,28.34960317,7.483314774,8.731319031,6.731997787,0,7.242221395,4.217230716,9.87036472,9.650513272,5.807354922,2.62838893,2.026533265,0,2.180125875,1.269512944,2.971275849,2.905093968,1.748188027,4.540432593,3.210948323,0,3.507772902,2.07672139,5.531194905,5.32443454,2.7355648,425,106.3,0,151.4,18.6,936,803.7,56,64.9
375,93.8,0,126.6,23.4,852.1,992.6,56,5.926926026,4.541164856,0,4.84103251,3.152736022,6.747703891,6.900327763,4.025351691,19.36491673,9.68504001,0,11.25166654,4.837354649,29.19075196,31.50555507,7.483314774,8.550746785,6.551516018,0,6.984133595,4.548436625,9.734878941,9.955068644,5.807354922,2.574031268,1.972202838,0,2.102433706,1.369215857,2.930490565,2.996774271,1.748188027,4.400558684,3.112079692,0,3.354350391,2.199398702,5.402846653,5.612980943,2.7355648,375,93.8,0,126.6,23.4,852.1,992.6,56,60.2
475,118.8,0,181.1,8.9,852.1,781.5,56,6.163314804,4.777441407,0,5.199049365,2.186051277,6.747703891,6.66121515,4.025351691,21.79449472,10.89954127,0,13.45734,2.983286778,29.19075196,27.9553215,7.483314774,8.891783703,6.892391026,0,7.500642736,3.153805336,9.734878941,9.610102063,5.807354922,2.67669361,2.074816441,0,2.25791845,0.949390007,2.930490565,2.892928982,1.748188027,4.668457424,3.301445331,0,3.668424731,1.727219378,5.402846653,5.287279215,2.7355648,475,118.8,0,181.1,8.9,852.1,781.5,56,72.3
469,117.2,0,137.8,32.2,852.1,840.5,56,6.150602768,4.763881877,0,4.925803359,3.471966453,6.747703891,6.733996953,4.025351691,21.65640783,10.82589488,0,11.73882447,5.674504384,29.19075196,28.99137803,7.483314774,8.873444113,6.87282876,0,7.106432078,5.008988783,9.734878941,9.715104009,5.807354922,2.671172843,2.068927612,0,2.139249218,1.507855872,2.930490565,2.924537718,1.748188027,4.653644575,3.290272767,0,3.426196794,2.382121824,5.402846653,5.384364218,2.7355648,469,117.2,0,137.8,32.2,852.1,840.5,56,69.3
425,106.3,0,153.5,16.5,852.1,887.1,56,6.052089169,4.666265285,0,5.033700567,2.803360381,6.747703891,6.787957716,4.025351691,20.61552813,10.31018914,0,12.38951169,4.062019202,29.19075196,29.78422401,7.483314774,8.731319031,6.731997787,0,7.262094845,4.044394119,9.734878941,9.792952934,5.807354922,2.62838893,2.026533265,0,2.18610838,1.217483944,2.930490565,2.947972579,1.748188027,4.540432593,3.210948323,0,3.519873818,2.015445162,5.402846653,5.457492466,2.7355648,425,106.3,0,153.5,16.5,852.1,887.1,56,64.3
388.6,97.1,0,157.9,12.1,852.1,925.7,56,5.962550537,4.575741375,0,5.061961921,2.493205453,6.747703891,6.830550208,4.025351691,19.71293991,9.853933225,0,12.56582667,3.478505426,29.19075196,30.4253184,7.483314774,8.602142091,6.601399391,0,7.302867361,3.596935142,9.734878941,9.854400912,5.807354922,2.589502796,1.98721923,0,2.19838213,1.08278537,2.930490565,2.966470264,1.748188027,4.439925665,3.139097518,0,3.54483098,1.86507518,5.402846653,5.515915011,2.7355648,388.6,97.1,0,157.9,12.1,852.1,925.7,56,55.2
531.3,0,0,141.8,28.2,852.1,893.7,56,6.275326833,0,0,4.954417614,3.339321978,6.747703891,6.795370148,4.025351691,23.04994577,0,0,11.90798052,5.310367219,29.19075196,29.8948156,7.483314774,9.053382903,0,0,7.147713722,4.817623258,9.734878941,9.803646814,5.807354922,2.725339816,0,0,2.151676231,1.450249108,2.930490565,2.951191758,1.748188027,4.801035906,0,0,3.450794186,2.304423403,5.402846653,5.467615166,2.7355648,531.3,0,0,141.8,28.2,852.1,893.7,56,58.8
425,106.3,0,153.5,16.5,852.1,887.1,56,6.052089169,4.666265285,0,5.033700567,2.803360381,6.747703891,6.787957716,4.025351691,20.61552813,10.31018914,0,12.38951169,4.062019202,29.19075196,29.78422401,7.483314774,8.731319031,6.731997787,0,7.262094845,4.044394119,9.734878941,9.792952934,5.807354922,2.62838893,2.026533265,0,2.18610838,1.217483944,2.930490565,2.947972579,1.748188027,4.540432593,3.210948323,0,3.519873818,2.015445162,5.402846653,5.457492466,2.7355648,425,106.3,0,153.5,16.5,852.1,887.1,56,64.3
318.8,212.5,0,155.7,14.3,852.1,880.4,56,5.764563947,5.358941988,0,5.047931079,2.660259537,6.747703891,6.78037635,4.025351691,17.8549713,14.57737974,0,12.47798061,3.78153408,29.19075196,29.67153518,7.483314774,8.316507819,7.731319031,0,7.282625134,3.837943242,9.734878941,9.782015335,5.807354922,2.503518313,2.327358934,0,2.192288613,1.155336037,2.930490565,2.944680034,1.748188027,4.225514323,3.818033491,0,3.532418521,1.944616692,5.402846653,5.44715845,2.7355648,318.8,212.5,0,155.7,14.3,852.1,880.4,56,66.1
401.8,94.7,0,147.4,11.4,946.8,852.1,56,5.995954452,4.550714,0,4.99314998,2.433613355,6.853087878,6.747703891,4.025351691,20.04494949,9.731392501,0,12.14084017,3.376388603,30.77011537,29.19075196,7.483314774,8.650333754,6.565292521,0,7.203592714,3.510961919,9.886915896,9.734878941,5.807354922,2.604009932,1.976349979,0,2.168497484,1.056904851,2.976258249,2.930490565,1.748188027,4.47715864,3.119517992,0,3.484370843,1.837495198,5.547081699,5.402846653,2.7355648,401.8,94.7,0,147.4,11.4,946.8,852.1,56,73.7
362.6,189,0,164.9,11.6,944.7,755.8,56,5.893300298,5.241747015,0,5.10533923,2.451005098,6.850867417,6.627776791,4.025351691,19.04205871,13.74772708,0,12.84133949,3.405877273,30.73597241,27.49181696,7.483314774,8.502235115,7.562242424,0,7.365447589,3.5360529,9.883712448,9.561860708,5.807354922,2.5594278,2.276461804,0,2.217220656,1.064457989,2.975293915,2.878406888,1.748188027,4.363720742,3.707792751,0,3.583481477,1.845501903,5.544003284,5.243263961,2.7355648,362.6,189,0,164.9,11.6,944.7,755.8,56,77.3
323.7,282.8,0,183.8,10.3,942.7,659.9,56,5.779817161,5.644739934,0,5.21384821,2.332143895,6.848748098,6.492088308,4.025351691,17.99166474,16.81665841,0,13.55728586,3.209361307,30.70342,25.68851884,7.483314774,8.338513555,8.14363831,0,7.521992956,3.364572432,9.880654918,9.366103608,5.807354922,2.510142699,2.451479405,0,2.264345507,1.012837225,2.974373507,2.819478128,1.748188027,4.241658253,4.100811921,0,3.68202198,1.791469036,5.541066685,5.068384243,2.7355648,323.7,282.8,0,183.8,10.3,942.7,659.9,56,80.2
379.5,151.2,0,153.9,15.9,1134.3,605,56,5.938854597,5.018603464,0,5.036303041,2.766319109,7.033771,6.405228458,4.025351691,19.48075974,12.29634092,0,12.40564388,3.987480407,33.67937054,24.59674775,7.483314774,8.567956075,7.240314329,0,7.265849421,3.99095486,10.14758654,9.240791332,5.807354922,2.57921178,2.179551791,0,2.18723862,1.201397124,3.054727932,2.781755375,1.748188027,4.413701365,3.506613882,0,3.522164658,1.996867649,5.80339302,4.959510838,2.7355648,379.5,151.2,0,153.9,15.9,1134.3,605,56,54.9
362.6,189,0,164.9,11.6,944.7,755.8,56,5.893300298,5.241747015,0,5.10533923,2.451005098,6.850867417,6.627776791,4.025351691,19.04205871,13.74772708,0,12.84133949,3.405877273,30.73597241,27.49181696,7.483314774,8.502235115,7.562242424,0,7.365447589,3.5360529,9.883712448,9.561860708,5.807354922,2.5594278,2.276461804,0,2.217220656,1.064457989,2.975293915,2.878406888,1.748188027,4.363720742,3.707792751,0,3.583481477,1.845501903,5.544003284,5.243263961,2.7355648,362.6,189,0,164.9,11.6,944.7,755.8,56,77.3
286.3,200.9,0,144.7,11.2,1004.6,803.7,56,5.657040212,5.302807272,0,4.974662634,2.415913778,6.912344731,6.689226065,4.025351691,16.92040189,14.17391971,0,12.02913131,3.346640106,31.69542554,28.34960317,7.483314774,8.16138386,7.650333754,0,7.176921112,3.485426827,9.972405465,9.650513272,5.807354922,2.456821348,2.302979937,0,2.160468531,1.049218023,3.001993174,2.905093968,1.748188027,4.113441611,3.764826651,0,3.468303808,1.829382438,5.629869052,5.32443454,2.7355648,286.3,200.9,0,144.7,11.2,1004.6,803.7,56,72.99
362.6,189,0,164.9,11.6,944.7,755.8,56,5.893300298,5.241747015,0,5.10533923,2.451005098,6.850867417,6.627776791,4.025351691,19.04205871,13.74772708,0,12.84133949,3.405877273,30.73597241,27.49181696,7.483314774,8.502235115,7.562242424,0,7.365447589,3.5360529,9.883712448,9.561860708,5.807354922,2.5594278,2.276461804,0,2.217220656,1.064457989,2.975293915,2.878406888,1.748188027,4.363720742,3.707792751,0,3.583481477,1.845501903,5.544003284,5.243263961,2.7355648,362.6,189,0,164.9,11.6,944.7,755.8,56,77.3
439,177,0,186,11.1,884.9,707.9,56,6.084499413,5.176149733,0,5.225746674,2.406945108,6.785474644,6.562302841,4.025351691,20.95232684,13.3041347,0,13.6381817,3.33166625,29.74726878,26.60639021,7.483314774,8.77807713,7.46760555,0,7.539158811,3.472487771,9.789370619,9.467401765,5.807354922,2.64246452,2.247973266,0,2.269512944,1.045322979,2.946894195,2.849971912,1.748188027,4.577371171,3.647483337,0,3.692990888,1.825285252,5.454105681,5.15813825,2.7355648,439,177,0,186,11.1,884.9,707.9,56,71.7
389.9,189,0,145.9,22,944.7,755.8,56,5.965890296,5.241747015,0,4.982921456,3.091042453,6.850867417,6.627776791,4.025351691,19.74588565,13.74772708,0,12.07890724,4.69041576,30.73597241,27.49181696,7.483314774,8.606960345,7.562242424,0,7.188836073,4.459431619,9.883712448,9.561860708,5.807354922,2.590953235,2.276461804,0,2.164055292,1.342422681,2.975293915,2.878406888,1.748188027,4.443634284,3.707792751,0,3.475472232,2.165736771,5.544003284,5.243263961,2.7355648,389.9,189,0,145.9,22,944.7,755.8,56,79.4
362.6,189,0,164.9,11.6,944.7,755.8,56,5.893300298,5.241747015,0,5.10533923,2.451005098,6.850867417,6.627776791,4.025351691,19.04205871,13.74772708,0,12.84133949,3.405877273,30.73597241,27.49181696,7.483314774,8.502235115,7.562242424,0,7.365447589,3.5360529,9.883712448,9.561860708,5.807354922,2.5594278,2.276461804,0,2.217220656,1.064457989,2.975293915,2.878406888,1.748188027,4.363720742,3.707792751,0,3.583481477,1.845501903,5.544003284,5.243263961,2.7355648,362.6,189,0,164.9,11.6,944.7,755.8,56,77.3
337.9,189,0,174.9,9.5,944.7,755.8,56,5.822749994,5.241747015,0,5.164214382,2.251291799,6.850867417,6.627776791,4.025351691,18.38205647,13.74772708,0,13.22497637,3.082207001,30.73597241,27.49181696,7.483314774,8.40045254,7.562242424,0,7.450386479,3.247927513,9.883712448,9.561860708,5.807354922,2.528788192,2.276461804,0,2.242789809,0.977723605,2.975293915,2.878406888,1.748188027,4.287430054,3.707792751,0,3.63661606,1.755621543,5.544003284,5.243263961,2.7355648,337.9,189,0,174.9,9.5,944.7,755.8,56,59.89
374,189.2,0,170.1,10.1,926.1,756.7,91,5.924255797,5.242804657,0,5.136386499,2.312535424,6.83098222,6.628966874,4.510859507,19.33907961,13.75499909,0,13.04223907,3.178049716,30.43189117,27.5081806,9.539392014,8.54689446,7.563768278,0,7.410239331,3.336283388,9.855024173,9.563577635,6.50779464,2.572871602,2.276921132,0,2.230704314,1.004321374,2.966657884,2.878923734,1.959041392,4.39762204,3.70877326,0,3.611404031,1.782708534,5.516510778,5.244824173,3.088590619,374,189.2,0,170.1,10.1,926.1,756.7,91,64.9
313.3,262.2,0,175.5,8.6,1046.9,611.8,91,5.747161198,5.569107571,0,5.167639043,2.151762203,6.953588695,6.416405432,4.510859507,17.70028248,16.1925909,0,13.2476413,2.93257566,32.3558341,24.73459116,9.539392014,8.291400959,8.034523875,0,7.45532722,3.10433666,10.03190793,9.256916297,6.50779464,2.495960395,2.418632687,0,2.244277121,0.934498451,3.0199052,2.786609473,1.959041392,4.207170365,4.024001851,0,3.639730938,1.71247647,5.688218886,4.973388298,3.088590619,313.3,262.2,0,175.5,8.6,1046.9,611.8,91,66.6
425,106.3,0,153.5,16.5,852.1,887.1,91,6.052089169,4.666265285,0,5.033700567,2.803360381,6.747703891,6.787957716,4.510859507,20.61552813,10.31018914,0,12.38951169,4.062019202,29.19075196,29.78422401,9.539392014,8.731319031,6.731997787,0,7.262094845,4.044394119,9.734878941,9.792952934,6.50779464,2.62838893,2.026533265,0,2.18610838,1.217483944,2.930490565,2.947972579,1.959041392,4.540432593,3.210948323,0,3.519873818,2.015445162,5.402846653,5.457492466,3.088590619,425,106.3,0,153.5,16.5,852.1,887.1,91,65.2
425,106.3,0,151.4,18.6,936,803.7,91,6.052089169,4.666265285,0,5.019925341,2.923161581,6.841615476,6.689226065,4.510859507,20.61552813,10.31018914,0,12.30447073,4.312771731,30.59411708,28.34960317,9.539392014,8.731319031,6.731997787,0,7.242221395,4.217230716,9.87036472,9.650513272,6.50779464,2.62838893,2.026533265,0,2.180125875,1.269512944,2.971275849,2.905093968,1.959041392,4.540432593,3.210948323,0,3.507772902,2.07672139,5.531194905,5.32443454,3.088590619,425,106.3,0,151.4,18.6,936,803.7,91,66.7
375,93.8,0,126.6,23.4,852.1,992.6,91,5.926926026,4.541164856,0,4.84103251,3.152736022,6.747703891,6.900327763,4.510859507,19.36491673,9.68504001,0,11.25166654,4.837354649,29.19075196,31.50555507,9.539392014,8.550746785,6.551516018,0,6.984133595,4.548436625,9.734878941,9.955068644,6.50779464,2.574031268,1.972202838,0,2.102433706,1.369215857,2.930490565,2.996774271,1.959041392,4.400558684,3.112079692,0,3.354350391,2.199398702,5.402846653,5.612980943,3.088590619,375,93.8,0,126.6,23.4,852.1,992.6,91,62.5
