f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,label
1.1784054,-6.369722,2.7461922,1.6230595,2.8104265,-1.0428249,-1.6909789,-1.9645329,1.698862,2.42938,2.7542086,1
8.577008,2.786293,7.575022,-5.142865,-2.4173183,0.2725222,-2.1897295,6.4356055,-2.9503152,-0.9684684,-0.6208651,0
-5.327539,1.4961182,-5.605217,-2.2129207,-4.3766994,-4.4021125,-2.3905625,0.7698854,0.43629614,-2.7582211,-0.87097126,0
-7.7186923,3.7449589,-1.8836546,2.6237643,3.457084,-2.280271,1.5881857,2.6276116,4.958785,-1.692521,1.7464752,1
-9.235851,8.773692,-3.922236,-2.1094794,6.3575573,-0.11619933,3.331143,1.888698,3.1418166,0.7521698,1.3830804,1
-4.1819224,7.33006,-0.31527758,-4.780416,0.5768934,-4.622147,-5.5158973,1.0952632,-2.5127022,2.0477827,-0.072826624,0
2.4915001,10.126409,9.057524,1.5110195,-1.7651347,4.3976154,-6.4642425,4.1787395,-10.603144,1.5699261,-6.3580832,0
-0.11706349,3.8437378,-2.8912787,-4.722428,-7.594041,-1.1024586,2.8695738,-0.7540173,0.18633503,2.8866339,-3.4497623,0
-1.5166557,-6.6667285,-0.8105232,-0.87320375,-0.15009034,1.1108153,-4.8131027,-0.9163823,-0.5276476,-1.0913569,1.300978,1
18.393177,1.8154079,-5.2391376,-0.14342625,0.21795592,-0.6239838,0.25395915,8.306145,5.1148906,-0.4721803,6.614913,1
19.67499,0.46758577,-17.437122,4.8695726,7.6741233,-0.8564257,1.1713799,3.5229647,-10.347097,-2.4978342,-0.37707293,1
-8.282053,8.480402,-4.9665914,-7.735234,7.1560216,3.238465,4.3016453,-0.32734734,4.3276615,5.141046,2.299361,1
-8.818582,0.33507386,-2.8617895,4.674237,3.584696,1.7011611,4.648394,1.3669418,3.559382,-0.44684935,-1.291456,1
-0.8367458,-0.78279495,7.153015,4.900875,1.9612486,0.021194914,-4.165434,-0.65198344,0.28241804,-0.119933605,3.3181176,0
24.493351,4.2702394,-18.288082,8.563851,-5.105109,12.8189745,-2.2897527,6.8875775,14.71379,18.41375,9.821154,1
0.9052641,8.363907,5.183441,5.0808077,-2.2550833,-4.2798514,-0.24620669,-2.4289541,4.843444,-0.28402564,-3.4611075,0
3.253517,-3.6529312,5.6257467,3.6560853,6.0240774,-0.6109706,-3.9720595,-6.658947,3.7131944,-1.8563455,0.92543346,0
0.8321176,-6.5280776,1.1652898,-2.4922507,-1.3935993,-2.4323454,1.8010358,-3.9894953,0.26844776,1.1260029,-1.6258836,0
-1.1220955,6.558763,0.9571716,3.4810321,1.6630898,-1.165901,2.303564,4.8064513,1.8088166,-1.0186344,-0.09951517,1
15.501262,-1.2204506,-9.472509,2.4992492,1.7659379,-2.0842388,-0.027221322,4.6003346,4.0416403,3.6430461,3.7226462,1
-2.4258878,1.7475716,-1.6413561,-3.9514136,-7.361142,-4.6324806,0.9537927,0.4799941,1.7312151,-0.017909285,1.9292414,0
1.1141241,-8.344112,3.050304,0.59476507,1.4455447,-1.2197076,-2.1428854,-5.740808,2.0722167,2.0761824,-0.11669674,0
1.511022,6.5505943,9.24671,3.445936,1.0808023,0.94334525,-9.031621,2.154327,-5.753145,2.0761323,-3.7556758,0
-8.227346,0.5223429,-4.3640013,2.3645291,0.7085117,0.8328739,1.1760892,4.420108,2.0711398,-3.966945,1.9116181,1
4.5486946,-7.8656015,-2.310058,-5.3333235,3.6902602,-3.7370543,0.23929694,-1.2134322,3.7760143,-2.612618,-5.3584695,0
11.971849,-2.7104535,-3.7529933,-1.4444517,6.143307,-6.591823,-0.22673135,-2.5916662,6.1893816,-4.5232005,-4.162743,0
12.037534,-4.734089,3.5226853,-0.5712284,4.224647,0.92461,1.9040217,2.9623518,-1.4712527,0.1535435,3.3112628,1
9.315376,-3.6517646,-5.063214,-0.6431289,1.8267432,-7.8091536,2.051142,-1.5699004,3.4383447,1.4289395,-1.6910836,0
-5.538025,-3.3725874,-5.7947893,-0.765816,-2.9191425,1.4544396,-4.8904357,0.110037364,-2.8303857,-2.097453,-0.6850769,1
1.1276441,-7.8032823,-2.8910847,-5.746905,3.664611,-0.58797115,-1.1139224,0.6327032,0.88090986,-0.80387604,-6.2295537,1
1.2107505,-8.09284,3.7455704,1.0782866,1.5197918,-0.6011897,1.0298228,-6.9703307,3.5600123,1.2505863,-1.3861353,0
-6.7396636,-2.3141253,-5.9634123,0.28581205,-2.6592102,1.7009941,-2.5265238,1.0976797,-1.554181,-2.086394,-2.0764368,1
-7.0277305,-0.44405234,-3.6867375,2.202807,-3.2524796,1.6670681,3.625084,-1.5861045,-2.469271,1.4764949,-3.2912385,0
-5.5593905,-0.9679861,0.1357949,3.355685,-4.3380938,-0.31603023,1.4646144,1.7988161,-1.4959161,0.63184184,4.2660627,1
-0.11444439,-2.0174835,4.631316,-0.80033994,-1.5286407,-0.9623346,-2.5979352,1.7882184,-1.476921,0.46011242,4.8721538,1
-7.8085675,9.081971,-8.841771,-14.968888,4.404103,3.6828063,5.347404,-3.8808725,0.92681617,3.2440763,4.5555315,1
-6.2680926,1.1883429,-7.2852883,-6.6176686,-1.273999,1.4889231,-1.9830779,3.3555284,-0.050056506,-1.5149617,0.37443438,1
-6.2837424,-5.760018,-2.001761,0.5118478,-0.70615816,5.9799533,-2.6026893,0.42513448,-4.1072364,-0.8462555,1.3468691,1
-1.8804147,-4.4206667,-1.151937,-1.7774255,-4.452863,-1.6342819,-6.0713186,-0.8879592,-1.183886,-0.23653847,0.48466694,0
-2.4836655,-5.295474,-1.8360136,-2.729527,-2.8449934,0.018302066,-5.0520754,-0.5519307,-1.6708659,0.16222581,-0.3807581,0
-1.4407761,-5.1505895,5.1637325,3.4553554,0.6444864,0.23434116,0.15319225,-2.0396478,0.7022295,2.6606588,5.4709296,1
-0.6624588,-4.503453,2.20552,3.9584103,3.621156,3.24457,-2.0882452,-0.02733749,-0.6452925,-0.31637263,-0.30348077,1
2.5226326,0.74528813,6.1206336,6.9950466,-1.1537582,-1.682399,-1.9123789,-6.011668,2.879569,0.31944203,-0.49107885,0
-2.7812417,-4.8768754,-2.4264278,-3.2806482,-3.7350574,-0.2626085,-3.4996154,-0.38016284,-2.1164532,-0.23017634,-0.7233138,0
-3.0208826,-6.525471,-1.3637623,-2.8052554,-1.098651,0.3475698,-1.6275382,-0.72162604,-2.9685495,2.2922058,-0.6604121,1
-3.036947,-5.016726,-0.28787896,-2.1787803,-3.5184777,-0.22055236,-1.7885907,0.4303549,-1.8459951,1.2607744,2.4704487,1
5.5501227,-1.8631188,4.724699,-1.6033028,-3.1645086,-6.8044953,4.6480527,-1.3791035,1.3470088,-0.2145757,0.8156778,0
-0.89424884,-5.171165,1.825134,2.1568296,2.752772,3.1113424,-5.144779,-1.7329422,3.1426983,-4.077385,2.2395792,1
-1.6153786,7.467589,-1.3819635,-8.207662,-2.4578736,-3.5873215,0.69833744,-7.5828414,-0.47667125,1.3355802,2.1619928,0
-0.9946594,-8.088511,1.8310262,-1.6971631,-1.3895904,3.075654,1.5526206,-0.062277958,0.07230154,2.9633718,0.30796456,1
-1.0737875,-9.462352,2.1095982,-0.8483049,3.2692118,2.5916507,-0.80278325,-2.3101244,1.6494999,1.0052834,1.7163018,1
-4.2823043,-8.640876,-0.65458864,-1.1411712,1.4961455,4.757963,-0.53172916,-2.0450795,-1.0935094,1.5063939,-0.61477804,1
-0.5607075,-7.8945837,-2.4457927,-0.373618,0.65259886,1.2257581,-4.7238483,-2.136192,2.2653494,-2.289913,-0.0658111,1
-7.595401,-3.2151744,-6.488161,-0.34180304,-2.6102228,5.2183766,-1.7233746,0.041793074,-4.532293,-0.5465526,-3.6485832,1
-0.8342242,4.75596,4.9751606,3.3517494,5.4880795,5.647796,-8.474584,0.67091304,-4.737419,-1.3264215,-6.0371933,0
-5.2969427,3.9145963,-2.175377,-0.65070385,-3.708013,-6.2844543,-1.2065566,0.6631689,-0.62910366,-0.2831823,0.14796163,0
-7.9588714,10.526758,-5.4007087,-9.457412,6.4241276,0.18674518,4.55887,-3.5822124,1.0790527,3.9191654,3.8774257,1
-8.969044,1.6958283,-0.43106854,6.15908,2.1474423,2.5704277,6.100394,1.2291551,-0.14300808,2.3909025,-0.107668124,1
-6.6336007,5.649837,-2.638968,-1.4749618,-0.8971441,-5.8832407,1.3453033,0.18701223,1.7035288,0.6793677,0.61862653,0
2.5899127,-4.412784,5.692788,-0.558921,0.6667846,-3.6500745,-3.6084495,-2.2530608,2.549383,-0.55075735,3.5265205,0
-3.8413947,2.1670191,6.083853,6.3419065,8.18902,5.147106,-5.2152805,-0.489668,-1.0743183,-0.70569927,-1.3603344,0
-7.7775455,-0.27335072,-2.0961804,5.4139633,3.3297875,2.6722372,1.1116745,2.5314567,1.6918393,-3.8915153,0.93241835,1
-0.47886539,5.0625353,6.4538436,1.9962853,-4.7745605,0.12217713,-0.6517847,1.6022635,-5.206713,-1.7199398,3.55623,0
2.8772895,-8.233745,-2.837765,-4.3169804,4.83244,2.2478294,0.26584402,-0.9163859,0.7071789,-0.5597272,-6.6862974,0
-3.1636596,17.61262,1.7526659,-18.644169,13.305247,11.685222,-7.5936904,-13.540032,-4.8608165,5.4041653,6.292921,1
-4.072472,3.7673805,-4.19789,-1.912513,-0.8572865,-2.4920285,-2.453466,1.946388,2.8179803,-2.5943282,-2.6412032,0
-6.556882,-0.5650208,-2.7402186,3.2405143,2.6119077,0.3417134,-0.87751454,2.5156054,5.5464296,-4.240493,0.9440925,1
-5.70324,15.192523,1.0435449,-4.9478517,10.752901,1.659626,-2.1881948,0.75849015,-0.581945,3.8766875,-2.2320385,0
-1.2646073,-8.637775,1.7175565,-1.4695672,3.688554,1.5278696,1.1204962,-2.1757207,-0.17105539,2.4173117,-0.34003353,1
-3.1326597,-1.396521,2.1564875,2.1833494,-3.7723455,-3.3043165,-1.7947532,-1.8427433,-0.71615654,-0.14742601,4.0428147,0
3.3226638,0.5821777,6.7918334,3.7259655,0.6418089,2.2526777,-0.076891616,4.2560873,-0.34040126,-1.0392492,4.990458,1
-3.986464,8.394296,-2.7651412,-9.67934,1.2760577,-0.86363167,5.002636,-0.35279238,-1.0864512,5.559125,5.5340176,1
-4.2141123,-4.0596523,-1.1440334,1.1270267,-4.4115515,-1.2014847,-0.14318961,-4.1890173,-0.53899235,1.6978233,-1.0650045,0
3.0830374,8.666241,0.0027773017,-2.1100297,-12.613797,-1.267806,4.4712725,0.27562723,1.5698004,-7.6258445,4.3072367,0
1.4535656,-4.8518777,-0.4021491,-6.8684654,-3.5190363,-2.9965818,-2.4434798,1.9148117,0.7289932,-1.5728327,1.2025961,0
26.193197,7.514931,-8.252264,5.9401593,2.4850206,6.7410975,9.85473,7.4607377,-5.840644,-7.9738545,-4.07692,1
-2.3792245,8.068909,-2.209528,-1.2769114,6.13375,-1.4962647,-2.3061771,-0.45816332,6.6393275,-2.83991,-3.0666358,0
-6.485062,10.230158,-5.4496546,-14.747309,6.670112,2.9647954,-1.8002939,-5.9712863,-3.234962,3.7847912,6.6259146,1
-5.0992875,-3.5922859,1.3099293,1.301401,-3.48704,2.6418512,5.1305323,-0.88934964,-3.0878243,4.818772,2.2948132,1
5.2499447,5.9776444,6.1361575,-1.3011389,1.1644187,2.0923326,-6.6427803,6.182375,-2.4356527,2.310869,1.2474821,0
-4.855576,4.9271207,2.8376942,4.712869,0.37520382,-2.9603481,-3.87908,-2.013918,-0.9854648,-2.4868407,0.23493025,0
10.697381,3.657649,0.56394506,2.2827716,7.873655,1.0748535,-9.334568,-2.4974267,-5.44495,-3.1563222,-3.372142,0
-4.4902644,3.0184865,-0.98707,1.5182788,-6.567366,-6.192309,1.3133647,-1.9413608,-0.23280607,-1.3023618,1.835497,0
-1.5490001,7.9170575,0.8283313,-9.982309,-0.5007676,-2.2122238,-7.794805,-1.2122302,-6.0679994,5.870587,0.33513054,0
-3.4367616,6.436191,-2.3878038,-6.4231277,-5.6710906,-4.48967,0.34452486,-0.00094656687,0.040281743,1.7325276,-0.40652376,0
-1.0112379,1.5084879,6.173152,7.032766,1.6006309,1.6218426,2.3268418,2.884771,-0.8451427,2.2456539,3.4244056,1
-4.298945,17.562971,3.1663306,-11.233536,9.668538,3.5620325,-5.9484663,-1.0332434,-5.296217,9.953818,-2.5332239,0
4.7736387,-0.60852075,2.3587976,-3.1894357,-6.921734,-2.0358717,8.048227,-2.4025052,-3.8965268,-0.14209446,-3.4266908,0
-2.853795,2.373341,-2.822095,-2.9033813,-7.69003,-5.3743367,0.016515497,0.6775618,-0.7534544,-1.1276431,0.6365447,0
-6.7670827,-1.3688906,-5.715556,-0.33379447,-2.7691445,0.851414,-3.4492805,0.40738067,-2.1204622,-2.6092942,-0.22629988,1
7.9711704,-5.310157,-7.8964524,0.3731664,3.7349963,-5.4550905,1.6866112,-7.197763,-4.4679813,-0.4436764,1.0203416,0
5.7056203,-8.162201,-5.0086823,-2.8104463,3.4491184,-3.2932343,1.3933657,-3.3085077,-0.59016585,1.662536,-4.713321,0
2.431691,-1.087687,3.762958,-3.185848,-5.893313,2.4394422,-0.56245816,0.7562957,1.5558172,-1.9119357,3.9596457,0
-5.182723,-2.7691052,0.49677414,3.66486,-2.0572224,1.3093264,1.0584894,-3.1618507,2.5878327,-1.9830828,1.1379427,0
-4.295366,-2.8675401,1.0903572,4.2415147,2.9135575,4.071919,-1.6327386,3.622104,1.7368238,-4.037104,2.4855504,1
1.2738053,6.7716103,1.8036877,-6.8380833,-0.8314839,-1.2574128,-5.8879886,0.45858338,0.95993453,6.9434557,-0.86944574,0
7.3895035,-5.816627,2.825566,-2.1783383,2.5442753,-0.5681799,4.0107203,2.18129,-0.9041224,3.1688375,-0.7225648,1
-1.8938645,9.91773,-0.16279048,-8.102235,-0.6734995,-1.7973516,-1.4147497,-4.5126157,-4.2088523,2.8281205,-0.89642656,0
-3.5930507,10.821307,4.7650423,0.38302508,2.4589255,-3.117036,-5.944268,1.3356799,-6.317994,4.412866,-4.1826797,0
-6.26485,9.795969,2.7437966,0.8646757,2.3507245,-3.1803722,-1.5281979,3.1614575,-2.4759007,3.9779713,-0.8983984,0
-6.1082172,-0.024981953,-1.408143,3.3430314,-3.073967,-1.3533227,1.0134317,1.972846,-0.2816847,-0.11704202,2.6344738,1
-5.7531853,-0.8034722,-1.1487225,4.86404,2.4659607,1.4568322,0.36187294,2.4155996,3.2475495,-2.3113797,0.28473625,1
20.838737,14.346366,-9.343475,5.3608494,-20.750309,29.41856,-8.665912,7.0910954,34.327118,29.457237,12.416839,1
-3.575953,-2.3425193,-0.051517915,2.5494964,-2.3322089,-1.6483775,-1.2669603,2.2170544,2.120601,-0.7441046,3.3909857,1
-6.6608353,4.8008847,-4.326498,-1.8368785,0.20139448,-4.865121,1.2599872,0.6704136,1.9327918,-0.06479436,0.11831198,1
9.190336,3.857081,7.929911,0.7648192,3.4043758,1.8420752,-13.3298235,1.7781568,-4.8604217,2.5088592,-4.3112345,0
-0.1982867,-1.7370133,1.6283615,5.6641636,-2.9563887,-2.9428852,-1.2755181,-5.0358534,4.244477,0.03539732,-0.91467637,0
-2.4387825,2.4996688,-1.9449323,0.80591655,-7.6995606,-2.7969515,2.86966,0.82251143,-0.97651607,1.0646046,-1.3714424,0
-7.000727,-2.5923455,-5.680274,0.7959554,-1.8685937,2.5569897,-1.216117,2.6185644,0.13376825,-2.557479,-1.4935069,1
-1.3075787,7.2921853,1.9712119,-5.7983913,-1.7079136,-4.975289,-4.710953,3.2644908,-2.9903522,2.718969,1.3774,0
-5.5862045,-6.110251,-1.0822414,1.6864022,-1.4313,3.174618,0.3894968,-4.6893554,0.20747562,-0.09796345,-0.70856476,0
-3.8533165,13.159428,5.0649896,0.7202569,6.8709784,-1.9939734,-2.9647322,3.4444878,-2.6449518,5.7193937,-4.318001,0
4.381886,-3.708305,3.0650184,-5.0508685,0.39814842,0.58060235,4.726539,6.9267206,3.0502868,-0.54777265,3.6817899,1
-6.740108,-0.09712878,-4.5106406,-2.428463,1.2175041,3.7906692,1.438304,-2.0755744,-0.9292135,-1.5927124,0.8980822,1
7.9656672,-1.2743713,8.078674,-3.2845156,-0.9548767,-4.485758,-0.44940874,1.3559396,3.0381982,-1.0733762,4.589281,0
2.8252835,15.248407,5.06133,-0.025914315,-6.465001,2.0710247,9.607684,-3.6739209,2.2801163,1.6141279,-1.3564943,0
2.803815,-6.7269917,1.6342679,-4.027732,1.2827022,-1.3202755,3.9150665,2.6658747,0.123509325,1.4925131,-0.4420998,1
3.651568,-5.009749,3.510913,-1.1033933,-0.14843786,-0.3123972,-2.621685,1.6792008,0.7320867,-0.6000831,2.3265154,1
-1.3125652,12.112887,3.3832,5.776556,-0.19401354,-2.613765,4.8679934,-1.890379,4.2138624,3.1156006,-5.432175,0
0.33418706,-6.897411,-4.520546,-7.7149377,1.9781202,2.0233793,-1.1738319,1.9436698,-0.9437485,-2.6295369,-5.103544,1
7.0153003,-1.7185231,-5.5087314,-2.128569,-2.0951366,-6.5858994,-3.6143737,2.0161383,-0.6080968,-1.3809057,0.5214404,0
-1.7854646,-3.5890415,4.026567,6.2046814,1.0178591,0.41752863,-0.40675607,1.1965892,2.1986208,-0.042507388,4.410441,1
-0.50061107,4.4636245,4.6475334,4.6765633,-6.6547666,-4.2577124,2.3602257,-1.7071825,0.122254945,-0.74012274,0.7605145,0
-0.50463796,-4.40328,4.3752074,0.6227885,0.86341256,-0.87877303,2.2678037,-3.2638042,-0.049395554,1.9179792,1.2492442,0
-5.922184,2.0898457,-3.1099193,2.103486,-3.1869388,-4.144706,-1.1404957,-1.0954459,-0.97366196,-2.639804,0.33413815,0
-6.5797586,-6.7267985,-2.9038842,1.3633024,0.95355284,7.052578,-0.6699423,-1.8943568,-3.477552,-0.5665127,-1.1255732,1
9.510846,4.069019,7.508514,1.1152865,1.2041891,8.512332,-6.7951283,4.910702,-2.298895,-1.4458967,-0.3434993,1
-6.2350516,-2.840927,-0.117380746,4.344603,0.47692215,1.7785538,-1.8779836,-1.4931898,1.9719529,-3.3540113,3.367817,0
2.9447129,4.5942273,4.8773074,4.2658706,-8.792364,-2.2615626,4.1492825,-2.932281,3.9999545,-5.2390466,0.13931768,0
5.823609,-5.731751,5.5941296,-1.1431806,5.4441,-0.28730118,0.10342797,2.9881024,-1.470906,3.9730484,-0.5928046,1
2.0028791,8.288071,2.4040313,-0.8898177,-10.848302,3.7391574,5.822536,-1.4041727,-0.5328251,-6.9207644,-1.9485054,0
-7.3470516,-3.5333312,-0.28087464,5.7208242,2.8230286,4.062836,0.6805089,-1.157244,0.21462587,-0.23146048,0.25786218,1
2.2889657,-4.3017097,-0.6761521,-3.0638146,-0.52706474,-3.964762,-1.7519369,-0.66380686,0.20354632,1.3689269,-1.9364958,0
-5.823599,-2.1249237,-1.8884486,1.0008377,-4.1535053,1.5146072,-0.79984945,2.8425295,-1.9654583,0.3059462,2.548113,1
-1.1561912,-5.36257,-0.46837798,0.33485717,-2.0324728,-1.3837601,-1.740255,-3.7246616,-1.1395273,3.0400128,-1.0491931,0
12.152216,-0.642594,1.1494843,-2.7641644,-0.63719445,-6.4152703,-0.42250144,2.9782035,0.20575848,-3.6977258,-1.4336445,0
7.990134,2.8769467,5.759833,6.672461,-4.7193193,5.098336,5.8927913,-10.015823,7.3421044,1.5306468,-10.847313,0
2.312506,-8.689402,-0.27931917,-4.522242,0.44461548,-0.48317972,-2.1445737,0.16160655,0.65064096,2.2033925,-2.4938767,1
0.08943089,-2.7161078,0.9393867,-3.1684883,-8.064211,1.3027744,3.3660126,-0.1430164,-3.2366242,1.623525,-0.24725494,0
-8.276284,3.6373243,-4.4863257,-2.109395,3.734996,0.43864325,2.282757,4.6914196,3.5121412,-1.0227748,1.5159042,1
0.34955034,0.8468509,7.625683,3.7012472,1.2438505,0.8812554,-2.722086,-2.153289,-3.6130886,-0.107654646,1.5287702,0
-7.4188337,7.38217,-2.1374178,-2.05189,3.960749,-4.411353,1.0004914,-0.1367382,5.6364474,-0.47082695,1.182326,0
-4.3101873,-2.4354572,-1.5376363,8.348209,0.96106064,2.548497,0.915608,-0.34861004,2.349337,1.8424883,3.706058,1
-6.733891,-6.9212837,-3.006922,1.2300683,-0.4859837,5.939449,-1.375613,-0.82270056,-1.2843959,-0.5938439,0.8195835,1
-1.3238478,-2.040393,1.8060672,4.49691,-1.5881809,-1.8790958,-2.4191484,-4.167675,2.7827988,-2.4629622,1.0134068,0
9.700513,-0.12538292,1.0301982,-1.5638347,-4.2479243,-3.3465505,4.7082586,2.547601,0.67607445,-0.6448978,0.019931242,0
-0.73882645,-4.3856153,1.992332,1.720846,-1.8482945,-1.5059694,-3.0961797,-2.1960313,0.5516582,1.9991307,0.61484027,0
-2.3188205,-8.003898,-1.5036054,-3.6509092,2.1782365,1.9914479,1.5169306,-0.64328194,-2.3665032,2.2493353,-2.89515,1
0.9672434,1.4958317,6.04506,3.1523428,4.069188,3.9259381,-7.3575377,-2.3643866,-1.7620947,-3.1963038,-2.1000166,0
-7.9811616,9.952635,-4.54599,-8.500188,5.737561,-1.1372232,3.0648398,-4.4395657,1.8421739,3.302816,2.235007,1
-3.6223803,4.1719494,2.6376612,6.3370953,4.016212,-0.99039036,3.3858814,5.124596,2.0565574,1.957026,0.36489558,1
-1.4439434,3.4778545,3.3902683,4.802409,-3.214696,-6.720665,2.5531878,-3.6159942,4.0384126,-0.81271577,0.35875353,0
-2.2127202,-3.1213741,3.284627,2.0968711,1.3235054,0.5130959,-4.8281927,-0.36075476,-0.25096357,-0.87902606,4.2841473,1
-5.677277,-1.313496,0.48829156,5.127112,-0.80880654,-0.6949469,-0.16524479,1.5338867,1.1211455,-0.62226903,2.2294233,1
-5.7347074,-3.4043844,-5.8691072,-0.5383879,-3.3956673,2.6372268,-3.2299032,-0.33829546,-4.241079,-0.29844308,-2.9933705,0
-0.943316,-0.012758567,1.6110586,-1.1392283,-4.676493,0.7642207,0.5069665,-2.4885314,-2.816494,-2.9514909,3.7827911,0
0.9956369,2.5397549,6.7214437,4.6364245,5.916265,4.271115,-7.406976,0.12158473,0.2557687,-4.4971666,-1.6512469,0
-7.2112737,2.355859,-8.6802,-4.149479,-0.5745841,-1.5547779,0.18624398,3.528696,1.3703575,-2.0383058,-1.5742517,1
-5.747088,8.041922,-1.6287332,-2.1165733,-1.2152871,-6.5267982,2.857292,-0.9501804,1.074643,2.1967885,0.36278147,0
-8.266838,0.5121683,-5.935563,1.8206754,-1.14216,-0.70302385,-0.084584996,0.9456593,-0.68758976,-2.292042,-1.7820364,1
-1.5038291,-8.039691,-0.36405894,-1.1488422,0.49499285,0.7246134,-0.92157894,-4.3383117,1.0617081,1.4027205,-2.2743711,0
0.21144173,7.215994,2.7252572,-0.22471039,-9.758383,-5.3635263,3.0946708,0.54777926,1.4826143,-2.8123815,3.2202573,0
6.194018,3.2056983,-0.1817345,-5.423349,-7.692827,1.4152161,3.929832,5.078704,-3.613427,-4.3181643,-0.2287295,0
5.028955,-7.0912004,3.202725,-3.4688582,2.1067529,-0.9719014,3.0848265,2.249083,1.3625252,2.351914,-0.70714355,1
-8.199844,2.177944,-4.436686,2.3364868,2.007903,-0.023724537,0.72516286,4.088359,0.68369544,-3.108891,-0.40728655,1
-8.74611,0.55901986,-5.3358274,3.206487,0.004814145,1.0724522,5.349891,1.7108738,-0.9970059,1.3099818,-2.6904411,1
1.3102856,-8.07536,-3.25107,-5.143886,3.8421843,0.6651993,-0.41436785,0.35812667,-0.27740026,0.2559247,-6.4254866,0
0.38251138,-7.876974,-0.37030804,-3.9407823,-1.1311203,-0.30384603,-3.375659,-0.12018038,0.5332994,1.144013,-0.4290467,1
-2.560446,-5.5654283,1.53996,0.13005795,-0.21786855,-1.1338612,-0.01234901,-4.2867846,-0.29070342,0.5717702,1.6203873,0
-1.2667552,6.308348,1.0511763,3.986135,-8.54126,-2.8132648,6.821681,-6.8895345,3.7931876,0.8208207,-7.1969414,0
14.651985,3.5397954,3.1699533,-3.7209358,3.2680035,5.790482,1.3815902,9.416078,-0.9079251,-4.8120866,-2.1848085,1
-5.095374,-3.4281092,0.7272253,4.699537,-1.5622952,-0.69797057,-1.4015272,-3.7923377,1.5898668,-1.4810873,2.9035308,0
6.33691,-2.5348067,1.4589039,-3.8999577,-2.451167,-6.1230226,1.1121655,3.4138682,1.5368406,-2.27999,1.7221503,0
10.337007,0.64395374,8.738529,-1.3555195,-0.34397286,2.5560198,7.2918034,-6.7296066,5.536751,-9.330753,-2.3068042,0
2.121437,-2.783067,2.0189507,-3.408354,1.4952421,-1.0998727,5.35907,7.637653,0.16478118,0.31053048,2.9194164,1
-2.2155125,11.802289,0.97693,-13.979387,4.699766,3.4144962,-4.764617,-6.2313585,-9.182187,9.958369,-1.5657841,0
0.37761253,-3.7204015,-0.8576094,-4.7815266,-4.607567,-1.6726714,2.662972,-0.7645148,-4.928918,2.076224,-2.0818229,0
-3.112854,-1.341222,-2.1365206,-1.8793136,-4.4754453,-2.0647204,-2.8456683,0.7304283,1.4245266,-1.3655771,1.4473498,0
-2.994848,-5.467492,2.8471694,1.8466336,3.1204858,3.2300472,-4.411479,-2.5667133,1.6718789,-2.5864565,3.6659784,0
1.2165228,-8.306148,0.1969711,-2.7953894,0.7852981,-0.92074215,-0.103426404,-3.3671591,0.8558315,1.576618,-2.2793357,0
-6.783577,-1.5417827,-1.1062317,4.306688,0.3109342,1.1706339,-1.544576,0.058766812,0.013208011,-3.1117284,2.1297355,1
6.2671223,-1.7600118,7.6626863,4.4144917,-0.31927788,-2.6818333,-3.0470724,-8.652423,5.72542,-0.28873068,-2.2874036,0
8.419259,-5.7992935,1.1910747,-4.1334767,3.8941734,-3.1000345,-0.011648915,5.3075867,-0.21603337,0.65711325,-0.7109392,1
-0.8594185,-5.402801,3.3881626,2.7300904,0.6696478,0.28426212,0.43078455,1.7273058,0.6478969,2.216454,4.4541907,1
-2.906934,2.576551,-3.5103388,-1.6042366,-6.2646604,1.4102951,5.77472,1.5276773,-2.8407416,1.3657496,-1.9057941,0
-6.995958,11.703611,2.8674264,1.4148957,4.037158,-2.4235454,0.5983479,0.4495916,-2.3490827,2.4996073,-1.6088904,0
4.5303392,15.852924,-1.4536394,-11.230042,9.471871,0.85403484,-4.372853,-12.565128,-0.99209785,1.7761312,7.1655626,0
-6.8110504,-2.1348362,-5.018795,0.6238057,-3.2180243,2.3822317,-3.125747,-0.6558702,-4.08507,-0.8299996,-2.5889037,1
-6.4981694,0.6145916,-6.054109,-0.4975816,-2.4462292,-2.199338,-3.078199,3.2182577,-0.38261822,-2.893817,-0.97913253,1
-4.752244,5.0960836,0.982606,2.363439,0.83775353,-3.250234,2.2381089,5.985601,1.0181922,1.4902562,3.248243,1
-3.9870389,3.3015018,-2.3487966,-2.1063898,5.6165333,5.0103583,-1.2920797,5.648355,1.6164118,-2.0476992,-0.81583977,1
-2.727571,5.278021,2.6382248,0.23204985,-1.7260408,-6.2253046,3.5722294,-0.12765175,5.3589377,0.8507524,2.7285643,0
-7.2371044,-0.48591685,-2.251324,4.4538546,3.526702,1.1303308,-0.9351696,3.13744,2.466589,-4.2047334,1.2428426,1
-10.541984,2.9113617,-7.134553,1.2563468,2.5439558,1.6114428,5.8732505,0.54826933,1.0241799,-0.027342701,-3.9505687,1
13.497778,3.2844887,5.536347,-2.019411,0.5330307,0.11396939,-13.741309,-0.19832413,-3.5159278,-0.37017515,-5.382969,0
25.89854,5.864347,-3.9922824,-1.0234522,2.7503698,14.290209,6.8371,8.871435,-1.8158439,-3.7414117,-6.717317,1
0.69361484,-8.634293,4.2496915,-0.44696695,0.6568587,2.044376,0.15115581,-2.3488367,2.8886516,2.4180274,1.8993318,1
