MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
1.516,28,4.403278689,1.081967213,1331,4.363934426,36.59,-119.44,0.416075287,3.33220451,1.48234942,0.078780878,7.193685818,1.473374042,3.599774979,4.782814153,0.567
3.9844,18,6.131004367,0.986899563,754,3.292576419,36.6,-119.46,1.382386736,2.890371758,1.813358581,-0.013187004,6.625392368,1.191670364,3.60004824,4.782981587,1.181
1.6875,41,5.570063694,1.089171975,1171,3.729299363,36.59,-119.45,0.523248144,3.713572067,1.717406489,0.085417751,7.065613364,1.316220378,3.599774979,4.782897874,0.661
2.5234,37,4.101167315,0.929961089,879,3.420233463,36.58,-119.44,0.925607199,3.610917913,1.411271644,-0.072612533,6.778784898,1.229708813,3.599501643,4.782814153,0.635
3.7813,18,5.357142857,1.052631579,753,2.830827068,36.58,-119.45,1.330067866,2.890371758,1.678430784,0.051293294,6.624065228,1.040568919,3.599501643,4.782897874,0.873
3.825,28,6.306930693,1.064356436,572,2.831683168,36.59,-119.45,1.341558467,3.33220451,1.841649139,0.062370331,6.349138991,1.040871294,3.599774979,4.782897874,0.842
2.309,18,5.456422018,1.027522936,1638,3.756880734,36.6,-119.55,0.83681453,2.890371758,1.696793267,0.027150989,7.401231264,1.323589021,3.60004824,4.783734694,0.571
1.4937,20,4.570552147,0.975460123,1474,4.521472393,36.61,-119.54,0.401256263,2.995732274,1.519634018,-0.024845999,7.295735073,1.508837691,3.600321427,4.783651043,0.547
1.586,14,4.08707483,1.078911565,3535,4.80952381,36.61,-119.55,0.461215123,2.63905733,1.407829514,0.075952722,8.170468578,1.570598079,3.600321427,4.783734694,0.569
2.2206,34,5.433962264,1.00754717,1018,3.841509434,36.62,-119.5,0.79777743,3.526360525,1.692668567,0.007518832,6.925595197,1.345865371,3.600594539,4.783316371,0.634
1.9913,21,5.542105263,1.078947368,867,2.281578947,36.58,-119.49,0.688787692,3.044522438,1.71237444,0.075985907,6.765038977,0.824867724,3.599501643,4.783232686,0.953
1.8958,33,4.939516129,1.108870968,1065,4.294354839,36.61,-119.52,0.639640913,3.496507561,1.597267377,0.103342352,6.970730078,1.457301332,3.600321427,4.783483721,0.551
1.5625,33,3.62345679,1.049382716,730,4.50617284,36.61,-119.53,0.446287103,3.496507561,1.287428485,0.048202102,6.593044534,1.505448199,3.600321427,4.783567386,0.558
1.6094,27,4.887323944,1.042253521,1056,3.718309859,36.66,-119.6,0.475861439,3.295836866,1.586644903,0.041385216,6.962243464,1.313269226,3.601686242,4.784152842,0.552
3.0521,27,4.115,0.855,798,3.99,36.64,-119.59,1.115829878,3.295836866,1.414638834,-0.15665381,6.682108597,1.383791231,3.60114054,4.784069226,1.138
2.5562,43,6.072463768,1.15942029,1056,3.826086957,36.65,-119.53,0.938521781,3.761200116,1.803764415,0.14792013,6.962243464,1.341842599,3.601413428,4.783567386,0.932
1.9676,33,5.175895765,0.957654723,1102,3.589576547,36.6,-119.63,0.676814526,3.496507561,1.644012419,-0.04326798,7.00488199,1.278034242,3.60004824,4.784403646,0.624
2.6858,13,4.350364964,0.98540146,1652,4.01946472,36.58,-119.62,0.987978635,2.564949357,1.470259741,-0.014706147,7.409741954,1.39114874,3.599501643,4.784320052,0.624
3.5987,19,6.167259786,1.078291815,911,3.241992883,36.57,-119.59,1.280572669,2.944438979,1.81925462,0.075378136,6.814542897,1.176188228,3.599228232,4.784069226,1.317
2.8287,28,4.714285714,0.974025974,919,2.983766234,36.58,-119.6,1.039817242,3.33220451,1.550597412,-0.026317308,6.823286122,1.093186339,3.599501643,4.784152842,0.731
2.6974,29,4.841328413,1.033210332,788,2.907749077,36.58,-119.61,0.992288346,3.36729583,1.577189149,0.032670782,6.66949809,1.067379269,3.599501643,4.78423645,0.73
4.0197,17,5.819338422,0.992366412,1330,3.384223919,36.59,-119.62,1.391207273,2.833213344,1.761186582,-0.007662873,7.192934221,1.219124609,3.599774979,4.784320052,0.88
2.2727,10,4.934027778,1.076388889,1443,2.505208333,36.59,-119.61,0.820968552,2.302585093,1.596155648,0.073611817,7.274479559,0.918371898,3.599774979,4.78423645,0.927
2.5556,42,5.300458716,1.006880734,1347,3.089449541,36.57,-119.6,0.93828703,3.737669618,1.667793367,0.00685717,7.205635176,1.127992933,3.599228232,4.784152842,0.697
1.8333,33,4.94344473,1.035989717,1205,3.097686375,36.57,-119.6,0.606117622,3.496507561,1.598062402,0.035357218,7.094234846,1.130655502,3.599228232,4.784152842,0.683
1.5833,42,4.641821946,1.078674948,1359,2.813664596,36.57,-119.61,0.459511277,3.737669618,1.53510695,0.075733388,7.214504414,1.03448776,3.599228232,4.78423645,0.651
1.2647,22,4.997214485,1.211699164,1127,3.139275766,36.58,-119.63,0.23483494,3.091042453,1.608880654,0.192023643,7.027314514,1.143992126,3.599501643,4.784403646,0.553
1.4415,36,3.967741935,0.903225806,737,3.962365591,36.56,-119.6,0.365684238,3.583518938,1.378197151,-0.101782694,6.602587892,1.376841218,3.598954747,4.784152842,0.544
2.0658,34,5.93814433,1.206185567,363,3.742268041,36.56,-119.64,0.725517561,3.526360525,1.781396682,0.187462956,5.894402834,1.319691856,3.598954747,4.784487234,0.925
1.625,34,3.972972973,1.033264033,1886,3.920997921,36.56,-119.61,0.485507816,3.526360525,1.379514674,0.032722756,7.542213463,1.366346193,3.598954747,4.78423645,0.53
1.8878,30,4.272952854,0.923076923,1467,3.640198511,36.56,-119.62,0.63541213,3.401197382,1.452305123,-0.080042708,7.290974778,1.292038216,3.598954747,4.784320052,0.516
3.2917,34,6.597444089,1.095846645,1041,3.325878594,36.55,-119.53,1.191404149,3.526360525,1.886682315,0.091527257,6.947937069,1.201733878,3.598681186,4.783567386,1.115
4.2045,16,7.266129032,1.115591398,1106,2.97311828,36.52,-119.54,1.43615538,2.772588722,1.983223692,0.109384666,7.008505182,1.089611328,3.597860056,4.783651043,1.209
2.2132,46,4.687344913,0.967741935,971,2.40942928,36.51,-119.55,0.794439432,3.828641396,1.544866306,-0.032789823,6.878326468,0.879389906,3.597586196,4.783734694,0.766
1.6635,37,4.990196078,1.044117647,663,3.25,36.51,-119.56,0.508923816,3.610917913,1.607475203,0.043172172,6.49677499,1.178654996,3.597586196,4.783818337,0.67
2.5033,9,5.012987013,1.050649351,2157,2.801298701,36.51,-119.56,0.917609861,2.197224577,1.612031948,0.049408402,7.676473646,1.030083132,3.597586196,4.783818337,0.701
3.0294,31,4.706161137,0.988151659,1042,2.469194313,36.52,-119.55,1.10836458,3.433987204,1.548872531,-0.011919092,6.948897222,0.903891908,3.597860056,4.783734694,0.702
3.2019,19,5.301158301,0.955598456,1670,3.223938224,36.53,-119.56,1.163744384,2.944438979,1.667925344,-0.04541748,7.420578905,1.170603663,3.598133841,4.783818337,0.957
3.0469,32,5.5625,1,1038,3.816176471,36.56,-119.73,1.11412468,3.465735903,1.716047647,0,6.945051064,1.339248997,3.598954747,4.785239208,0.827
2.1908,32,5.811594203,1.057971014,868,3.144927536,36.57,-119.67,0.784266774,3.465735903,1.759854923,0.056352937,6.766191715,1.145790849,3.599228232,4.784737955,1.1
3.1333,30,5.925531915,1.131205674,966,3.425531915,36.51,-119.65,1.142086762,3.401197382,1.779270458,0.123284032,6.873163834,1.231256763,3.597586196,4.784570814,1
3.3214,35,5.561797753,1.078651685,674,3.786516854,36.52,-119.59,1.200386381,3.555348061,1.715921393,0.075711822,6.513230111,1.331446561,3.597860056,4.784069226,1.016
2.5921,20,6.024221453,1.14532872,1466,5.07266436,36.52,-119.73,0.952468358,2.995732274,1.795788252,0.135691687,7.290292882,1.623866194,3.597860056,4.785239208,0.942
3.2083,26,6.667953668,1.115830116,802,3.096525097,36.44,-119.77,1.165741202,3.258096538,1.897313016,0.109598626,6.687108608,1.130280546,3.595667072,4.785573237,0.75
2.8125,29,6.078571429,1.075,914,3.264285714,36.46,-119.69,1.034073768,3.36729583,1.804769706,0.072320662,6.817830571,1.183040968,3.596215769,4.784905067,0.792
1.7813,29,4.648578811,0.919896641,1278,3.302325581,36.43,-119.69,0.577343435,3.36729583,1.536561541,-0.083493962,7.153051635,1.194626942,3.595392611,4.784905067,0.579
2.4044,34,5.092936803,1.066914498,818,3.040892193,36.54,-119.87,0.877300392,3.526360525,1.627854639,0.064770836,6.706862337,1.112150957,3.598407551,4.786407822,0.725
2.0216,32,5.685714286,1.126530612,999,4.07755102,36.55,-119.79,0.703889277,3.465735903,1.737956763,0.119142655,6.906754779,1.405496568,3.598681186,4.78574021,0.768
2.7321,31,5.491150442,1.123893805,767,3.39380531,36.51,-119.81,1.005070544,3.433987204,1.703137786,0.116799268,6.642486801,1.221951802,3.597586196,4.785907155,0.836
2.4375,19,6.036866359,1.110599078,702,3.235023041,36.54,-119.84,0.890972924,2.944438979,1.797885063,0.10489958,6.553933404,1.17403605,3.598407551,4.78615752,0.782
2.5208,31,5.891156463,1.129251701,979,3.329931973,36.54,-119.83,0.924576311,3.433987204,1.773452322,0.121555202,6.886531643,1.202951875,3.598407551,4.786074072,0.6
2.975,34,6.405405405,1.067567568,716,3.225225225,36.64,-119.89,1.090244039,3.526360525,1.857142228,0.065382759,6.573680167,1.171002785,3.60114054,4.786574656,0.9
2.0313,17,6.060728745,1.246963563,1425,5.769230769,36.57,-119.97,0.708675982,2.833213344,1.801830048,0.220711446,7.261927093,1.752538756,3.599228232,4.787241712,0.694
2.4814,20,5.389972145,1.011142061,1319,3.674094708,36.58,-119.9,0.908822917,2.995732274,1.684540217,0.011080446,7.184629153,1.301306764,3.599501643,4.786658062,0.746
2.4006,24,5.700507614,1.172588832,1291,3.276649746,36.6,-119.81,0.875718706,3.17805383,1.740555226,0.159213982,7.163172391,1.186821482,3.60004824,4.785907155,0.764
2.4474,19,5.200426439,0.985074627,1416,3.019189765,36.45,-119.86,0.895026237,2.944438979,1.64874063,-0.015037877,7.255591274,1.104988506,3.595941458,4.786324395,0.756
1.7176,34,4.501915709,0.961685824,683,2.616858238,36.43,-119.86,0.540927968,3.526360525,1.504503019,-0.039067468,6.52649486,0.961974452,3.595392611,4.786324395,0.584
2.8913,23,5.038674033,0.977900552,1146,3.165745856,36.43,-119.85,1.061706228,3.135494216,1.617142959,-0.022347299,7.044032897,1.152388685,3.595392611,4.786240961,0.609
2.1771,18,5.127272727,1.077272727,772,3.509090909,36.44,-119.97,0.777993716,2.890371758,1.634573886,0.074432595,6.64898455,1.255357004,3.595667072,4.787241712,0.392
2.1153,18,4.280898876,1.162921348,2030,5.702247191,36.34,-120.08,0.749196646,2.890371758,1.454163005,0.150935243,7.615791072,1.740860341,3.592919063,4.788158187,1.125
2.3295,17,4.095890411,1.095890411,715,4.897260274,36.16,-120.1,0.845653652,2.833213344,1.409984132,0.091567194,6.572282543,1.588675921,3.587953536,4.788324729,0.55
1.5086,12,3.983651226,0.970027248,1708,4.653950954,36.21,-120.1,0.411182068,2.48490665,1.382198792,-0.030431117,7.443078374,1.537716526,3.589335324,4.788324729,0.647
1.4191,12,3.594392523,1.044859813,2809,5.25046729,36.19,-120.09,0.350022868,2.48490665,1.279374999,0.043882726,7.940583827,1.65831708,3.588782838,4.788241462,0.551
2.4398,11,4.204402516,1.295597484,1376,4.327044025,36.29,-120.27,0.891916069,2.397895273,1.436132194,0.258971967,7.226936018,1.464884636,3.591542221,4.789739215,0.875
2.1458,29,5.848484848,1.171717172,218,2.202020202,36.18,-120.43,0.763512443,3.36729583,1.766182627,0.158470341,5.384495063,0.789375213,3.58850648,4.791068671,1.042
3.0658,36,4.943548387,1,310,2.5,36.16,-120.37,1.120308547,3.583518938,1.59808337,0,5.736572297,0.916290732,3.587953536,4.790570332,0.65
1.8264,18,5.557603687,1.262672811,622,2.866359447,36.14,-120.36,0.602346816,2.890371758,1.715167024,0.233230753,6.432940093,1.053042739,3.587400285,4.790487252,0.62
2.7461,17,5.426190476,1.066666667,1200,2.857142857,36.15,-120.38,1.010181723,2.833213344,1.691237318,0.064538521,7.090076836,1.049822124,3.587676949,4.790653406,0.7
3.2639,10,5.115618661,1.081135903,1335,2.707910751,36.13,-120.37,1.182922799,2.302585093,1.632298342,0.07801225,7.196686571,0.996177397,3.587123545,4.790570332,0.864
4.381,34,6.005763689,0.976945245,868,2.501440922,36.15,-120.37,1.477277009,3.526360525,1.792719623,-0.023324673,6.766191715,0.916866935,3.587676949,4.790570332,0.863
2.7792,18,5.584558824,1.088235294,846,3.110294118,36.16,-120.35,1.022163117,2.890371758,1.720005436,0.084557388,6.74051936,1.134717293,3.587953536,4.790404164,0.853
1.7075,9,4.93715342,1.195933457,1484,2.743068392,36.14,-120.35,0.535030312,2.197224577,1.596788934,0.178927016,7.302496424,1.009077145,3.587400285,4.790404164,0.604
3.0134,29,4.669879518,1.045783133,1306,3.146987952,36.13,-120.36,1.103069009,3.36729583,1.541133272,0.044766014,7.17472431,1.14644579,3.587123545,4.790487252,0.555
2.25,24,6.044871795,1.33974359,514,3.294871795,36.65,-120.31,0.810930216,3.17805383,1.799210275,0.292478245,6.242223265,1.192367258,3.601413428,4.790071745,0.766
2.4937,31,5.278026906,0.99103139,744,3.33632287,36.65,-120.25,0.913767551,3.433987204,1.663552336,-0.00900907,6.612041035,1.204869263,3.601413428,4.789572909,0.66
2.3026,25,5.543859649,1.157894737,613,3.584795322,36.59,-120.18,0.834038919,3.218875825,1.712690946,0.146603474,6.418364936,1.276701379,3.599774979,4.788990619,0.906
2.293,29,4.593167702,1.049689441,1408,4.372670807,36.61,-120.19,0.829861004,3.36729583,1.524569917,0.04849435,7.249925537,1.475373991,3.600321427,4.789073824,0.572
1.5536,25,4.088785047,1,931,4.35046729,36.6,-120.19,0.440574819,3.218875825,1.408247871,0,6.836259277,1.470283262,3.60004824,4.789073824,0.583
2.4786,14,4.371014493,1.005797101,1679,4.866666667,36.49,-120.22,0.907693885,2.63905733,1.474995132,0.005780363,7.425953657,1.58240924,3.59703825,4.789323398,0.56
1.947,24,5,1.168539326,1180,4.419475655,36.77,-120.41,0.666289726,3.17805383,1.609437912,0.155754529,7.073269717,1.486021059,3.604682295,4.790902586,0.689
2.5,18,4.136363636,1,996,5.03030303,36.72,-120.67,0.916290732,2.890371758,1.419817053,0,6.903747258,1.615480227,3.603321566,4.793059547,1.125
1.9417,20,4.950207469,1.091286307,1274,5.286307054,36.55,-120.51,0.663563878,2.995732274,1.599429489,0.087357099,7.149916836,1.665119903,3.598681186,4.791732737,0.388
1.7184,11,4.00617284,1.004115226,2104,4.329218107,36.78,-120.39,0.541393625,2.397895273,1.387836381,0.004106782,7.651595574,1.46538695,3.604954219,4.790736473,0.552
1.9056,25,3.695842451,1.083150985,1745,3.818380744,36.75,-120.38,0.64479692,3.218875825,1.307208526,0.079874372,7.464509835,1.339826444,3.604138226,4.790653406,0.6
1.8125,25,3.782442748,1.038167939,941,3.591603053,36.76,-120.38,0.594707108,3.218875825,1.330370031,0.037457563,6.84694314,1.278598636,3.604410297,4.790653406,0.58
1.4038,12,3.835390947,1.004115226,1043,4.29218107,36.76,-120.38,0.339182845,2.48490665,1.344271371,0.004106782,6.949856455,1.456795012,3.604410297,4.790653406,0.543
1.3386,20,4.784386617,1.152416357,954,3.546468401,36.87,-120.46,0.291624292,2.995732274,1.565357828,0.141860918,6.860663671,1.265952292,3.607398212,4.791317748,0.63
2.3523,34,3.697802198,0.950549451,539,2.961538462,36.86,-120.45,0.855393573,3.526360525,1.307738643,-0.050715093,6.289715571,1.085708884,3.607126952,4.791234729,0.66
2.8182,29,5.427083333,1.017361111,883,3.065972222,36.84,-120.44,1.036098383,3.36729583,1.69140185,0.017212129,6.783325201,1.12036472,3.606584211,4.791151704,0.905
2.1759,20,4.105405405,1.016216216,1681,4.543243243,36.85,-120.45,0.777442372,2.995732274,1.412304497,0.016086138,7.427144133,1.513641128,3.606855619,4.791234729,0.581
2.4414,21,4.795148248,1.075471698,1446,3.897574124,36.86,-120.51,0.892571645,3.044522438,1.567604625,0.072759354,7.276556403,1.36035434,3.607126952,4.791732737,0.719
2.3295,42,5.46749226,1.06501548,1084,3.356037152,36.97,-120.55,0.845653652,3.737669618,1.698820058,0.062989334,6.988413182,1.210760859,3.610106773,4.792064605,0.744
2.2083,18,5.183908046,1.120689655,771,4.431034483,36.84,-120.69,0.792222989,2.890371758,1.645559221,0.113944259,6.647688374,1.488633074,3.606584211,4.793225275,0.55
4.125,46,11,2.2,26,5.2,36.51,-119.55,1.41706602,3.828641396,2.397895273,0.78845736,3.258096538,1.648658626,3.597586196,4.783734694,0.675
4.625,36,24.5,3.5,28,14,36.51,-119.54,1.531476371,3.583518938,3.198673118,1.252762968,3.33220451,2.63905733,3.597586196,4.783651043,1.625
2.0192,18,4.426870748,0.979591837,1616,2.74829932,39.75,-122.2,0.702701393,2.890371758,1.487692957,-0.020619287,7.387709239,1.010982291,3.682609841,4.805659047,0.637
1.6948,30,5.370801034,1.07751938,1885,2.435400517,39.75,-122.18,0.52756474,3.401197382,1.680977066,0.074661529,7.5416831,0.890111226,3.682609841,4.805495367,0.675
3.0469,20,5.656,1.008,337,2.696,39.74,-122.16,1.11412468,2.995732274,1.732716929,0.00796817,5.82008293,0.991769193,3.682358237,4.805331661,0.85
2.3507,39,5.165636588,1.00618047,2111,2.609394314,39.74,-122.19,0.854713156,3.663561646,1.642028345,0.006161449,7.654917048,0.959118131,3.682358237,4.80557721,0.656
3.0469,16,5.764227642,1.116531165,1104,2.991869919,39.79,-122.25,1.11412468,2.772588722,1.751671171,0.110226705,7.006695227,1.095898583,3.683615624,4.806068128,0.722
2.325,32,6.344827586,1.088669951,562,2.768472906,39.78,-122.16,0.843720039,3.465735903,1.847639928,0.084956722,6.33150185,1.018295871,3.683364273,4.805331661,0.696
2.2569,20,5.604,1.12,668,2.672,39.74,-122.13,0.81399219,2.995732274,1.723480628,0.113328685,6.504288174,0.982827256,3.682358237,4.805086051,0.943
3.35,23,5.582491582,1.033670034,836,2.814814815,39.7,-122.18,1.208960346,3.135494216,1.719635197,0.033115609,6.728628613,1.034896474,3.681351188,4.805495367,0.854
1.9375,16,5.303664921,1.036649215,1031,2.69895288,39.75,-122.23,0.661398482,2.772588722,1.668398076,0.035993603,6.938284484,0.992863875,3.682609841,4.805904516,0.731
1.6607,16,6.710526316,1.921052632,85,2.236842105,39.71,-122.74,0.5072392,2.772588722,1.903677385,0.652873281,4.442651256,0.805065097,3.681603045,4.810068297,0.14999
2.3851,21,6.6,1.2,510,2.914285714,39.68,-122.38,0.869241052,3.044522438,1.887069649,0.182321557,6.234410726,1.069624752,3.680847282,4.807130958,0.675
3.6429,33,6.253731343,1.149253731,190,2.835820896,39.65,-122.14,1.292780068,3.496507561,1.833178301,0.139112802,5.247024072,1.042331453,3.680090948,4.805167928,0.875
3.25,28,5.979674797,1.052845528,673,2.735772358,39.55,-122.18,1.178654996,3.33220451,1.788366185,0.051496526,6.51174533,1.006413794,3.677565694,4.805495367,0.816
2.4861,25,5.834123223,1.137440758,658,3.118483412,39.5,-122.53,0.910715218,3.218875825,1.763723993,0.12878079,6.489204931,1.137346798,3.676300672,4.808355898,0.719
2.165,34,5.304950495,1.055445545,1287,2.548514851,39.53,-122.19,0.772420361,3.526360525,1.66864044,0.053962995,7.160069208,0.935510778,3.677059877,4.80557721,0.587
2.3566,22,5.496632997,1.107744108,1647,2.772727273,39.53,-122.2,0.857219902,3.091042453,1.704135722,0.102325612,7.40671073,1.019831411,3.677059877,4.805659047,0.71
1.3708,8,3.889570552,1.030674847,1237,3.794478528,39.53,-122.23,0.315394511,2.079441542,1.358298754,0.030213779,7.120444372,1.333546991,3.677059877,4.805904516,1.25
2.1,17,4.335740072,0.967509025,555,2.003610108,39.51,-122.22,0.741937345,2.833213344,1.466892316,-0.033030526,6.318968114,0.694950608,3.676553804,4.805822699,0.669
2.0625,39,5.837528604,1.102974828,1181,2.702517162,39.52,-122.2,0.723918839,3.663561646,1.764307523,0.098010919,7.074116816,0.994183621,3.676806873,4.805659047,0.634
2.8333,37,5.561320755,0.974056604,1060,2.5,39.51,-122.2,1.04144211,3.610917913,1.715835626,-0.026285862,6.966024187,0.916290732,3.676553804,4.805659047,0.697
2.1705,23,5.133333333,1.077777778,261,2.9,39.5,-122.19,0.774957556,3.135494216,1.635755221,0.074901308,5.564520407,1.064710737,3.676300672,4.80557721,0.53
2.5625,23,5.498901099,1.057142857,1443,3.171428571,39.72,-122.04,0.940983344,3.135494216,1.704548272,0.055569851,7.274479559,1.15418214,3.681854839,4.80434886,0.7
2.8466,34,6.369565217,1.062111801,958,2.97515528,39.6,-122.05,1.0461253,3.526360525,1.851531213,0.060259192,6.864847778,1.090296232,3.678829118,4.804430797,0.953
2.4917,43,6.700507614,1.091370558,512,2.598984772,39.47,-122.1,0.912965208,3.761200116,1.902183287,0.087434299,6.238324625,0.955120896,3.67554089,4.804840381,0.771
1.832,39,5.115151515,0.975757576,535,3.242424242,39.45,-121.94,0.605408266,3.663561646,1.632207021,-0.024541109,6.282266747,1.176321273,3.675034047,4.80352912,0.705
2.1746,20,4.711111111,1.046464646,1856,3.749494949,39.74,-122.01,0.77684474,2.995732274,1.549923785,0.04541748,7.526178913,1.321621151,3.682358237,4.804103009,0.587
0.957,52,2.709016393,1.295081967,392,1.606557377,40.8,-124.17,-0.043951888,3.951243719,0.996585615,0.258573988,5.97126184,0.474093614,3.708682081,4.821651594,0.6
1.7308,52,4.23117338,1.082311734,1150,2.014010508,40.8,-124.16,0.548583729,3.951243719,1.442479349,0.079099248,7.047517221,0.700128012,3.708682081,4.821571056,0.805
1.7778,52,4.450704225,0.975352113,591,2.080985915,40.79,-124.16,0.575376645,3.951243719,1.493062337,-0.024956732,6.381816017,0.732841779,3.708436953,4.821571056,0.769
1.585,52,4.376021798,1.141689373,891,2.427792916,40.8,-124.17,0.460584407,3.951243719,1.476140046,0.132509072,6.792344427,0.886982579,3.708682081,4.821651594,0.755
1.8529,52,4.880877743,1.078369906,758,2.376175549,40.8,-124.17,0.616751979,3.951243719,1.585325069,0.075450555,6.630683386,0.865492283,3.708682081,4.821651594,0.625
2.2566,52,4.995348837,0.979069767,975,2.26744186,40.79,-124.16,0.813859256,3.951243719,1.608507247,-0.021152375,6.882437471,0.818652262,3.708436953,4.821571056,0.927
2.5417,50,6.473087819,1.141643059,837,2.371104816,40.78,-124.16,0.932833148,3.912023005,1.867653246,0.132468505,6.72982407,0.863356014,3.708191765,4.821571056,0.854
1.6369,39,4.911314985,1.009174312,731,2.235474006,40.78,-124.17,0.492804209,3.663561646,1.591541724,0.009132484,6.59441346,0.804453289,3.708191765,4.821651594,0.683
1.8242,37,5.273076923,1.226923077,640,2.461538462,40.78,-124.19,0.601141535,3.610917913,1.662614049,0.204509472,6.461468176,0.900786545,3.708191765,4.821812651,0.7
1.745,39,5.448071217,1.044510386,883,2.620178042,40.79,-124.18,0.556754556,3.663561646,1.695261641,0.043548245,6.783325201,0.96324227,3.708436953,4.821732126,0.705
1.4668,40,5.010752688,1.114695341,788,2.82437276,40.79,-124.18,0.383083157,3.688879454,1.611586141,0.10858113,6.66949809,1.038286308,3.708436953,4.821732126,0.646
1.9688,43,4.7406639,0.993775934,1169,2.425311203,40.79,-124.17,0.67742422,3.761200116,1.556177189,-0.006243517,7.063903961,0.885959847,3.708436953,4.821651594,0.705
2.9038,43,5.673417722,1.129113924,932,2.359493671,40.78,-124.16,1.066020224,3.761200116,1.735791709,0.121433187,6.837332815,0.85844705,3.708191765,4.821571056,0.82
2.8529,35,4.933179724,1.00921659,1053,2.426267281,40.77,-124.16,1.048336021,3.555348061,1.595983754,0.009174376,6.959398512,0.886353978,3.707946517,4.821571056,0.856
2.2227,30,5.278551532,1.019498607,990,2.757660167,40.77,-124.17,0.798722673,3.401197382,1.663651729,0.019310945,6.897704943,1.014382555,3.707946517,4.821651594,0.813
2.5536,37,4.687096774,0.94516129,867,2.796774194,40.78,-124.18,0.937504128,3.610917913,1.544813366,-0.056399688,6.765038977,1.028466679,3.708191765,4.821732126,0.702
2.5096,33,4.559322034,0.940677966,656,2.779661017,40.78,-124.18,0.920123378,3.496507561,1.517173936,-0.061154423,6.486160789,1.022328984,3.708191765,4.821732126,0.722
2.1607,34,5.022082019,1.148264984,950,2.996845426,40.78,-124.18,0.770432243,3.526360525,1.613844593,0.138252094,6.856461985,1.097560211,3.708191765,4.821732126,0.67
4.8516,13,6.150141643,0.960339943,951,2.694050992,40.75,-124.17,1.579308547,2.564949357,1.816475113,-0.04046795,6.857514063,0.991046006,3.70745584,4.821651594,1.161
2.8056,26,4.673684211,0.95,992,2.610526316,40.76,-124.17,1.03161742,3.258096538,1.541947671,-0.051293294,6.899723107,0.959551855,3.707701208,4.821651594,0.828
2.442,30,5.102915952,1.087478559,1367,2.344768439,40.77,-124.19,0.892817376,3.401197382,1.629812132,0.083861768,7.220373837,0.85218665,3.707946517,4.821812651,0.69
1.75,50,4.096385542,0.891566265,235,2.831325301,40.81,-124.15,0.559615788,3.912023005,1.41010501,-0.114775515,5.459585514,1.040744906,3.708927149,4.821490512,0.675
2.5,32,4.486928105,1.019607843,872,2.849673203,40.8,-124.14,0.916290732,3.465735903,1.501168304,0.019418086,6.770789424,1.047204322,3.708682081,4.821409961,0.726
1.755,47,4.516717325,1.018237082,765,2.325227964,40.8,-124.15,0.562468857,3.850147602,1.507785475,0.018072781,6.639875834,0.843818083,3.708682081,4.821490512,0.741
1.6111,52,4.804878049,1.064301552,908,2.013303769,40.8,-124.16,0.476917176,3.951243719,1.569631662,0.062318764,6.811244379,0.699777039,3.708682081,4.821571056,0.747
1.1386,52,3.914942529,1.149425287,952,2.188505747,40.8,-124.16,0.129799438,3.951243719,1.36480065,0.139262067,6.858565035,0.783219004,3.708682081,4.821571056,0.741
2.4896,38,5.333333333,0.996563574,873,3,40.79,-124.14,0.912122055,3.63758616,1.673976434,-0.003442344,6.771935556,1.098612289,3.708436953,4.821409961,0.81
3.1711,41,6.094555874,1.025787966,911,2.610315186,40.78,-124.15,1.154078531,3.713572067,1.807395893,0.025461064,6.814542897,0.959470975,3.708191765,4.821490512,1.042
3.8,46,5.659025788,0.991404011,791,2.266475645,40.78,-124.16,1.335001067,3.828641396,1.733251755,-0.008633147,6.673297968,0.818226046,3.708191765,4.821571056,0.818
2.1135,46,5.622920518,1.103512015,1206,2.229205176,40.79,-124.16,0.748345341,3.828641396,1.726851194,0.098497835,7.095064377,0.801645098,3.708436953,4.821571056,0.906
3.0216,37,5.53909465,1.004115226,1263,2.598765432,40.79,-124.15,1.105786492,3.610917913,1.711831067,0.004106782,7.141245122,0.955036498,3.708436953,4.821490512,0.864
3.4219,35,5.615740741,0.979166667,982,2.273148148,40.78,-124.14,1.230195952,3.555348061,1.725573501,-0.021053409,6.889591308,0.82116572,3.708191765,4.821409961,0.928
2.9143,27,5.334500876,1.059544658,1407,2.464098074,40.77,-124.14,1.069629654,3.295836866,1.674195324,0.057839248,7.249215057,0.901825847,3.707946517,4.821409961,0.996
3.375,24,5.58203125,0.998046875,1388,2.7109375,40.76,-124.15,1.216395324,3.17805383,1.719552733,-0.001955035,7.235619141,0.997294516,3.707701208,4.821490512,1.006
3.3984,36,5.739130435,1.016304348,829,2.252717391,40.78,-124.15,1.223304733,3.583518938,1.747307707,0.016172859,6.720220155,0.812137217,3.708191765,4.821490512,0.9
2.5536,23,5.48,1.211428571,425,2.428571429,40.81,-124.11,0.937504128,3.135494216,1.701105101,0.191800301,6.052089169,0.887303195,3.708927149,4.821168269,0.961
2.1101,34,5.607329843,1.09947644,1056,2.764397906,40.78,-124.13,0.74673534,3.526360525,1.724074642,0.094834103,6.962243464,1.016822856,3.708191765,4.821329404,0.869
